Predictor variable,Categorical,Sample average
Forest_Productivity,true,11.0
Forest_Type,true,31.0
bio10_16,false,112.96522696254353
bio12_16,false,830.8286610563723
bio15_16,false,30.306427187812975
moose2015,false,29.358110523404786
red_deer2015,false,7.749421672437328
roe_deer2015,false,6.874352619861262
