x,y,species min
1.0,1.0,0.6494626
2.0,2.0,0.654747
3.0,3.0,0.23600046
4.0,4.0,0.52239335
5.0,5.0,0.19904871
6.0,6.0,0.39397612
7.0,7.0,0.13915108
8.0,8.0,0.21166591
9.0,9.0,0.5939147
10.0,10.0,0.14837316
11.0,11.0,0.20734212
12.0,12.0,0.075737044
13.0,13.0,0.32548216
14.0,14.0,0.12612563
15.0,15.0,0.06786649
16.0,16.0,0.20620202
17.0,17.0,0.29159442
18.0,18.0,0.036690943
19.0,19.0,0.4323567
20.0,20.0,0.113906324
21.0,21.0,0.31237453
22.0,22.0,0.57334113
23.0,23.0,0.30527344
24.0,24.0,0.44995192
25.0,25.0,0.32098454
26.0,26.0,0.24470575
27.0,27.0,0.6829951
28.0,28.0,0.2575134
29.0,29.0,0.09390878
30.0,30.0,0.45204914
31.0,31.0,0.12456245
32.0,32.0,0.5181441
33.0,33.0,0.081500284
34.0,34.0,0.29240304
35.0,35.0,0.2785336
36.0,36.0,0.34343657
37.0,37.0,0.59255177
38.0,38.0,0.19609892
39.0,39.0,0.05543922
40.0,40.0,0.08407474
41.0,41.0,0.17684244
42.0,42.0,0.3881562
43.0,43.0,0.40847582
44.0,44.0,0.35177824
45.0,45.0,0.12574565
46.0,46.0,0.40916649
47.0,47.0,0.13158828
48.0,48.0,0.5100686
49.0,49.0,0.14528738
50.0,50.0,0.45109308
51.0,51.0,0.116715886
52.0,52.0,0.34448376
53.0,53.0,0.3145854
54.0,54.0,0.53352416
55.0,55.0,0.19256091
56.0,56.0,0.33399415
57.0,57.0,0.5414109
58.0,58.0,0.2025413
59.0,59.0,0.5818956
60.0,60.0,0.5627207
61.0,61.0,0.4385326
62.0,62.0,0.5865109
63.0,63.0,0.51022536
64.0,64.0,0.13439636
65.0,65.0,0.446577
66.0,66.0,0.67256373
67.0,67.0,0.26411015
68.0,68.0,0.2996178
69.0,69.0,0.04086423
70.0,70.0,0.3923006
71.0,71.0,0.1560569
72.0,72.0,0.39911357
73.0,73.0,0.19111928
74.0,74.0,0.050932344
75.0,75.0,0.44836754
76.0,76.0,0.23099156
77.0,77.0,0.32449678
78.0,78.0,0.4061042
79.0,79.0,0.04001798
80.0,80.0,0.29997745
81.0,81.0,0.48046252
82.0,82.0,0.5806883
83.0,83.0,0.17868087
84.0,84.0,0.48103553
85.0,85.0,0.5967153
86.0,86.0,0.2604867
87.0,87.0,0.34280875
88.0,88.0,0.24971016
89.0,89.0,0.22593844
90.0,90.0,0.12367964
91.0,91.0,0.28297195
92.0,92.0,0.3053996
93.0,93.0,0.07807861
94.0,94.0,0.63576275
95.0,95.0,0.15131442
96.0,96.0,0.43934438
97.0,97.0,0.0731542
98.0,98.0,0.53217137
99.0,99.0,0.5978351
100.0,100.0,0.30090043
101.0,101.0,0.08699841
102.0,102.0,0.62353384
103.0,103.0,0.5217014
104.0,104.0,0.5135275
105.0,105.0,0.16244908
106.0,106.0,0.56042147
107.0,107.0,0.018646194
108.0,108.0,0.35820448
109.0,109.0,0.3240641
110.0,110.0,0.20258793
111.0,111.0,0.4134114
112.0,112.0,0.5432056
113.0,113.0,0.32404584
114.0,114.0,0.14903404
115.0,115.0,0.49992388
116.0,116.0,0.7092881
117.0,117.0,0.06566736
118.0,118.0,0.24093881
119.0,119.0,0.12894721
120.0,120.0,0.29790026
121.0,121.0,0.109522685
122.0,122.0,0.5810079
123.0,123.0,0.2677721
124.0,124.0,0.21092646
125.0,125.0,0.45926765
126.0,126.0,0.26428866
127.0,127.0,0.5370226
128.0,128.0,0.24343076
129.0,129.0,0.08431214
130.0,130.0,0.16087596
131.0,131.0,0.45485806
132.0,132.0,0.10574585
133.0,133.0,0.44324547
134.0,134.0,0.5440584
135.0,135.0,0.4848622
136.0,136.0,0.33926782
137.0,137.0,0.12570204
138.0,138.0,0.28597742
139.0,139.0,0.42848963
140.0,140.0,0.45324782
141.0,141.0,0.23377864
142.0,142.0,0.20898388
143.0,143.0,0.28911918
144.0,144.0,0.6649967
145.0,145.0,0.3776582
146.0,146.0,0.27806243
147.0,147.0,0.34165108
148.0,148.0,0.048477557
149.0,149.0,0.019368209
150.0,150.0,0.38645548
151.0,151.0,0.40512896
152.0,152.0,0.69405943
153.0,153.0,0.39592102
154.0,154.0,0.58290195
155.0,155.0,0.21782836
156.0,156.0,0.49584877
157.0,157.0,0.62871385
158.0,158.0,0.26473466
159.0,159.0,0.05617287
160.0,160.0,0.3136016
161.0,161.0,0.38101837
162.0,162.0,0.36355695
163.0,163.0,0.2528681
164.0,164.0,0.3578555
165.0,165.0,0.29503965
166.0,166.0,0.52424645
167.0,167.0,0.62787825
168.0,168.0,0.318456
169.0,169.0,0.29078424
170.0,170.0,0.069439515
171.0,171.0,0.10110846
172.0,172.0,0.31441903
