x,y,species min
1.0,1.0,0.028149167
2.0,2.0,0.519258
3.0,3.0,1.2220627E-7
4.0,4.0,7.0875377E-4
5.0,5.0,5.073094E-9
6.0,6.0,0.03480865
7.0,7.0,3.5109572E-8
8.0,8.0,5.940359E-10
9.0,9.0,8.5316895E-4
10.0,10.0,2.4141073E-8
11.0,11.0,3.1402396E-7
12.0,12.0,3.256776E-8
13.0,13.0,7.489337E-7
14.0,14.0,0.06272333
15.0,15.0,1.4922143E-6
16.0,16.0,2.3360314E-9
17.0,17.0,3.1107102E-6
18.0,18.0,0.00672165
19.0,19.0,2.9944335E-4
20.0,20.0,6.786142E-9
21.0,21.0,4.174255E-9
22.0,22.0,2.8337116E-4
23.0,23.0,0.45306072
24.0,24.0,1.3597803E-4
25.0,25.0,4.628994E-4
26.0,26.0,8.740837E-14
27.0,27.0,0.55251586
28.0,28.0,6.0727785E-4
29.0,29.0,0.0070981
30.0,30.0,2.8337116E-4
31.0,31.0,6.786142E-9
32.0,32.0,0.03939991
33.0,33.0,9.412181E-4
34.0,34.0,0.02599833
35.0,35.0,4.174255E-9
36.0,36.0,4.872757E-7
37.0,37.0,0.5994315
38.0,38.0,0.016265294
39.0,39.0,0.19270876
40.0,40.0,0.06480019
41.0,41.0,1.9872021E-10
42.0,42.0,1.6182257E-5
43.0,43.0,1.0601494E-6
44.0,44.0,1.0402683E-6
45.0,45.0,6.786142E-9
46.0,46.0,1.9872021E-10
47.0,47.0,1.23913235E-8
48.0,48.0,5.5836284E-7
49.0,49.0,1.4595368E-5
50.0,50.0,1.398601E-6
51.0,51.0,7.896198E-4
52.0,52.0,4.914729E-15
53.0,53.0,6.523088E-7
54.0,54.0,0.59653276
55.0,55.0,5.0014405E-6
56.0,56.0,4.872757E-7
57.0,57.0,0.17649558
58.0,58.0,1.8333422E-4
59.0,59.0,1.5364689E-4
60.0,60.0,0.5994315
61.0,61.0,0.17461431
62.0,62.0,0.028149167
63.0,63.0,0.5994315
64.0,64.0,4.7702906E-7
65.0,65.0,8.240283E-4
66.0,66.0,0.5990781
67.0,67.0,1.4276712E-8
68.0,68.0,1.2409125E-4
69.0,69.0,0.00672165
70.0,70.0,1.8618108E-8
71.0,71.0,0.08952038
72.0,72.0,1.0051476E-5
73.0,73.0,2.7468957E-6
74.0,74.0,1.4595368E-5
75.0,75.0,0.005622538
76.0,76.0,2.8797317E-17
77.0,77.0,1.3711394E-5
78.0,78.0,0.102458276
79.0,79.0,0.00672165
80.0,80.0,5.653666E-4
81.0,81.0,5.591615E-5
82.0,82.0,3.9706425E-5
83.0,83.0,2.3906692E-5
84.0,84.0,0.00751843
85.0,85.0,0.5994315
86.0,86.0,5.7740996E-5
87.0,87.0,6.0727785E-4
88.0,88.0,0.0012228215
89.0,89.0,2.2335696E-6
90.0,90.0,0.0030487024
91.0,91.0,0.0029802714
92.0,92.0,7.489337E-7
93.0,93.0,3.7575634E-7
94.0,94.0,0.5994315
95.0,95.0,3.5599454E-11
96.0,96.0,0.59746253
97.0,97.0,2.3360314E-9
98.0,98.0,0.0015777466
99.0,99.0,2.660067E-4
100.0,100.0,3.5599454E-11
101.0,101.0,0.007350914
102.0,102.0,0.5744957
103.0,103.0,0.47888795
104.0,104.0,0.5782201
105.0,105.0,2.3360314E-9
106.0,106.0,1.5364689E-4
107.0,107.0,0.3113073
108.0,108.0,1.6560921E-6
109.0,109.0,2.7775877E-6
110.0,110.0,0.0019879153
111.0,111.0,1.874969E-5
112.0,112.0,0.3592396
113.0,113.0,5.624143E-10
114.0,114.0,1.1881048E-9
115.0,115.0,1.6182257E-5
116.0,116.0,0.05463839
117.0,117.0,0.0013643632
118.0,118.0,1.14256824E-11
119.0,119.0,3.7575634E-7
120.0,120.0,0.0070981
121.0,121.0,7.896198E-4
122.0,122.0,0.5994315
123.0,123.0,1.4793391E-12
124.0,124.0,6.2490674E-4
125.0,125.0,7.598677E-6
126.0,126.0,0.45520768
127.0,127.0,2.9944335E-4
128.0,128.0,4.914729E-15
129.0,129.0,0.0014589416
130.0,130.0,3.1107102E-6
131.0,131.0,9.768502E-7
132.0,132.0,0.0037023847
133.0,133.0,0.5994315
134.0,134.0,8.7877945E-4
135.0,135.0,7.598677E-6
136.0,136.0,4.914729E-15
137.0,137.0,0.0018853049
138.0,138.0,3.1107102E-6
139.0,139.0,3.9706425E-5
140.0,140.0,0.17948596
141.0,141.0,1.3623754E-8
142.0,142.0,3.1402396E-7
143.0,143.0,1.7779207E-4
144.0,144.0,8.240283E-4
145.0,145.0,5.3953285E-5
146.0,146.0,4.970077E-7
147.0,147.0,4.914729E-15
148.0,148.0,0.0012228215
149.0,149.0,0.25370684
150.0,150.0,1.6560921E-6
151.0,151.0,4.872757E-7
152.0,152.0,0.46369633
153.0,153.0,0.007592375
154.0,154.0,0.45520768
155.0,155.0,0.0011821275
156.0,156.0,0.35313642
157.0,157.0,8.240283E-4
158.0,158.0,7.598677E-6
159.0,159.0,1.4595368E-5
160.0,160.0,1.0402683E-6
161.0,161.0,1.6182257E-5
162.0,162.0,1.0402683E-6
163.0,163.0,0.005622538
164.0,164.0,0.00751843
165.0,165.0,1.5407774E-4
166.0,166.0,0.17649558
167.0,167.0,8.240283E-4
168.0,168.0,6.523088E-7
169.0,169.0,7.598677E-6
170.0,170.0,0.0012228215
171.0,171.0,0.073669545
172.0,172.0,0.016265294
173.0,173.0,0.0012212555
174.0,174.0,1.9872021E-10
175.0,175.0,2.4969654E-6
176.0,176.0,3.806384E-13
177.0,177.0,8.7877945E-4
178.0,178.0,5.5836284E-7
179.0,179.0,0.03939991
180.0,180.0,0.0011821275
181.0,181.0,0.0015100715
182.0,182.0,1.3711394E-5
183.0,183.0,2.2335696E-6
184.0,184.0,1.398601E-6
185.0,185.0,0.005622538
186.0,186.0,0.0038344003
187.0,187.0,1.874969E-5
188.0,188.0,3.8443424E-12
189.0,189.0,7.598677E-6
190.0,190.0,0.08975454
191.0,191.0,1.6182257E-5
192.0,192.0,1.4922143E-6
193.0,193.0,3.3401357E-4
194.0,194.0,5.653666E-4
195.0,195.0,0.020151643
196.0,196.0,7.925182E-5
197.0,197.0,3.4985174E-8
198.0,198.0,3.1402396E-7
199.0,199.0,8.8407996E-4
200.0,200.0,2.3665429E-11
201.0,201.0,0.016265294
202.0,202.0,0.17097409
203.0,203.0,3.276123E-5
204.0,204.0,1.8165011E-10
205.0,205.0,1.0402683E-6
206.0,206.0,6.0727785E-4
207.0,207.0,0.0034998893
208.0,208.0,0.083265565
209.0,209.0,5.591615E-5
210.0,210.0,5.624143E-10
211.0,211.0,0.5976687
212.0,212.0,2.1981305E-7
213.0,213.0,0.035115033
214.0,214.0,8.240283E-4
215.0,215.0,0.5994315
216.0,216.0,3.5109572E-8
217.0,217.0,0.0018853049
218.0,218.0,1.7174503E-6
219.0,219.0,6.786142E-9
220.0,220.0,2.3360314E-9
221.0,221.0,0.0037023847
222.0,222.0,4.174255E-9
223.0,223.0,2.2335696E-6
