Predictor variable,Categorical,Sample average
Forest_Productivity,true,18.0
Forest_Type,true,31.0
bio10_16,false,139.84477453028902
bio12_16,false,1014.3388647201214
bio15_16,false,28.130539638438123
moose2015,false,27.439002762069094
red_deer2015,false,25.801266056108982
roe_deer2015,false,33.13042328776197
