x,y,species max
1.0,1.0,0.68251294
2.0,2.0,0.4012308
3.0,3.0,0.3497091
4.0,4.0,0.66348326
5.0,5.0,0.1670717
6.0,6.0,0.08761995
7.0,7.0,0.15386908
8.0,8.0,0.17169838
9.0,9.0,0.42339203
10.0,10.0,0.09498231
11.0,11.0,0.27597287
12.0,12.0,0.13165385
13.0,13.0,0.41404763
14.0,14.0,0.03506739
15.0,15.0,0.03400648
16.0,16.0,0.0735474
17.0,17.0,0.06505433
18.0,18.0,0.01790601
19.0,19.0,0.44307658
20.0,20.0,0.23785885
21.0,21.0,0.17876397
22.0,22.0,0.6178644
23.0,23.0,0.021531416
24.0,24.0,0.5406844
25.0,25.0,0.33901715
26.0,26.0,0.099511765
27.0,27.0,0.28014895
28.0,28.0,0.06451234
29.0,29.0,0.02849344
30.0,30.0,0.6201718
31.0,31.0,0.26644474
32.0,32.0,0.34337568
33.0,33.0,0.016788479
34.0,34.0,0.009167278
35.0,35.0,0.14762378
36.0,36.0,0.50795394
37.0,37.0,0.52842015
38.0,38.0,0.37421265
39.0,39.0,0.013579449
40.0,40.0,0.014419205
41.0,41.0,0.18599492
42.0,42.0,0.5733311
43.0,43.0,0.57691514
44.0,44.0,0.46892607
45.0,45.0,0.18304871
46.0,46.0,0.192334
47.0,47.0,0.029147228
48.0,48.0,0.6241866
49.0,49.0,0.086917125
50.0,50.0,0.5481886
51.0,51.0,0.020144127
52.0,52.0,0.017719358
53.0,53.0,0.1317504
54.0,54.0,0.51925707
55.0,55.0,0.4988231
56.0,56.0,0.54210365
57.0,57.0,0.35555634
58.0,58.0,0.026122533
59.0,59.0,0.68688947
60.0,60.0,0.7342515
61.0,61.0,0.3527833
62.0,62.0,0.59355634
63.0,63.0,0.5926114
64.0,64.0,0.28962663
65.0,65.0,0.64792883
66.0,66.0,0.46694168
67.0,67.0,0.3447876
68.0,68.0,0.43344915
69.0,69.0,0.0045883413
70.0,70.0,0.057737656
71.0,71.0,0.029691862
72.0,72.0,0.40451968
73.0,73.0,0.11957032
74.0,74.0,0.041995626
75.0,75.0,0.06887648
76.0,76.0,0.075603485
77.0,77.0,0.16293572
78.0,78.0,0.60949695
79.0,79.0,0.0043507684
80.0,80.0,0.020064032
81.0,81.0,0.4952209
82.0,82.0,0.59041345
83.0,83.0,0.1963658
84.0,84.0,0.5698101
85.0,85.0,0.5662063
86.0,86.0,0.34159547
87.0,87.0,0.18972316
88.0,88.0,0.1271617
89.0,89.0,0.35404885
90.0,90.0,0.041968554
91.0,91.0,0.4640858
92.0,92.0,0.39827457
93.0,93.0,0.038130544
94.0,94.0,0.4816394
95.0,95.0,0.020908242
96.0,96.0,0.5498085
97.0,97.0,0.085343264
98.0,98.0,0.6454529
99.0,99.0,0.07657555
100.0,100.0,0.029250463
101.0,101.0,0.031367432
102.0,102.0,0.42110786
103.0,103.0,0.4739102
104.0,104.0,0.37683457
105.0,105.0,0.07472307
106.0,106.0,0.6977432
107.0,107.0,0.0037350056
108.0,108.0,0.4795769
109.0,109.0,0.4967163
110.0,110.0,0.27682212
111.0,111.0,0.25664932
112.0,112.0,0.2856954
113.0,113.0,0.024619883
114.0,114.0,0.13018417
115.0,115.0,0.55012095
116.0,116.0,0.5978773
117.0,117.0,0.03804198
118.0,118.0,0.043621354
119.0,119.0,0.05633654
120.0,120.0,0.10769575
121.0,121.0,0.061437003
122.0,122.0,0.56021196
123.0,123.0,0.19145843
124.0,124.0,0.023828432
125.0,125.0,0.4299597
126.0,126.0,0.05653132
127.0,127.0,0.46143034
128.0,128.0,0.011135845
129.0,129.0,0.037190247
130.0,130.0,0.02054273
131.0,131.0,0.35930154
132.0,132.0,0.02212118
133.0,133.0,0.6581839
134.0,134.0,0.56405824
135.0,135.0,0.5672842
136.0,136.0,0.014178683
137.0,137.0,0.09472857
138.0,138.0,0.054321695
139.0,139.0,0.5078753
140.0,140.0,0.36216855
141.0,141.0,0.24768265
142.0,142.0,0.2604183
143.0,143.0,0.15195487
144.0,144.0,0.7120756
145.0,145.0,0.038663168
146.0,146.0,0.3886103
147.0,147.0,0.0154041685
148.0,148.0,0.033270884
149.0,149.0,0.007984143
150.0,150.0,0.588922
151.0,151.0,0.5943219
152.0,152.0,0.28199962
153.0,153.0,0.28516427
154.0,154.0,0.19441342
155.0,155.0,0.06901908
156.0,156.0,0.12320378
157.0,157.0,0.7339174
158.0,158.0,0.31486782
159.0,159.0,0.039810978
160.0,160.0,0.4118792
161.0,161.0,0.5729512
162.0,162.0,0.15995465
163.0,163.0,0.07893585
164.0,164.0,0.45124754
165.0,165.0,0.057471767
166.0,166.0,0.32684958
167.0,167.0,0.7112614
168.0,168.0,0.13640429
169.0,169.0,0.43042222
170.0,170.0,0.04040567
171.0,171.0,0.03155456
172.0,172.0,0.49821794
173.0,173.0,0.013216033
174.0,174.0,0.19209458
175.0,175.0,0.46792948
176.0,176.0,0.028909389
177.0,177.0,0.5675691
178.0,178.0,0.5036314
179.0,179.0,0.39288247
180.0,180.0,0.037324328
181.0,181.0,0.41585937
182.0,182.0,0.04865558
183.0,183.0,0.42192286
184.0,184.0,0.5768433
185.0,185.0,0.010241068
186.0,186.0,0.6240493
187.0,187.0,0.09751419
188.0,188.0,0.014774495
189.0,189.0,0.49960423
190.0,190.0,0.039273955
191.0,191.0,0.46514693
192.0,192.0,0.050306715
193.0,193.0,0.3824396
194.0,194.0,0.018395128
195.0,195.0,0.021914123
196.0,196.0,0.70020133
197.0,197.0,0.06616668
198.0,198.0,0.2600217
199.0,199.0,0.46332347
200.0,200.0,0.025906272
201.0,201.0,0.50172895
202.0,202.0,0.073715605
203.0,203.0,0.32586658
204.0,204.0,0.035547476
205.0,205.0,0.35162959
206.0,206.0,0.06448566
207.0,207.0,0.07218161
208.0,208.0,0.68669045
209.0,209.0,0.5338227
210.0,210.0,0.0150201805
211.0,211.0,0.5980544
212.0,212.0,0.4258426
213.0,213.0,0.2656252
214.0,214.0,0.7120631
215.0,215.0,0.56246394
216.0,216.0,0.13936163
217.0,217.0,0.05850548
218.0,218.0,0.2687373
219.0,219.0,0.13615382
220.0,220.0,0.08071275
221.0,221.0,0.0054616025
222.0,222.0,0.14107275
223.0,223.0,0.34673062
224.0,224.0,0.25459635
225.0,225.0,0.14973363
226.0,226.0,0.5506018
227.0,227.0,0.7270315
228.0,228.0,0.06550682
229.0,229.0,0.7002179
230.0,230.0,0.22327101
231.0,231.0,0.033013303
232.0,232.0,0.28063434
233.0,233.0,0.004943654
234.0,234.0,0.12943308
235.0,235.0,0.03493967
236.0,236.0,0.058861274
237.0,237.0,0.3576831
238.0,238.0,0.15827636
239.0,239.0,0.28852987
240.0,240.0,0.59783405
241.0,241.0,0.105222255
242.0,242.0,0.005164526
243.0,243.0,0.07763902
244.0,244.0,0.27304995
245.0,245.0,0.5703586
246.0,246.0,0.35240343
247.0,247.0,0.62525034
248.0,248.0,0.06870961
249.0,249.0,0.101707175
250.0,250.0,0.10838186
251.0,251.0,0.5594622
252.0,252.0,0.55484813
253.0,253.0,0.17689389
254.0,254.0,0.037039664
255.0,255.0,0.37709302
256.0,256.0,0.51202786
257.0,257.0,0.5656656
258.0,258.0,0.41688076
259.0,259.0,0.07373987
260.0,260.0,0.11206277
261.0,261.0,0.08902296
262.0,262.0,0.6329126
263.0,263.0,0.03692136
264.0,264.0,0.7177002
265.0,265.0,0.023832662
266.0,266.0,0.039495226
267.0,267.0,0.60794425
268.0,268.0,0.20503868
269.0,269.0,0.06927554
270.0,270.0,0.36128917
271.0,271.0,0.25084448
272.0,272.0,0.4928936
273.0,273.0,0.5553372
274.0,274.0,0.3677481
275.0,275.0,0.47625235
276.0,276.0,0.13821332
277.0,277.0,0.14564526
278.0,278.0,0.5453912
279.0,279.0,0.1069165
280.0,280.0,0.027735332
281.0,281.0,0.32875302
282.0,282.0,0.24905723
283.0,283.0,0.5409498
284.0,284.0,0.113811255
285.0,285.0,0.45300794
286.0,286.0,0.024784833
287.0,287.0,0.656635
288.0,288.0,0.5135574
289.0,289.0,0.0026431323
290.0,290.0,0.05292288
291.0,291.0,0.40379018
292.0,292.0,0.19330342
293.0,293.0,0.53197604
294.0,294.0,0.09886247
295.0,295.0,0.075383574
296.0,296.0,0.0046912343
297.0,297.0,0.541254
298.0,298.0,0.3595407
299.0,299.0,0.07440353
300.0,300.0,0.12759137
301.0,301.0,0.066778675
302.0,302.0,0.033859856
303.0,303.0,0.02283167
304.0,304.0,0.028803242
305.0,305.0,0.27231863
306.0,306.0,0.3985564
307.0,307.0,0.36450413
308.0,308.0,0.091776304
309.0,309.0,0.0018374193
310.0,310.0,0.0029094627
311.0,311.0,0.2872438
312.0,312.0,0.29764342
313.0,313.0,0.3787093
314.0,314.0,0.03640063
315.0,315.0,0.65251875
316.0,316.0,0.45678708
317.0,317.0,0.074561834
318.0,318.0,0.1906273
319.0,319.0,0.020365205
320.0,320.0,0.31426665
321.0,321.0,0.32680142
322.0,322.0,0.39696157
323.0,323.0,0.37200215
324.0,324.0,0.4593449
325.0,325.0,0.37266332
326.0,326.0,0.011510739
327.0,327.0,0.3402173
328.0,328.0,0.37812138
329.0,329.0,0.0073786927
330.0,330.0,0.30920836
331.0,331.0,0.3865411
332.0,332.0,0.12099857
333.0,333.0,0.20079282
334.0,334.0,0.3451357
335.0,335.0,0.040418766
336.0,336.0,0.6215174
337.0,337.0,0.6961994
338.0,338.0,0.21574685
339.0,339.0,0.14886276
340.0,340.0,0.15571299
341.0,341.0,0.11681717
342.0,342.0,0.682295
343.0,343.0,0.15862292
344.0,344.0,0.063124694
345.0,345.0,0.36386448
346.0,346.0,0.07924823
347.0,347.0,0.7456529
348.0,348.0,0.5208926
349.0,349.0,0.030989403
350.0,350.0,0.54505605
351.0,351.0,0.04729936
352.0,352.0,0.27003008
353.0,353.0,0.4592649
354.0,354.0,0.14014234
355.0,355.0,0.0051997663
356.0,356.0,0.63137764
357.0,357.0,0.40164012
358.0,358.0,0.34772545
359.0,359.0,0.2693324
360.0,360.0,0.06912988
361.0,361.0,0.06853771
362.0,362.0,0.18257582
363.0,363.0,0.06388022
364.0,364.0,0.35744545
365.0,365.0,0.3517975
366.0,366.0,0.6999253
367.0,367.0,0.18593498
368.0,368.0,0.669084
369.0,369.0,0.036292013
370.0,370.0,0.54904157
371.0,371.0,0.22739637
372.0,372.0,0.073542506
373.0,373.0,0.04663563
374.0,374.0,0.36713147
375.0,375.0,0.029977975
376.0,376.0,0.10104938
377.0,377.0,0.020763442
378.0,378.0,0.3641551
379.0,379.0,0.019561077
380.0,380.0,0.08650478
381.0,381.0,0.2806405
382.0,382.0,0.2685785
383.0,383.0,0.024034351
384.0,384.0,0.017090267
385.0,385.0,0.28070652
386.0,386.0,0.39325166
387.0,387.0,0.3723522
388.0,388.0,0.09255898
389.0,389.0,0.25693053
390.0,390.0,0.0028570183
391.0,391.0,0.13951452
392.0,392.0,0.40178937
393.0,393.0,0.50862193
394.0,394.0,0.0790178
395.0,395.0,0.009736182
396.0,396.0,0.055841405
397.0,397.0,0.74768776
398.0,398.0,0.18127243
399.0,399.0,0.17185344
400.0,400.0,0.024769012
401.0,401.0,0.059596915
402.0,402.0,0.11638315
403.0,403.0,0.03937174
404.0,404.0,0.16019979
405.0,405.0,0.47293752
406.0,406.0,0.3076098
407.0,407.0,0.58135116
408.0,408.0,0.06794891
409.0,409.0,0.07615795
410.0,410.0,0.18946575
411.0,411.0,0.63626707
412.0,412.0,0.26101717
413.0,413.0,0.40520382
414.0,414.0,0.19852856
415.0,415.0,0.03487286
416.0,416.0,0.41850877
417.0,417.0,0.7386712
418.0,418.0,0.3886333
419.0,419.0,0.05635116
420.0,420.0,0.15400806
421.0,421.0,0.41762277
422.0,422.0,0.05510058
423.0,423.0,0.05151434
424.0,424.0,0.5260797
425.0,425.0,0.13263875
426.0,426.0,0.3446168
427.0,427.0,0.22989818
428.0,428.0,0.37407386
429.0,429.0,0.062368892
430.0,430.0,0.5874162
431.0,431.0,0.60560566
432.0,432.0,0.14664403
433.0,433.0,0.55895525
434.0,434.0,0.31292802
435.0,435.0,0.28429067
436.0,436.0,0.08176017
437.0,437.0,0.52895343
438.0,438.0,0.40974241
439.0,439.0,0.100330226
440.0,440.0,0.07382422
441.0,441.0,0.14809236
442.0,442.0,0.37286952
443.0,443.0,0.50525683
444.0,444.0,0.04176069
445.0,445.0,0.0023986888
446.0,446.0,0.027921064
447.0,447.0,0.055530727
448.0,448.0,0.18699576
449.0,449.0,0.3865102
450.0,450.0,0.08661659
451.0,451.0,0.04274854
452.0,452.0,0.19553296
453.0,453.0,0.3533351
454.0,454.0,0.613582
455.0,455.0,0.0035292138
456.0,456.0,0.07401593
457.0,457.0,0.040515788
458.0,458.0,0.76190627
459.0,459.0,0.46707523
460.0,460.0,0.04639775
461.0,461.0,0.11376661
462.0,462.0,0.4712212
463.0,463.0,0.053785253
464.0,464.0,0.0574528
465.0,465.0,0.68764156
466.0,466.0,0.51475215
467.0,467.0,0.47198683
468.0,468.0,0.022175817
469.0,469.0,0.6444806
470.0,470.0,0.24395888
471.0,471.0,0.07058131
472.0,472.0,0.37012887
473.0,473.0,0.076563895
474.0,474.0,0.43924594
475.0,475.0,0.23228356
476.0,476.0,0.5450919
477.0,477.0,0.57809013
478.0,478.0,0.008118847
479.0,479.0,0.06822593
480.0,480.0,0.57814616
481.0,481.0,0.492339
482.0,482.0,0.73790395
483.0,483.0,0.36053264
484.0,484.0,0.32485336
485.0,485.0,0.3437815
486.0,486.0,0.06384488
487.0,487.0,0.036698207
488.0,488.0,0.21941781
489.0,489.0,0.37192348
490.0,490.0,0.6731172
491.0,491.0,0.022169102
492.0,492.0,0.11251586
493.0,493.0,0.10122752
494.0,494.0,0.5333144
495.0,495.0,0.54277325
496.0,496.0,0.010213074
497.0,497.0,0.0043547857
498.0,498.0,0.009088228
499.0,499.0,0.5103675
500.0,500.0,0.28881386
501.0,501.0,0.55766284
502.0,502.0,0.36426947
503.0,503.0,0.30036476
504.0,504.0,0.48653534
505.0,505.0,0.25839838
506.0,506.0,0.0885691
507.0,507.0,0.35718185
508.0,508.0,0.58567595
509.0,509.0,0.11984943
510.0,510.0,0.029243264
511.0,511.0,0.03684707
512.0,512.0,0.03641594
513.0,513.0,0.04595734
514.0,514.0,0.0466773
515.0,515.0,0.059700377
516.0,516.0,0.13415252
517.0,517.0,0.01821638
518.0,518.0,0.20988032
519.0,519.0,0.017619276
520.0,520.0,0.4293438
521.0,521.0,0.108868
522.0,522.0,0.04561805
523.0,523.0,0.4515553
524.0,524.0,0.47709447
525.0,525.0,0.017267892
526.0,526.0,0.50745636
527.0,527.0,0.064291455
528.0,528.0,0.41558394
529.0,529.0,0.1843154
530.0,530.0,0.033712856
531.0,531.0,0.6165083
532.0,532.0,0.05362276
533.0,533.0,0.12844247
534.0,534.0,0.07952749
535.0,535.0,0.2861672
536.0,536.0,0.47930607
537.0,537.0,0.54256004
538.0,538.0,0.48347494
539.0,539.0,0.51551384
540.0,540.0,0.37030777
541.0,541.0,0.60336065
542.0,542.0,0.3760895
543.0,543.0,0.10102095
544.0,544.0,0.022784622
545.0,545.0,0.074523374
546.0,546.0,0.05240063
547.0,547.0,0.2729333
548.0,548.0,0.72459173
549.0,549.0,0.27130318
550.0,550.0,0.09053786
551.0,551.0,0.06814539
552.0,552.0,0.6865301
553.0,553.0,0.026073612
554.0,554.0,0.14661229
555.0,555.0,0.57785636
556.0,556.0,0.13645045
557.0,557.0,0.19238044
558.0,558.0,0.067440875
559.0,559.0,0.15049648
560.0,560.0,0.07459223
561.0,561.0,0.084680066
562.0,562.0,0.041095685
563.0,563.0,0.04950488
564.0,564.0,0.024108574
