x,y,species median
1.0,1.0,0.009129424
2.0,2.0,0.0023902745
3.0,3.0,0.4650183
4.0,4.0,0.16993003
5.0,5.0,0.06764196
6.0,6.0,1.978722E-5
7.0,7.0,0.27708253
8.0,8.0,0.33294764
9.0,9.0,0.0012638612
10.0,10.0,0.0059153023
11.0,11.0,0.20525153
12.0,12.0,0.014216049
13.0,13.0,0.33395752
14.0,14.0,3.7405766E-6
15.0,15.0,1.2349153E-5
16.0,16.0,0.0018210037
17.0,17.0,5.645111E-4
18.0,18.0,2.7446862E-5
19.0,19.0,0.0013575354
20.0,20.0,0.0054861563
21.0,21.0,9.422988E-4
22.0,22.0,0.2983029
23.0,23.0,6.304217E-6
24.0,24.0,0.039149687
25.0,25.0,0.010814297
26.0,26.0,0.2473258
27.0,27.0,2.0387389E-4
28.0,28.0,3.3496606E-5
29.0,29.0,1.3660339E-5
30.0,30.0,0.009992736
31.0,31.0,0.0335923
32.0,32.0,1.2433711E-4
33.0,33.0,1.4974013E-5
34.0,34.0,1.06166495E-4
35.0,35.0,0.008975388
36.0,36.0,0.006380527
37.0,37.0,0.0022114792
38.0,38.0,0.02954729
39.0,39.0,4.5030014E-5
40.0,40.0,1.2123189E-5
41.0,41.0,0.068207465
42.0,42.0,0.2787469
43.0,43.0,0.12118537
44.0,44.0,0.054891583
45.0,45.0,0.088612564
46.0,46.0,0.006370721
47.0,47.0,6.394387E-5
48.0,48.0,0.0806737
49.0,49.0,7.617352E-5
50.0,50.0,0.026491616
51.0,51.0,5.593756E-6
52.0,52.0,0.0013467538
53.0,53.0,0.0013303293
54.0,54.0,8.924296E-5
55.0,55.0,0.063646026
56.0,56.0,0.1941059
57.0,57.0,0.0018248288
58.0,58.0,9.142898E-5
59.0,59.0,0.17612486
60.0,60.0,0.0028683515
61.0,61.0,3.6735035E-4
62.0,62.0,0.008642382
63.0,63.0,3.861702E-4
64.0,64.0,0.058438823
65.0,65.0,0.4414939
66.0,66.0,7.717622E-5
67.0,67.0,0.2276548
68.0,68.0,0.017608691
69.0,69.0,2.2462944E-5
70.0,70.0,2.9744246E-4
71.0,71.0,1.1674196E-5
72.0,72.0,0.80173653
73.0,73.0,5.797313E-4
74.0,74.0,5.8698365E-6
75.0,75.0,1.1430373E-4
76.0,76.0,0.49767426
77.0,77.0,0.006070075
78.0,78.0,0.059570987
79.0,79.0,2.2357564E-5
80.0,80.0,3.8185623E-4
81.0,81.0,0.8284367
82.0,82.0,0.044167314
83.0,83.0,0.004793643
84.0,84.0,0.0666318
85.0,85.0,0.0038809413
86.0,86.0,0.004959129
87.0,87.0,8.1371923E-4
88.0,88.0,8.104211E-5
89.0,89.0,0.006662791
90.0,90.0,4.9810214E-6
91.0,91.0,0.12471743
92.0,92.0,0.22054844
93.0,93.0,2.9090742E-4
94.0,94.0,1.1364236E-4
95.0,95.0,9.45135E-4
96.0,96.0,0.0012426534
97.0,97.0,5.350711E-4
98.0,98.0,0.08723152
99.0,99.0,1.9112199E-4
100.0,100.0,0.0068428474
101.0,101.0,3.367256E-5
102.0,102.0,0.0024209416
103.0,103.0,1.5628201E-4
104.0,104.0,7.103865E-4
105.0,105.0,0.005628388
106.0,106.0,0.13665639
107.0,107.0,6.158831E-6
108.0,108.0,0.00546189
109.0,109.0,0.006511384
110.0,110.0,0.006385215
111.0,111.0,1.0483022E-4
112.0,112.0,1.3675365E-4
113.0,113.0,6.81813E-4
114.0,114.0,0.25470367
115.0,115.0,0.010364245
116.0,116.0,0.016461942
117.0,117.0,2.7605029E-5
118.0,118.0,6.883909E-4
119.0,119.0,0.0024345005
120.0,120.0,3.9360955E-5
121.0,121.0,3.1878797E-5
122.0,122.0,0.0021884304
123.0,123.0,0.36735904
124.0,124.0,6.9356916E-5
125.0,125.0,0.002630977
126.0,126.0,1.6898556E-6
127.0,127.0,0.0163754
128.0,128.0,4.709236E-4
129.0,129.0,5.5183E-5
130.0,130.0,1.3491625E-4
131.0,131.0,0.028404992
132.0,132.0,2.9740664E-5
133.0,133.0,1.9814826E-4
134.0,134.0,0.038466338
135.0,135.0,0.014289123
136.0,136.0,5.094836E-4
137.0,137.0,1.5680873E-5
138.0,138.0,2.5853323E-4
139.0,139.0,0.06954795
140.0,140.0,9.74449E-4
141.0,141.0,0.42528394
142.0,142.0,0.23078611
143.0,143.0,4.4481483E-5
144.0,144.0,0.32307324
145.0,145.0,0.0024396668
146.0,146.0,5.1109603E-4
147.0,147.0,7.2306633E-4
148.0,148.0,5.82139E-6
149.0,149.0,1.2066471E-5
150.0,150.0,0.039166477
151.0,151.0,0.06602532
152.0,152.0,7.670962E-5
153.0,153.0,0.011582178
154.0,154.0,1.5180411E-5
155.0,155.0,2.3077252E-4
156.0,156.0,1.3016748E-4
157.0,157.0,0.15814011
158.0,158.0,0.0012995272
159.0,159.0,6.276464E-6
160.0,160.0,0.19190015
161.0,161.0,0.17494324
162.0,162.0,0.005822664
163.0,163.0,2.0497404E-4
164.0,164.0,0.03636623
165.0,165.0,1.5319012E-4
166.0,166.0,2.661801E-4
167.0,167.0,0.16173035
168.0,168.0,0.0034095272
169.0,169.0,0.02380212
170.0,170.0,8.757637E-6
171.0,171.0,4.0117207E-5
172.0,172.0,0.062363155
173.0,173.0,6.8241125E-6
174.0,174.0,0.095698506
175.0,175.0,0.46826875
176.0,176.0,0.0071998383
177.0,177.0,0.050492484
178.0,178.0,0.030549949
179.0,179.0,4.945756E-4
180.0,180.0,1.2741286E-4
181.0,181.0,0.094145246
182.0,182.0,5.492115E-6
183.0,183.0,0.0040291855
184.0,184.0,0.06427866
185.0,185.0,1.6714901E-5
186.0,186.0,0.119893745
187.0,187.0,3.181448E-5
188.0,188.0,2.3207816E-4
189.0,189.0,0.040617883
190.0,190.0,4.5060668E-5
191.0,191.0,0.03215887
192.0,192.0,1.096894E-5
193.0,193.0,0.071344644
194.0,194.0,4.6537336E-4
195.0,195.0,2.3676996E-5
196.0,196.0,0.22720645
197.0,197.0,5.3233857E-4
198.0,198.0,0.2192645
199.0,199.0,0.13482605
200.0,200.0,0.0053852713
201.0,201.0,0.16517131
