Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,Forest_Productivity contribution,Forest_Type contribution,bio10_16 contribution,bio12_16 contribution,bio15_16 contribution,moose2015 contribution,red_deer2015 contribution,roe_deer2015 contribution,Forest_Productivity permutation importance,Forest_Type permutation importance,bio10_16 permutation importance,bio12_16 permutation importance,bio15_16 permutation importance,moose2015 permutation importance,red_deer2015 permutation importance,roe_deer2015 permutation importance,Training gain without Forest_Productivity,Training gain without Forest_Type,Training gain without bio10_16,Training gain without bio12_16,Training gain without bio15_16,Training gain without moose2015,Training gain without red_deer2015,Training gain without roe_deer2015,Training gain with only Forest_Productivity,Training gain with only Forest_Type,Training gain with only bio10_16,Training gain with only bio12_16,Training gain with only bio15_16,Training gain with only moose2015,Training gain with only red_deer2015,Training gain with only roe_deer2015,Test gain without Forest_Productivity,Test gain without Forest_Type,Test gain without bio10_16,Test gain without bio12_16,Test gain without bio15_16,Test gain without moose2015,Test gain without red_deer2015,Test gain without roe_deer2015,Test gain with only Forest_Productivity,Test gain with only Forest_Type,Test gain with only bio10_16,Test gain with only bio12_16,Test gain with only bio15_16,Test gain with only moose2015,Test gain with only red_deer2015,Test gain with only roe_deer2015,AUC without Forest_Productivity,AUC without Forest_Type,AUC without bio10_16,AUC without bio12_16,AUC without bio15_16,AUC without moose2015,AUC without red_deer2015,AUC without roe_deer2015,AUC with only Forest_Productivity,AUC with only Forest_Type,AUC with only bio10_16,AUC with only bio12_16,AUC with only bio15_16,AUC with only moose2015,AUC with only red_deer2015,AUC with only roe_deer2015,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity logistic threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity logistic threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,81,0.9708,1.2178,480,0.8920,21,1.2849,0.9016,0.0234,4166,14.1207,0.0435,29.8224,39.2830,2.8210,1.8027,5.6780,6.4288,8.5576,0.0081,22.0501,45.7033,2.6674,2.9247,13.6419,4.4469,0.8926,0.9707,0.8578,0.8641,0.9628,0.9555,0.9438,0.9439,0.2757,0.1166,0.4494,0.4320,0.0565,0.2402,0.1599,0.2743,1.1417,1.2871,1.3333,1.2219,1.2470,1.2677,1.2015,1.2037,0.4351,0.1814,0.4065,0.5909,0.1516,0.4136,0.2478,0.3672,0.8811,0.9019,0.9153,0.8947,0.8983,0.8994,0.8917,0.8896,0.7479,0.5969,0.7355,0.7810,0.6615,0.7549,0.6568,0.7379,7.3637,0.1851,1.0000,0.0416,0.6075,0.0000,0.0000,2.851E-5,5.0000,0.1244,0.4263,0.0000,0.0000,1.676E-8,10.0000,0.2270,0.3346,0.0370,0.0476,4.43E-9,6.6624,0.1599,0.3879,0.0000,0.0476,7.878E-8,16.2894,0.3027,0.2696,0.0988,0.0476,6.406E-11,27.6641,0.4034,0.1908,0.1852,0.1905,1.597E-9,11.5827,0.2541,0.3159,0.0370,0.0476,1.437E-9,27.7070,0.4035,0.1906,0.1975,0.1905,1.565E-9,17.7728,0.3175,0.2573,0.1358,0.0476,2.568E-11,5.3077,0.1314,0.4184,0.0000,0.0000,1.13E-8,7.1637,0.1697,0.3785,0.0123,0.0476,4.901E-8
species_1,81,1.0324,1.2700,420,0.8962,21,1.0995,0.8770,0.0235,4165,22.9840,0.0000,19.3271,35.5074,3.1140,1.9819,8.8592,8.2263,14.3872,0.0000,11.2039,45.9908,3.6848,3.2654,15.3760,6.0920,0.9143,1.0325,0.9907,0.9432,1.0214,1.0210,0.9888,0.9951,0.3847,0.1493,0.4176,0.4497,0.0639,0.2674,0.1847,0.2991,1.0811,1.0959,0.9704,1.0318,1.0618,1.0582,1.0480,1.0530,0.3107,0.0753,0.5394,0.4157,0.1311,0.3551,0.1926,0.2710,0.8809,0.8767,0.8536,0.8635,0.8700,0.8743,0.8681,0.8722,0.7006,0.5729,0.7907,0.7210,0.6024,0.7342,0.6068,0.6941,7.3021,0.1736,1.0000,0.0359,0.5911,0.0000,0.0000,1.604E-5,5.0000,0.1243,0.3993,0.0000,0.0476,1.38E-7,10.0000,0.2142,0.3107,0.0247,0.0476,1.038E-9,5.7482,0.1390,0.3815,0.0000,0.0476,5.706E-8,14.7048,0.2865,0.2591,0.0988,0.1429,1.58E-8,24.1610,0.3984,0.1945,0.1975,0.1905,2.166E-9,10.1729,0.2176,0.3083,0.0247,0.0476,8.918E-10,24.3410,0.4013,0.1933,0.1975,0.1905,1.961E-9,10.8445,0.2252,0.2999,0.0617,0.0476,5.189E-10,5.0029,0.1243,0.3993,0.0000,0.0476,1.38E-7,7.0417,0.1658,0.3561,0.0123,0.0476,1.489E-8
species_2,82,1.0055,1.2679,460,0.8974,20,1.1656,0.8748,0.0241,4166,16.0273,0.1293,28.0814,37.9042,4.0112,3.9941,5.6911,4.1613,12.1803,0.0000,29.9032,31.9299,6.0388,1.7030,13.3368,4.9080,0.9228,1.0040,0.9151,0.9207,0.9951,0.9812,0.9784,0.9838,0.3328,0.1174,0.4543,0.4421,0.0670,0.2959,0.1656,0.2594,0.9986,1.1745,1.2415,1.0673,1.1300,1.1750,1.0860,1.0719,0.4873,0.1818,0.3969,0.5615,0.1290,0.1960,0.2267,0.4063,0.8507,0.8755,0.8883,0.8622,0.8708,0.8836,0.8601,0.8697,0.7911,0.5969,0.7290,0.7526,0.6205,0.6643,0.6290,0.7371,7.3299,0.1791,1.0000,0.0347,0.5903,0.0000,0.0000,2.635E-5,5.0000,0.1370,0.4059,0.0000,0.0000,1.474E-8,10.0000,0.2266,0.3217,0.0488,0.0500,6.067E-9,7.3422,0.1786,0.3601,0.0000,0.0000,1.341E-9,20.5244,0.3574,0.2283,0.0976,0.2000,1.003E-7,27.0306,0.4085,0.1899,0.1951,0.3500,8.355E-6,18.9656,0.3430,0.2386,0.0854,0.1500,1.396E-8,22.3483,0.3713,0.2165,0.1463,0.2000,4.548E-8,9.1648,0.2126,0.3325,0.0366,0.0000,2.72E-10,4.7068,0.1276,0.4131,0.0000,0.0000,2.095E-8,6.9920,0.1734,0.3661,0.0000,0.0000,1.866E-9
species_3,82,1.0384,1.3010,500,0.9009,20,1.0516,0.8632,0.0304,4168,22.0781,0.0510,15.5169,37.9276,3.8704,2.8133,8.0788,9.6639,13.5778,0.0000,10.2368,30.5545,12.4632,1.0305,15.1829,16.9542,0.9349,1.0374,0.9980,0.9565,1.0128,1.0241,0.9936,0.9899,0.3672,0.1173,0.4008,0.4507,0.0909,0.2929,0.1837,0.2999,0.9895,1.0541,0.9092,0.9510,1.0768,1.0145,0.9874,1.0799,0.3652,0.1817,0.6282,0.4334,-0.0093,0.2539,0.1989,0.2600,0.8520,0.8637,0.8442,0.8518,0.8726,0.8598,0.8513,0.8756,0.7051,0.5968,0.8156,0.7158,0.5433,0.7045,0.6206,0.7333,7.2955,0.1729,1.0000,0.0371,0.5936,0.0000,0.0000,2.947E-5,5.0000,0.1217,0.4107,0.0000,0.0500,5.548E-7,10.0000,0.2082,0.3205,0.0244,0.0500,5.689E-9,5.2783,0.1278,0.4038,0.0000,0.0500,4.054E-7,16.1271,0.2837,0.2531,0.0976,0.1000,1.998E-9,25.3184,0.3939,0.1886,0.1829,0.4000,5.561E-5,12.8811,0.2434,0.2853,0.0366,0.1000,1.584E-8,21.7922,0.3517,0.2099,0.1341,0.2000,2.862E-8,12.3242,0.2347,0.2917,0.0366,0.0500,9.89E-10,5.2783,0.1278,0.4038,0.0000,0.0500,4.054E-7,7.8447,0.1711,0.3534,0.0122,0.0500,3.472E-8
species_4,82,1.0735,1.3745,380,0.9091,20,1.0183,0.8662,0.0276,4167,18.4368,0.0000,28.4944,31.8858,5.3672,2.5349,8.6790,4.6018,14.7113,0.0000,18.0395,30.8686,14.6657,1.2395,11.8931,8.5824,0.9606,1.0736,1.0078,0.9883,1.0166,1.0586,1.0207,1.0388,0.3676,0.1498,0.4710,0.4382,0.0914,0.2471,0.1808,0.2932,0.9754,1.0171,0.9850,0.9278,1.1112,0.9797,1.0040,0.9910,0.3657,0.0688,0.3514,0.5513,0.0094,0.3981,0.2111,0.2750,0.8620,0.8659,0.8617,0.8539,0.8758,0.8604,0.8635,0.8608,0.7053,0.5717,0.7410,0.7548,0.5912,0.7554,0.6187,0.6700,7.2622,0.1673,1.0000,0.0331,0.5808,0.0000,0.0000,1.905E-5,5.0000,0.1287,0.3964,0.0000,0.0500,2.893E-7,10.0000,0.2082,0.3115,0.0244,0.1000,7.2E-8,5.0028,0.1287,0.3962,0.0000,0.0500,2.861E-7,18.8115,0.3212,0.2256,0.0976,0.2000,8.399E-8,24.9686,0.3754,0.1857,0.1829,0.2000,4.514E-9,15.1041,0.2729,0.2556,0.0244,0.1500,4.22E-8,22.6515,0.3530,0.1999,0.1585,0.2000,1.37E-8,26.7674,0.3932,0.1759,0.2073,0.2000,1.976E-9,4.5329,0.1201,0.4077,0.0000,0.0500,4.845E-7,7.8608,0.1778,0.3420,0.0244,0.0500,1.889E-8
species (average),81.6000,1.0241,1.2862,448.0000,0.8991,20.4000,1.1240,0.8766,0.0258,4166.4000,18.7294,0.0448,24.2484,36.5016,3.8368,2.6254,7.3972,6.6164,12.6828,0.0016,18.2867,37.0094,7.9040,2.0326,13.8861,8.1967,0.9250,1.0236,0.9539,0.9346,1.0017,1.0081,0.9851,0.9903,0.3456,0.1301,0.4386,0.4425,0.0739,0.2687,0.1749,0.2852,1.0373,1.1257,1.0879,1.0400,1.1254,1.0990,1.0654,1.0799,0.3928,0.1378,0.4645,0.5106,0.0824,0.3233,0.2154,0.3159,0.8653,0.8767,0.8726,0.8652,0.8775,0.8755,0.8669,0.8736,0.7300,0.5870,0.7624,0.7450,0.6038,0.7227,0.6264,0.7145,7.3107,0.1756,1.0000,0.0365,0.5927,0.0000,0.0000,0.0000,5.0000,0.1272,0.4077,0.0000,0.0295,0.0000,10.0000,0.2168,0.3198,0.0319,0.0590,0.0000,6.0068,0.1468,0.3859,0.0000,0.0390,0.0000,17.2914,0.3103,0.2471,0.0981,0.1381,0.0000,25.8285,0.3959,0.1899,0.1887,0.2662,0.0000,13.7413,0.2662,0.2807,0.0416,0.0990,0.0000,23.7680,0.3762,0.2020,0.1668,0.1962,0.0000,15.3747,0.2766,0.2715,0.0956,0.0690,0.0000,4.9657,0.1262,0.4085,0.0000,0.0295,0.0000,7.3806,0.1716,0.3592,0.0122,0.0390,0.0000
