Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,Forest_Productivity contribution,Forest_Type contribution,bio10_16 contribution,bio12_16 contribution,bio15_16 contribution,moose2015 contribution,red_deer2015 contribution,roe_deer2015 contribution,Forest_Productivity permutation importance,Forest_Type permutation importance,bio10_16 permutation importance,bio12_16 permutation importance,bio15_16 permutation importance,moose2015 permutation importance,red_deer2015 permutation importance,roe_deer2015 permutation importance,Training gain without Forest_Productivity,Training gain without Forest_Type,Training gain without bio10_16,Training gain without bio12_16,Training gain without bio15_16,Training gain without moose2015,Training gain without red_deer2015,Training gain without roe_deer2015,Training gain with only Forest_Productivity,Training gain with only Forest_Type,Training gain with only bio10_16,Training gain with only bio12_16,Training gain with only bio15_16,Training gain with only moose2015,Training gain with only red_deer2015,Training gain with only roe_deer2015,Test gain without Forest_Productivity,Test gain without Forest_Type,Test gain without bio10_16,Test gain without bio12_16,Test gain without bio15_16,Test gain without moose2015,Test gain without red_deer2015,Test gain without roe_deer2015,Test gain with only Forest_Productivity,Test gain with only Forest_Type,Test gain with only bio10_16,Test gain with only bio12_16,Test gain with only bio15_16,Test gain with only moose2015,Test gain with only red_deer2015,Test gain with only roe_deer2015,AUC without Forest_Productivity,AUC without Forest_Type,AUC without bio10_16,AUC without bio12_16,AUC without bio15_16,AUC without moose2015,AUC without red_deer2015,AUC without roe_deer2015,AUC with only Forest_Productivity,AUC with only Forest_Type,AUC with only bio10_16,AUC with only bio12_16,AUC with only bio15_16,AUC with only moose2015,AUC with only red_deer2015,AUC with only roe_deer2015,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity logistic threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity logistic threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,115,1.3671,1.6921,500,0.9244,29,1.5116,0.9142,0.0199,4198,0.1905,2.1004,12.8993,6.2709,44.1316,5.7622,10.9621,17.6828,0.0000,1.1883,14.1057,12.4532,15.2596,26.2922,9.9713,20.7297,1.3670,1.3482,1.1515,1.2682,1.2806,1.2662,1.3032,1.3254,0.0121,0.0435,0.3213,0.3571,0.7490,0.1850,0.3077,0.4221,1.5089,1.4241,1.3803,1.5523,1.3566,1.5032,1.5179,1.4273,0.0499,0.1195,0.1047,0.4690,1.0752,0.4466,0.4534,0.5408,0.9135,0.9096,0.9048,0.9239,0.8941,0.9131,0.9142,0.9080,0.6261,0.6128,0.6465,0.7601,0.8818,0.7141,0.7712,0.7261,6.9781,0.1243,1.0000,0.0217,0.6131,0.0087,0.0000,9.451E-6,5.0000,0.0763,0.3795,0.0348,0.0690,4.647E-10,10.0000,0.1426,0.2737,0.0783,0.0690,1.016E-15,0.5306,0.0144,0.6794,0.0000,0.0000,1.08E-4,12.9687,0.1796,0.2339,0.0957,0.0690,3.72E-19,21.4545,0.2810,0.1598,0.1565,0.1724,4.962E-23,29.2020,0.3625,0.1184,0.1739,0.2414,6.891E-27,20.7731,0.2734,0.1646,0.1478,0.1724,3.044E-22,18.4347,0.2441,0.1815,0.1391,0.1034,8.429E-24,4.4180,0.0695,0.3983,0.0174,0.0690,2.308E-9,11.2770,0.1580,0.2554,0.0870,0.0690,3.583E-17
species_1,115,1.4622,1.7649,500,0.9328,29,1.2306,0.8782,0.0317,4199,0.1299,2.6292,14.3881,4.3190,46.5055,6.4308,9.1443,16.4532,0.0000,1.2355,16.1904,5.4503,19.8853,27.3515,10.3343,19.5527,1.4615,1.4315,1.2113,1.4017,1.3589,1.3516,1.4094,1.4045,0.0276,0.0604,0.3069,0.3692,0.8323,0.2705,0.3173,0.4047,1.2295,1.2252,1.2699,1.0316,1.1335,1.2157,1.1774,1.3016,0.0011,0.0581,0.2413,0.4457,0.7786,0.2358,0.5189,0.5916,0.8785,0.8779,0.8896,0.8660,0.8629,0.8749,0.8723,0.8843,0.5351,0.5735,0.6845,0.7381,0.8279,0.7048,0.7758,0.7879,6.8803,0.1119,1.0000,0.0165,0.5759,0.0087,0.0345,1.088E-5,5.0000,0.0817,0.3256,0.0348,0.1724,3.973E-9,10.0000,0.1506,0.2384,0.0783,0.1724,4.795E-14,0.5874,0.0124,0.6413,0.0000,0.0345,1.364E-4,15.8796,0.2216,0.1777,0.0957,0.2069,2.144E-18,22.9749,0.2974,0.1305,0.1304,0.3103,1.969E-19,25.8519,0.3337,0.1157,0.1304,0.3448,5.414E-20,15.1744,0.2135,0.1836,0.0957,0.1724,1.668E-19,20.9132,0.2736,0.1424,0.1217,0.2069,5.82E-24,4.4386,0.0664,0.3422,0.0261,0.1034,1.57E-10,10.5596,0.1577,0.2315,0.0783,0.1724,1.361E-14
species_2,115,1.4263,1.7236,500,0.9303,29,1.2385,0.8879,0.0311,4199,0.1325,2.6191,11.0956,3.7342,44.2907,5.7939,13.0963,19.2377,0.0129,0.9511,13.9106,7.9459,19.8051,25.6640,15.9762,15.7342,1.4262,1.4066,1.2226,1.3501,1.3299,1.3478,1.3558,1.3762,0.0251,0.0672,0.3132,0.3773,0.8342,0.2476,0.3657,0.4406,1.2457,1.2205,1.0547,1.1129,1.1096,1.0929,1.3175,1.2536,0.0100,0.0289,0.1795,0.3755,0.7244,0.2022,0.2031,0.4161,0.8888,0.8849,0.8700,0.8836,0.8699,0.8798,0.8937,0.8884,0.5483,0.5557,0.6713,0.7359,0.8135,0.6734,0.7219,0.7477,6.9225,0.1173,1.0000,0.0202,0.5656,0.0087,0.0345,6.974E-6,5.0000,0.0860,0.3472,0.0174,0.0345,1.339E-12,10.0000,0.1463,0.2527,0.0783,0.1034,7.363E-16,0.9646,0.0197,0.5697,0.0000,0.0345,8.33E-6,12.5830,0.1824,0.2212,0.0957,0.1379,4.632E-17,23.2908,0.3011,0.1391,0.1391,0.2414,2.665E-22,26.6809,0.3343,0.1212,0.1478,0.3103,3.332E-21,16.7114,0.2335,0.1827,0.1130,0.1724,1.254E-19,8.9349,0.1318,0.2686,0.0696,0.0690,4.219E-16,5.1225,0.0881,0.3441,0.0174,0.0345,9.37E-13,10.8583,0.1592,0.2415,0.0870,0.1034,8.436E-17
species_3,115,1.4267,1.7501,500,0.9347,29,1.3958,0.8956,0.0354,4199,0.1704,2.6102,11.1499,5.6262,50.3265,6.8489,9.6760,13.5920,0.0000,1.4100,13.9018,8.8949,30.6995,21.8371,11.0719,12.1849,1.4252,1.3948,1.2155,1.3400,1.2647,1.3142,1.3644,1.3830,0.0197,0.0544,0.2780,0.3807,0.8298,0.2261,0.3210,0.3890,1.3927,1.3875,1.1176,1.3177,1.5452,1.3266,1.3422,1.3681,0.0338,0.0787,0.3420,0.3590,0.7579,0.3829,0.4617,0.5958,0.8949,0.8912,0.8773,0.8898,0.9097,0.8949,0.8814,0.8925,0.5724,0.5679,0.7337,0.7487,0.8282,0.7633,0.7494,0.7498,6.9266,0.1178,1.0000,0.0170,0.5709,0.0087,0.0345,8.773E-6,5.0000,0.0820,0.3325,0.0174,0.1034,5.658E-11,10.0000,0.1629,0.2403,0.0696,0.1379,2.312E-15,0.6883,0.0136,0.6194,0.0000,0.0345,6.188E-5,20.6550,0.2995,0.1531,0.0957,0.1379,1.467E-26,24.5345,0.3350,0.1331,0.1304,0.1379,3.47E-31,20.6550,0.2995,0.1531,0.0957,0.1379,1.467E-26,23.5637,0.3271,0.1379,0.1217,0.1379,5.795E-30,43.2961,0.4858,0.0681,0.2957,0.1724,1.454E-59,5.4237,0.0889,0.3215,0.0174,0.1034,1.675E-11,9.8168,0.1599,0.2427,0.0696,0.1379,3.611E-15
species_4,116,1.4033,1.7354,500,0.9324,28,1.3825,0.8980,0.0294,4201,0.1685,3.1386,12.7081,6.0570,41.7530,8.1169,9.9514,18.1065,0.0000,2.1928,16.9710,17.0126,15.3018,29.1779,8.6039,10.7400,1.4046,1.3753,1.1794,1.2750,1.3179,1.2885,1.3608,1.3638,0.0298,0.0669,0.2713,0.3435,0.7680,0.2501,0.3032,0.4134,1.3924,1.3436,1.2244,1.5430,1.2684,1.4336,1.2774,1.2844,-0.0358,0.0266,0.4014,0.5281,0.9482,0.1658,0.4971,0.5752,0.8987,0.8978,0.8878,0.9182,0.8809,0.9054,0.8865,0.8906,0.5363,0.5465,0.7574,0.8026,0.8509,0.6359,0.7725,0.7558,6.9472,0.1201,1.0000,0.0201,0.6222,0.0000,0.0357,9.452E-5,5.0000,0.0703,0.3721,0.0172,0.0357,4.482E-11,10.0000,0.1412,0.2628,0.0431,0.1429,4.492E-13,1.7551,0.0278,0.5451,0.0000,0.0357,4.208E-6,15.7120,0.2117,0.1950,0.0948,0.1429,4.587E-19,22.4045,0.2967,0.1466,0.1466,0.1429,1.099E-26,21.8013,0.2932,0.1502,0.1207,0.1429,5.903E-26,23.0670,0.3046,0.1428,0.1466,0.1429,1.669E-27,27.9756,0.3555,0.1178,0.1724,0.1429,3.486E-34,6.3996,0.0901,0.3318,0.0172,0.1071,1.444E-10,11.0730,0.1528,0.2476,0.0431,0.1429,3.899E-14
species (average),115.2000,1.4171,1.7332,500.0000,0.9309,28.8000,1.3518,0.8948,0.0295,4199.2000,0.1584,2.6195,12.4482,5.2015,45.4015,6.5905,10.5660,17.0144,0.0026,1.3955,15.0159,10.3514,20.1903,26.0645,11.1915,15.7883,1.4169,1.3913,1.1961,1.3270,1.3104,1.3137,1.3587,1.3706,0.0229,0.0585,0.2981,0.3656,0.8027,0.2359,0.3230,0.4140,1.3538,1.3202,1.2094,1.3115,1.2827,1.3144,1.3265,1.3270,0.0118,0.0624,0.2538,0.4355,0.8569,0.2867,0.4268,0.5439,0.8949,0.8923,0.8859,0.8963,0.8835,0.8936,0.8896,0.8928,0.5636,0.5713,0.6987,0.7571,0.8405,0.6983,0.7582,0.7535,6.9309,0.1183,1.0000,0.0191,0.5895,0.0070,0.0278,0.0000,5.0000,0.0793,0.3514,0.0243,0.0830,0.0000,10.0000,0.1487,0.2536,0.0695,0.1251,0.0000,0.9052,0.0176,0.6110,0.0000,0.0278,0.0001,15.5597,0.2190,0.1962,0.0955,0.1389,0.0000,22.9318,0.3022,0.1418,0.1406,0.2010,0.0000,24.8382,0.3246,0.1317,0.1337,0.2355,0.0000,19.8579,0.2704,0.1623,0.1250,0.1596,0.0000,23.9109,0.2982,0.1557,0.1597,0.1389,0.0000,5.1605,0.0806,0.3476,0.0191,0.0835,0.0000,10.7169,0.1575,0.2437,0.0730,0.1251,0.0000
