x,y,species max
1.0,1.0,1.7768038E-4
2.0,2.0,0.015991438
3.0,3.0,4.6432844E-5
4.0,4.0,0.063386224
5.0,5.0,0.028557843
6.0,6.0,0.049639873
7.0,7.0,0.019969767
8.0,8.0,0.0053279265
9.0,9.0,1.2729672E-4
10.0,10.0,0.4562849
11.0,11.0,0.010778122
12.0,12.0,0.14958613
13.0,13.0,0.007426668
14.0,14.0,0.3816737
15.0,15.0,0.22541197
16.0,16.0,0.18553792
17.0,17.0,0.013273949
18.0,18.0,0.44671842
19.0,19.0,7.992298E-4
20.0,20.0,0.05652222
21.0,21.0,0.07488117
22.0,22.0,0.11633327
23.0,23.0,0.6073945
24.0,24.0,1.4576025E-5
25.0,25.0,0.13790445
26.0,26.0,4.7141095E-4
27.0,27.0,0.0026786537
28.0,28.0,0.3080489
29.0,29.0,0.24614054
30.0,30.0,0.04288853
31.0,31.0,0.06878026
32.0,32.0,0.014357525
33.0,33.0,0.5524407
34.0,34.0,0.1042913
35.0,35.0,0.14490208
36.0,36.0,0.038211856
37.0,37.0,0.0042399676
38.0,38.0,0.07576931
39.0,39.0,0.80735886
40.0,40.0,0.005151788
41.0,41.0,0.12807633
42.0,42.0,0.06654786
43.0,43.0,0.079465695
44.0,44.0,0.14161482
45.0,45.0,0.1335931
46.0,46.0,0.06805864
47.0,47.0,0.20749056
48.0,48.0,0.04098204
49.0,49.0,0.48850137
50.0,50.0,0.13180594
51.0,51.0,0.5109224
52.0,52.0,0.0032619175
53.0,53.0,0.501742
54.0,54.0,4.8759632E-4
55.0,55.0,0.19638684
56.0,56.0,0.08342595
57.0,57.0,0.010511434
58.0,58.0,0.012498709
59.0,59.0,0.002724072
60.0,60.0,4.915239E-4
61.0,61.0,0.011177347
62.0,62.0,1.7982502E-4
63.0,63.0,0.0015016245
64.0,64.0,0.33593333
65.0,65.0,0.012748602
66.0,66.0,0.0013069698
67.0,67.0,0.0032826054
68.0,68.0,0.100863494
69.0,69.0,0.537716
70.0,70.0,9.334713E-4
71.0,71.0,0.089592144
72.0,72.0,4.7972222E-4
73.0,73.0,0.55260104
74.0,74.0,0.3791354
75.0,75.0,0.04071459
76.0,76.0,7.593292E-4
77.0,77.0,0.6559054
78.0,78.0,0.02180081
79.0,79.0,0.5198617
80.0,80.0,0.11530166
81.0,81.0,2.6284234E-4
82.0,82.0,0.00874865
83.0,83.0,0.37446135
84.0,84.0,0.0011649852
85.0,85.0,0.0069256173
86.0,86.0,0.04249647
87.0,87.0,0.4157903
88.0,88.0,0.6163782
89.0,89.0,0.11116521
90.0,90.0,0.39590362
91.0,91.0,0.023646854
92.0,92.0,0.0070057786
93.0,93.0,0.50514257
94.0,94.0,2.1223798E-4
95.0,95.0,0.5286905
96.0,96.0,9.607043E-4
97.0,97.0,0.107713535
98.0,98.0,2.4132578E-4
99.0,99.0,0.03536848
100.0,100.0,0.6895773
101.0,101.0,0.5207246
102.0,102.0,0.009795863
103.0,103.0,0.0016436197
104.0,104.0,0.002860234
105.0,105.0,0.20457894
106.0,106.0,0.0022806034
107.0,107.0,0.7669484
108.0,108.0,0.048108194
109.0,109.0,0.03148946
110.0,110.0,0.23335627
111.0,111.0,0.31373322
112.0,112.0,0.05837937
113.0,113.0,0.0028457853
114.0,114.0,0.0015814754
