Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,Forest_Productivity contribution,Forest_Type contribution,bio10_16 contribution,bio12_16 contribution,bio15_16 contribution,moose2015 contribution,red_deer2015 contribution,roe_deer2015 contribution,Forest_Productivity permutation importance,Forest_Type permutation importance,bio10_16 permutation importance,bio12_16 permutation importance,bio15_16 permutation importance,moose2015 permutation importance,red_deer2015 permutation importance,roe_deer2015 permutation importance,Training gain without Forest_Productivity,Training gain without Forest_Type,Training gain without bio10_16,Training gain without bio12_16,Training gain without bio15_16,Training gain without moose2015,Training gain without red_deer2015,Training gain without roe_deer2015,Training gain with only Forest_Productivity,Training gain with only Forest_Type,Training gain with only bio10_16,Training gain with only bio12_16,Training gain with only bio15_16,Training gain with only moose2015,Training gain with only red_deer2015,Training gain with only roe_deer2015,Test gain without Forest_Productivity,Test gain without Forest_Type,Test gain without bio10_16,Test gain without bio12_16,Test gain without bio15_16,Test gain without moose2015,Test gain without red_deer2015,Test gain without roe_deer2015,Test gain with only Forest_Productivity,Test gain with only Forest_Type,Test gain with only bio10_16,Test gain with only bio12_16,Test gain with only bio15_16,Test gain with only moose2015,Test gain with only red_deer2015,Test gain with only roe_deer2015,AUC without Forest_Productivity,AUC without Forest_Type,AUC without bio10_16,AUC without bio12_16,AUC without bio15_16,AUC without moose2015,AUC without red_deer2015,AUC without roe_deer2015,AUC with only Forest_Productivity,AUC with only Forest_Type,AUC with only bio10_16,AUC with only bio12_16,AUC with only bio15_16,AUC with only moose2015,AUC with only red_deer2015,AUC with only roe_deer2015,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity logistic threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity logistic threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,168,1.2077,1.4330,500,0.9149,42,0.7221,0.8385,0.0335,4249,0.1133,0.3875,13.9560,0.6066,51.1790,8.8048,12.8636,12.0893,0.2674,0.0915,14.6090,5.3500,16.7587,25.2810,11.5488,26.0936,1.2066,1.2046,1.0479,1.1819,1.1227,1.1386,1.1436,1.1244,0.0713,0.0192,0.3825,0.3676,0.7021,0.3627,0.3746,0.3597,0.7235,0.7265,0.6235,0.6761,0.6493,0.6150,0.6664,0.7407,0.1311,0.0139,0.1146,0.4225,0.5841,0.2828,0.2895,0.1174,0.8383,0.8379,0.8274,0.8344,0.8260,0.8349,0.8240,0.8319,0.6341,0.5333,0.6816,0.7265,0.7933,0.6697,0.7141,0.6840,7.1450,0.1436,1.0000,0.0284,0.5787,0.0060,0.0714,2.197E-6,5.0000,0.1008,0.3782,0.0357,0.1190,9.167E-12,10.0000,0.1678,0.2812,0.0536,0.1905,1.321E-14,0.0181,0.0014,0.8468,0.0000,0.0476,2.872E-2,19.6114,0.2910,0.1812,0.0952,0.2381,7.597E-23,25.5944,0.3622,0.1445,0.1429,0.3095,4.009E-24,19.0984,0.2857,0.1850,0.0833,0.2381,3.01E-22,15.6749,0.2385,0.2142,0.0714,0.2143,8.672E-20,20.4011,0.2997,0.1756,0.1071,0.2381,8.624E-24,2.6468,0.0564,0.4646,0.0060,0.0952,5.333E-9,8.9122,0.1544,0.2982,0.0476,0.1905,2.179E-13
species_1,168,1.0449,1.2610,500,0.8977,42,1.3738,0.9152,0.0131,4249,2.4129,0.1657,11.9270,1.1638,50.6354,14.3090,8.2229,11.1632,0.8824,0.0244,15.3575,2.7291,21.4040,29.6192,7.4386,22.5448,1.0319,1.0436,0.9128,1.0241,0.9585,0.9806,1.0009,0.9685,0.1097,0.0167,0.2959,0.3691,0.6292,0.3453,0.3093,0.3094,1.4423,1.3641,1.1628,1.2973,1.3058,1.2546,1.2861,1.2892,-0.0358,0.0248,0.4151,0.5057,0.8673,0.3640,0.5027,0.3435,0.9226,0.9141,0.8926,0.9052,0.9060,0.8972,0.9047,0.9062,0.5573,0.5453,0.7438,0.7945,0.8600,0.7187,0.7192,0.7231,7.3104,0.1701,1.0000,0.0343,0.6844,0.0179,0.0000,5.39E-6,5.0000,0.0975,0.4702,0.0238,0.0000,3.017E-12,10.0000,0.1651,0.3495,0.0417,0.0238,8.118E-18,0.0196,0.0025,0.9214,0.0000,0.0000,2.918E-2,19.0694,0.2588,0.2311,0.0952,0.0476,7.123E-29,28.4090,0.3661,0.1577,0.1548,0.1905,2.28E-31,26.0108,0.3335,0.1735,0.1310,0.1190,4.703E-34,27.0356,0.3438,0.1666,0.1429,0.1667,2.188E-31,23.5663,0.3148,0.1916,0.1250,0.0714,3.374E-34,6.9560,0.1232,0.4137,0.0238,0.0000,6.078E-15,9.8761,0.1625,0.3518,0.0417,0.0238,1.197E-17
species_2,168,1.0926,1.3226,500,0.9010,42,1.1823,0.8872,0.0196,4246,0.3671,0.4705,14.3611,3.8387,53.6156,6.1411,11.1046,10.1013,0.2864,0.2704,16.5105,7.4679,20.6103,25.3294,7.7377,21.7874,1.0912,1.0894,0.9282,1.0684,1.0082,1.0399,1.0420,1.0138,0.0811,0.0177,0.3218,0.3646,0.6638,0.3358,0.3441,0.3000,1.1790,1.1835,1.0756,1.1060,1.1403,1.0312,1.1442,1.0957,0.0978,0.0166,0.3216,0.4994,0.7353,0.3972,0.3172,0.3879,0.8863,0.8864,0.8824,0.8805,0.8808,0.8674,0.8825,0.8778,0.6184,0.5361,0.7113,0.7798,0.8236,0.7474,0.6678,0.7389,7.2607,0.1616,1.0000,0.0330,0.6703,0.0179,0.0000,2.742E-6,5.0000,0.0924,0.4595,0.0357,0.0238,9.132E-12,10.0000,0.1484,0.3325,0.0595,0.0952,1.755E-15,0.0303,0.0029,0.9107,0.0000,0.0000,2.124E-2,19.4573,0.2771,0.2117,0.0952,0.1429,6.666E-25,27.2567,0.3616,0.1550,0.1548,0.1667,2.916E-34,22.4671,0.3085,0.1872,0.1131,0.1429,4.523E-29,27.0977,0.3607,0.1559,0.1548,0.1667,5.164E-34,27.0749,0.3590,0.1559,0.1548,0.1429,2.651E-36,4.3128,0.0839,0.4833,0.0238,0.0238,8.163E-11,9.8708,0.1459,0.3351,0.0595,0.0952,2.631E-15
species_3,168,1.0887,1.3115,500,0.9031,42,1.1279,0.8828,0.0260,4248,0.1059,0.2372,9.6851,4.4841,50.4088,10.6365,12.0021,12.4404,0.0447,0.0903,11.8624,8.5237,15.3411,29.6576,9.2071,25.2732,1.0885,1.0874,0.9493,1.0429,1.0007,0.9900,1.0206,0.9967,0.0628,0.0142,0.2646,0.3284,0.6308,0.3119,0.3495,0.3141,1.1263,1.1309,1.0156,1.2048,1.0874,1.2029,1.1352,1.1257,0.1588,0.0339,0.4956,0.6645,0.8893,0.4914,0.3317,0.3352,0.8829,0.8833,0.8741,0.8904,0.8761,0.8951,0.8820,0.8888,0.6700,0.5572,0.7720,0.7890,0.8643,0.7162,0.7122,0.7209,7.2643,0.1626,1.0000,0.0311,0.6605,0.0119,0.0238,7.803E-6,5.0000,0.0927,0.4343,0.0179,0.0476,6.285E-12,10.0000,0.1778,0.3246,0.0476,0.0714,3.159E-17,0.0107,0.0017,0.9364,0.0000,0.0238,1.455E-1,17.5751,0.2575,0.2316,0.0952,0.0952,2.317E-25,27.0727,0.3695,0.1608,0.1607,0.1905,1.236E-30,28.2045,0.3789,0.1542,0.1607,0.2143,4.497E-30,24.1161,0.3357,0.1789,0.1548,0.1905,7.582E-27,16.7138,0.2458,0.2401,0.0952,0.0714,7.7E-26,5.0957,0.0942,0.4313,0.0179,0.0476,4.577E-12,9.2970,0.1667,0.3362,0.0476,0.0714,2.195E-16
species_4,168,1.0196,1.2042,500,0.8924,42,1.4206,0.9217,0.0126,4248,0.1449,0.0736,7.0172,3.2939,58.6265,15.2753,9.6288,5.9399,0.0592,0.1184,12.8217,3.8118,26.8007,27.7699,6.3390,22.2793,1.0192,1.0189,0.9053,1.0015,0.9182,0.9523,0.9718,0.9456,0.0755,0.0121,0.2497,0.3809,0.6613,0.3334,0.3311,0.2941,1.4153,1.4124,1.1655,1.3466,1.4095,1.3143,1.3391,1.3349,0.1111,0.0416,0.5395,0.3861,0.7820,0.4034,0.3910,0.4058,0.9209,0.9207,0.8954,0.9157,0.9270,0.9133,0.9153,0.9114,0.6337,0.5692,0.8049,0.7436,0.8324,0.7113,0.7276,0.7385,7.3356,0.1752,1.0000,0.0328,0.6770,0.0179,0.0000,3.8E-6,5.0000,0.1021,0.4630,0.0238,0.0000,1.488E-12,10.0000,0.1779,0.3529,0.0536,0.0238,1.415E-17,0.0161,0.0024,0.9284,0.0000,0.0000,3.599E-2,18.1971,0.2628,0.2476,0.0952,0.0476,1.827E-26,27.7431,0.3671,0.1726,0.1726,0.0714,9.457E-39,23.9508,0.3274,0.1980,0.1310,0.0714,7.31E-33,32.9699,0.4124,0.1429,0.2202,0.1429,3.071E-40,30.5390,0.3899,0.1558,0.1964,0.0714,1.154E-43,6.0938,0.1233,0.4322,0.0238,0.0238,5.531E-13,9.5392,0.1712,0.3609,0.0417,0.0238,5.063E-17
species (average),168.0000,1.0907,1.3065,500.0000,0.9018,42.0000,1.1653,0.8891,0.0210,4248.0000,0.6288,0.2669,11.3893,2.6774,52.8931,11.0333,10.7644,10.3468,0.3080,0.1190,14.2322,5.5765,20.1830,27.5314,8.4542,23.5957,1.0875,1.0888,0.9487,1.0638,1.0017,1.0203,1.0358,1.0098,0.0801,0.0160,0.3029,0.3621,0.6574,0.3378,0.3417,0.3155,1.1773,1.1635,1.0086,1.1262,1.1185,1.0836,1.1142,1.1172,0.0926,0.0262,0.3773,0.4956,0.7716,0.3878,0.3664,0.3180,0.8902,0.8885,0.8744,0.8852,0.8832,0.8816,0.8817,0.8832,0.6227,0.5482,0.7427,0.7667,0.8347,0.7127,0.7082,0.7211,7.2632,0.1626,1.0000,0.0319,0.6542,0.0143,0.0190,0.0000,5.0000,0.0971,0.4410,0.0274,0.0381,0.0000,10.0000,0.1674,0.3281,0.0512,0.0809,0.0000,0.0190,0.0022,0.9087,0.0000,0.0143,0.0521,18.7821,0.2694,0.2206,0.0952,0.1143,0.0000,27.2152,0.3653,0.1581,0.1572,0.1857,0.0000,23.9463,0.3268,0.1796,0.1238,0.1571,0.0000,25.3788,0.3382,0.1717,0.1488,0.1762,0.0000,23.6590,0.3218,0.1838,0.1357,0.1190,0.0000,5.0210,0.0962,0.4450,0.0191,0.0381,0.0000,9.4991,0.1601,0.3364,0.0476,0.0809,0.0000
