x,y,species min
1.0,1.0,3.222001E-8
2.0,2.0,9.40852E-6
3.0,3.0,2.9969308E-12
4.0,4.0,1.5859383E-7
5.0,5.0,5.954233E-4
6.0,6.0,2.1181442E-5
7.0,7.0,1.9357695E-4
8.0,8.0,5.237671E-6
9.0,9.0,5.054152E-5
10.0,10.0,0.1703959
11.0,11.0,9.298688E-6
12.0,12.0,0.016128736
13.0,13.0,6.816175E-7
14.0,14.0,9.573402E-4
15.0,15.0,0.3099722
16.0,16.0,0.012077906
17.0,17.0,0.019721579
18.0,18.0,0.0012760198
19.0,19.0,2.0647023E-5
20.0,20.0,0.0010443457
21.0,21.0,0.100197405
22.0,22.0,7.3966834E-7
23.0,23.0,1.1002617E-5
24.0,24.0,7.794623E-8
25.0,25.0,8.948633E-5
26.0,26.0,7.022548E-9
27.0,27.0,9.429935E-6
28.0,28.0,0.007834003
29.0,29.0,8.145482E-4
30.0,30.0,1.3545737E-6
31.0,31.0,5.663201E-4
32.0,32.0,6.5539857E-6
33.0,33.0,0.010428999
34.0,34.0,1.3767446E-4
35.0,35.0,0.046196345
36.0,36.0,9.338402E-5
37.0,37.0,1.4587581E-6
38.0,38.0,3.4853792E-7
39.0,39.0,6.526722E-4
40.0,40.0,6.5209E-5
41.0,41.0,0.004793653
42.0,42.0,6.662765E-6
43.0,43.0,6.742226E-5
44.0,44.0,0.0017466679
45.0,45.0,6.4531784E-4
46.0,46.0,0.011529788
47.0,47.0,0.7174986
48.0,48.0,2.1874934E-5
49.0,49.0,0.04951861
50.0,50.0,0.0010767012
51.0,51.0,0.014659426
52.0,52.0,1.1340047E-4
53.0,53.0,0.048994336
54.0,54.0,1.4692873E-7
55.0,55.0,3.3901178E-4
56.0,56.0,6.0742015E-5
57.0,57.0,3.7135464E-8
58.0,58.0,0.0030332734
59.0,59.0,1.8699594E-11
60.0,60.0,1.3524449E-7
61.0,61.0,4.252114E-8
62.0,62.0,2.9340123E-8
63.0,63.0,2.3839525E-6
64.0,64.0,0.0121448655
65.0,65.0,1.9498535E-10
66.0,66.0,2.8514607E-6
67.0,67.0,4.7629456E-7
68.0,68.0,6.77132E-5
69.0,69.0,0.0013369629
70.0,70.0,2.0438376E-4
71.0,71.0,2.7934354E-4
72.0,72.0,3.173503E-12
73.0,73.0,0.13131455
74.0,74.0,0.17288376
75.0,75.0,7.327025E-4
76.0,76.0,2.4516106E-10
77.0,77.0,0.022672312
78.0,78.0,3.789269E-10
79.0,79.0,5.100688E-4
80.0,80.0,2.5987567E-4
81.0,81.0,9.7013685E-14
82.0,82.0,1.0534024E-5
83.0,83.0,0.011506567
84.0,84.0,2.9554798E-8
85.0,85.0,1.450324E-6
86.0,86.0,2.0073088E-5
87.0,87.0,0.0024433632
88.0,88.0,0.009313754
89.0,89.0,0.0016218597
90.0,90.0,0.008772342
91.0,91.0,1.0553588E-8
92.0,92.0,7.4584153E-7
93.0,93.0,0.08386827
94.0,94.0,1.3498166E-6
95.0,95.0,0.09979974
96.0,96.0,9.101744E-8
97.0,97.0,0.008571604
98.0,98.0,1.1648124E-10
99.0,99.0,3.507307E-4
100.0,100.0,0.052240185
101.0,101.0,0.00617762
102.0,102.0,3.2869295E-6
103.0,103.0,6.2577044E-8
104.0,104.0,3.5773608E-6
105.0,105.0,0.0045962487
106.0,106.0,2.0788732E-11
107.0,107.0,0.0014457093
108.0,108.0,8.9822475E-5
109.0,109.0,2.8311646E-5
110.0,110.0,8.383072E-5
111.0,111.0,0.003989965
112.0,112.0,1.3012685E-6
113.0,113.0,0.0014526364
114.0,114.0,6.9320424E-7
115.0,115.0,1.6984362E-5
116.0,116.0,1.4286976E-9
117.0,117.0,0.0021219195
118.0,118.0,0.0017976587
119.0,119.0,0.038717546
120.0,120.0,9.215437E-4
121.0,121.0,0.0023971803
122.0,122.0,7.9012176E-7
123.0,123.0,7.811731E-13
124.0,124.0,0.002205058
125.0,125.0,7.242629E-4
126.0,126.0,3.340461E-5
127.0,127.0,1.8459967E-5
128.0,128.0,1.8378704E-4
129.0,129.0,0.01017023
130.0,130.0,0.01912139
131.0,131.0,0.012893718
132.0,132.0,0.0032841847
133.0,133.0,4.5050278E-8
134.0,134.0,1.480666E-8
135.0,135.0,6.997354E-4
136.0,136.0,1.2331405E-4
137.0,137.0,0.0066145794
138.0,138.0,0.014508529
139.0,139.0,4.9900837E-6
140.0,140.0,4.8303804E-8
141.0,141.0,4.6464056E-6
142.0,142.0,7.833483E-6
143.0,143.0,0.018587764
144.0,144.0,3.7008013E-10
145.0,145.0,2.488783E-4
146.0,146.0,0.0019739731
147.0,147.0,1.1910232E-4
148.0,148.0,0.010758628
149.0,149.0,7.19749E-4
150.0,150.0,5.916557E-5
151.0,151.0,5.13212E-5
152.0,152.0,1.5497104E-5
153.0,153.0,4.228152E-5
154.0,154.0,7.7239765E-6
155.0,155.0,8.6554256E-4
156.0,156.0,8.4614146E-7
157.0,157.0,4.4344317E-10
158.0,158.0,5.815626E-4
159.0,159.0,0.13058628
160.0,160.0,0.0014490077
161.0,161.0,9.475171E-6
162.0,162.0,0.002790115
163.0,163.0,2.7249576E-4
164.0,164.0,3.447732E-8
165.0,165.0,0.0030583602
166.0,166.0,5.964592E-8
167.0,167.0,3.8366732E-10
168.0,168.0,0.03231383
169.0,169.0,4.200014E-4
