Predictor variable,Categorical,Sample average
Forest_Productivity,true,18.0
Forest_Type,true,31.0
bio10_16,false,140.30211776342148
bio12_16,false,1358.0530998034355
bio15_16,false,29.6751872698466
moose2015,false,21.860216667063725
red_deer2015,false,28.635570315214302
roe_deer2015,false,32.436798485425804
