x,y,species median
1.0,1.0,0.04270868
2.0,2.0,0.09462592
3.0,3.0,0.007272573
4.0,4.0,0.007265321
5.0,5.0,0.03058833
6.0,6.0,0.6875075
7.0,7.0,0.009749136
8.0,8.0,0.01584077
9.0,9.0,0.2520411
10.0,10.0,0.036738563
11.0,11.0,0.015191991
12.0,12.0,0.056120805
13.0,13.0,0.006971665
14.0,14.0,0.68863
15.0,15.0,0.44461197
16.0,16.0,0.05189977
17.0,17.0,0.34737673
18.0,18.0,0.610154
19.0,19.0,0.19767538
20.0,20.0,0.05824889
21.0,21.0,0.21509412
22.0,22.0,0.0045269104
23.0,23.0,0.7280571
24.0,24.0,0.021088682
25.0,25.0,0.030404937
26.0,26.0,0.011711133
27.0,27.0,0.23034598
28.0,28.0,0.36030415
29.0,29.0,0.39258245
30.0,30.0,0.081458375
31.0,31.0,0.015835566
32.0,32.0,0.35334772
33.0,33.0,0.24874744
34.0,34.0,0.5984455
35.0,35.0,0.048497397
36.0,36.0,0.08101744
37.0,37.0,0.23508757
38.0,38.0,0.035217065
39.0,39.0,0.4507447
40.0,40.0,0.5318142
41.0,41.0,0.02370921
42.0,42.0,0.0054964437
43.0,43.0,0.015293749
44.0,44.0,0.017981617
45.0,45.0,0.006966809
46.0,46.0,0.10692882
47.0,47.0,0.27752128
48.0,48.0,0.009656423
49.0,49.0,0.13548315
50.0,50.0,0.020435596
51.0,51.0,0.42841622
52.0,52.0,0.11327681
53.0,53.0,0.040406134
54.0,54.0,0.24204315
55.0,55.0,0.009759879
56.0,56.0,0.007646542
57.0,57.0,0.23065346
58.0,58.0,0.55354035
59.0,59.0,0.007643807
60.0,60.0,0.21954599
61.0,61.0,0.3261971
62.0,62.0,0.034560297
63.0,63.0,0.3388627
64.0,64.0,0.008091411
65.0,65.0,0.004667446
66.0,66.0,0.49541587
67.0,67.0,0.011416375
68.0,68.0,0.048091885
69.0,69.0,0.62509364
70.0,70.0,0.43831196
71.0,71.0,0.70748186
72.0,72.0,0.0028308923
73.0,73.0,0.057247892
74.0,74.0,0.34352162
75.0,75.0,0.41680747
76.0,76.0,0.0062631876
77.0,77.0,0.083233446
78.0,78.0,0.016839165
79.0,79.0,0.62193304
80.0,80.0,0.36395893
81.0,81.0,0.0023363514
82.0,82.0,0.018921645
83.0,83.0,0.05147355
84.0,84.0,0.020517582
85.0,85.0,0.22536714
86.0,86.0,0.12602212
87.0,87.0,0.09677447
88.0,88.0,0.18756199
89.0,89.0,0.060940724
90.0,90.0,0.6217091
91.0,91.0,0.017696353
92.0,92.0,0.009179141
93.0,93.0,0.04201133
94.0,94.0,0.34640962
95.0,95.0,0.04452805
96.0,96.0,0.14425199
97.0,97.0,0.12250637
98.0,98.0,0.010838097
99.0,99.0,0.3083496
100.0,100.0,0.01621164
101.0,101.0,0.33819675
102.0,102.0,0.090527326
103.0,103.0,0.5745049
104.0,104.0,0.1923678
105.0,105.0,0.04602307
106.0,106.0,0.008670088
107.0,107.0,0.5339955
108.0,108.0,0.0872704
109.0,109.0,0.085190736
110.0,110.0,0.08759095
111.0,111.0,0.2959207
112.0,112.0,0.51323354
113.0,113.0,0.45982108
114.0,114.0,0.015936727
115.0,115.0,0.051409453
116.0,116.0,0.06229435
117.0,117.0,0.32229203
118.0,118.0,0.07641193
