Predictor variable,Categorical,Sample average
Forest_Productivity,true,18.0
Forest_Type,true,31.0
bio10_16,false,123.87283459831687
bio12_16,false,1809.898017434513
bio15_16,false,30.341174293966855
moose2015,false,1.723026661311879
red_deer2015,false,76.88493369607365
roe_deer2015,false,4.24694104755626
