Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,Forest_Productivity contribution,Forest_Type contribution,bio10_16 contribution,bio12_16 contribution,bio15_16 contribution,moose2015 contribution,red_deer2015 contribution,roe_deer2015 contribution,Forest_Productivity permutation importance,Forest_Type permutation importance,bio10_16 permutation importance,bio12_16 permutation importance,bio15_16 permutation importance,moose2015 permutation importance,red_deer2015 permutation importance,roe_deer2015 permutation importance,Training gain without Forest_Productivity,Training gain without Forest_Type,Training gain without bio10_16,Training gain without bio12_16,Training gain without bio15_16,Training gain without moose2015,Training gain without red_deer2015,Training gain without roe_deer2015,Training gain with only Forest_Productivity,Training gain with only Forest_Type,Training gain with only bio10_16,Training gain with only bio12_16,Training gain with only bio15_16,Training gain with only moose2015,Training gain with only red_deer2015,Training gain with only roe_deer2015,Test gain without Forest_Productivity,Test gain without Forest_Type,Test gain without bio10_16,Test gain without bio12_16,Test gain without bio15_16,Test gain without moose2015,Test gain without red_deer2015,Test gain without roe_deer2015,Test gain with only Forest_Productivity,Test gain with only Forest_Type,Test gain with only bio10_16,Test gain with only bio12_16,Test gain with only bio15_16,Test gain with only moose2015,Test gain with only red_deer2015,Test gain with only roe_deer2015,AUC without Forest_Productivity,AUC without Forest_Type,AUC without bio10_16,AUC without bio12_16,AUC without bio15_16,AUC without moose2015,AUC without red_deer2015,AUC without roe_deer2015,AUC with only Forest_Productivity,AUC with only Forest_Type,AUC with only bio10_16,AUC with only bio12_16,AUC with only bio15_16,AUC with only moose2015,AUC with only red_deer2015,AUC with only roe_deer2015,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity logistic threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity logistic threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,12,2.4294,2.8193,120,0.9793,4,3.2663,0.9906,0.0049,4102,21.6911,0.0371,9.2068,28.1703,0.0000,39.6703,0.0000,1.2245,0.0000,0.0049,9.0743,0.7657,1.0275,88.4460,0.0000,0.6817,2.4136,2.4289,2.1181,2.3780,2.4153,1.9585,2.4294,2.3872,0.6767,0.0444,0.0178,1.4601,0.1983,1.7574,0.2796,0.1540,3.2321,3.2491,2.6843,3.0605,3.3162,3.2317,3.2663,3.1769,1.0419,0.1617,0.0535,2.2567,0.5431,2.0117,1.5899,0.2976,0.9899,0.9899,0.9787,0.9876,0.9913,0.9899,0.9906,0.9892,0.8478,0.6513,0.5989,0.9754,0.8023,0.9580,0.9543,0.8205,5.8898,0.0418,1.0000,0.0109,0.2353,0.0000,0.0000,3.063E-3,5.0000,0.0746,0.1180,0.0000,0.0000,1.938E-4,10.0000,0.1495,0.0814,0.0000,0.0000,4.395E-5,14.1815,0.2201,0.0648,0.0000,0.0000,1.768E-5,30.0320,0.4473,0.0351,0.0833,0.0000,1.519E-6,14.1815,0.2201,0.0648,0.0833,0.0000,1.768E-5,14.1815,0.2201,0.0648,0.0000,0.0000,1.768E-5,40.2671,0.5316,0.0256,0.3333,0.0000,4.293E-7,40.2671,0.5316,0.0256,0.3333,0.0000,4.293E-7,2.8473,0.0338,0.1536,0.0000,0.0000,5.564E-4,8.8051,0.1298,0.0880,0.0000,0.0000,5.999E-5
species_1,13,2.5055,2.9343,120,0.9811,3,3.1463,0.9891,0.0020,4102,22.4511,0.6257,8.9193,34.4703,0.4909,31.4539,0.0000,1.5889,0.3340,0.4165,7.0382,1.1652,0.8200,90.1529,0.0000,0.0732,2.4849,2.4728,2.1636,2.4301,2.4932,2.1077,2.5055,2.4603,0.7168,0.1277,0.0190,1.5492,0.3307,1.7196,0.4608,0.1650,3.1003,3.2989,2.6489,3.0394,3.1737,2.8159,3.1462,3.0381,1.0587,-0.2939,0.0631,1.9529,0.7705,2.1900,1.3720,0.3270,0.9884,0.9910,0.9749,0.9876,0.9894,0.9849,0.9891,0.9876,0.8478,0.4160,0.6117,0.9686,0.8623,0.9690,0.9440,0.8703,5.8137,0.0387,1.0000,0.0095,0.2413,0.0000,0.0000,1.406E-2,5.0000,0.0662,0.1131,0.0000,0.0000,1.447E-3,10.0000,0.1421,0.0758,0.0000,0.0000,4.358E-4,10.9626,0.1588,0.0712,0.0000,0.0000,3.607E-4,24.2580,0.3811,0.0392,0.0769,0.0000,6.046E-5,11.0191,0.1591,0.0712,0.0769,0.0000,3.607E-4,10.9626,0.1588,0.0712,0.0000,0.0000,3.607E-4,56.4902,0.6166,0.0139,0.5385,0.0000,2.683E-6,56.4902,0.6166,0.0139,0.5385,0.0000,2.683E-6,3.0241,0.0314,0.1470,0.0000,0.0000,3.177E-3,8.9535,0.1246,0.0814,0.0000,0.0000,5.398E-4
species_2,13,2.4570,2.8032,120,0.9789,3,3.3951,0.9924,0.0032,4103,22.3444,0.0000,7.7547,35.9892,0.0000,33.0168,0.0000,0.8948,0.5863,0.0000,4.5425,2.0046,0.2950,92.5716,0.0000,0.0000,2.4311,2.4570,2.1938,2.3553,2.4519,2.0821,2.4570,2.4257,0.7163,0.0316,0.0125,1.6148,0.3038,1.7995,0.5084,0.1694,3.3726,3.3952,2.4937,3.3768,3.3915,3.0007,3.3951,3.2541,1.0582,0.2391,0.0862,1.7141,0.7732,1.9207,0.9853,0.3102,0.9921,0.9924,0.9694,0.9959,0.9923,0.9859,0.9924,0.9913,0.8477,0.7347,0.6733,0.9596,0.8725,0.9514,0.9312,0.7874,5.8623,0.0405,1.0000,0.0096,0.2442,0.0000,0.0000,1.456E-2,5.0000,0.0732,0.1153,0.0000,0.0000,1.532E-3,10.0000,0.1452,0.0787,0.0000,0.0000,4.879E-4,14.5120,0.2115,0.0609,0.0000,0.0000,2.262E-4,27.7873,0.4432,0.0356,0.0769,0.0000,4.506E-5,14.5884,0.2117,0.0609,0.0769,0.0000,2.262E-4,14.5120,0.2115,0.0609,0.0000,0.0000,2.262E-4,62.2441,0.6562,0.0122,0.6154,0.0000,1.81E-6,62.2441,0.6562,0.0122,0.6154,0.0000,1.81E-6,3.0442,0.0331,0.1470,0.0000,0.0000,3.174E-3,8.8060,0.1268,0.0855,0.0000,0.0000,6.261E-4
species_3,13,2.9623,3.4858,120,0.9899,3,1.0417,0.9426,0.0189,4103,29.4919,2.0775,12.0986,25.9560,0.0085,27.6348,0.0000,2.7327,1.1400,0.9590,9.2358,1.1182,0.0080,86.7432,0.0000,0.7958,2.8933,2.8762,2.4054,2.8802,2.9620,2.6575,2.9623,2.8375,0.9931,0.1707,0.0478,1.6604,0.2805,1.8994,0.6691,0.2946,1.3298,1.4635,1.4013,0.9911,1.0339,0.3554,1.0417,1.2670,-0.1991,-0.3899,-0.0454,1.4572,0.6432,1.5128,0.2948,-0.3513,0.9517,0.9507,0.9322,0.9371,0.9426,0.8964,0.9426,0.9425,0.6809,0.4012,0.4908,0.9508,0.8133,0.9258,0.8987,0.3999,5.3573,0.0246,1.0000,0.0090,0.1533,0.0000,0.0000,3.603E-3,5.0000,0.0613,0.0726,0.0000,0.3333,1.506E-2,10.0000,0.1478,0.0475,0.0000,0.3333,6.562E-3,14.8223,0.2401,0.0370,0.0000,0.6667,1.071E-1,37.0114,0.4871,0.0171,0.0769,1.0000,1E0,14.8223,0.2401,0.0370,0.0000,0.6667,1.071E-1,14.8223,0.2401,0.0370,0.0000,0.6667,1.071E-1,2.5505,0.0260,0.1029,0.0000,0.0000,1.088E-3,2.5505,0.0260,0.1029,0.0000,0.0000,1.088E-3,2.1435,0.0201,0.1116,0.0000,0.0000,1.391E-3,8.8215,0.1202,0.0517,0.0000,0.3333,7.733E-3
species_4,13,2.7171,3.1371,120,0.9844,3,2.3086,0.9707,0.0023,4102,19.4828,0.0358,11.3554,37.7424,0.1014,26.9146,2.0179,2.3498,0.2779,0.0920,8.6969,2.0185,0.0096,88.6770,0.0000,0.2281,2.7088,2.7156,2.2576,2.5919,2.7144,2.3851,2.7171,2.6509,0.7168,0.0316,0.0384,1.7117,0.3558,1.7979,0.8246,0.2209,2.2404,2.2677,2.1557,2.4100,2.2960,1.7218,2.3086,2.2388,1.0587,0.2390,-0.0101,1.2972,0.7695,1.9138,-0.3523,0.1540,0.9692,0.9699,0.9592,0.9739,0.9706,0.9641,0.9707,0.9660,0.8478,0.7347,0.5196,0.9433,0.8616,0.9330,0.7935,0.5596,5.6021,0.0311,1.0000,0.0084,0.2067,0.0000,0.0000,8.835E-3,5.0000,0.0549,0.0963,0.0000,0.0000,8.929E-4,10.0000,0.1343,0.0617,0.0000,0.0000,2.346E-4,10.9279,0.1480,0.0578,0.0000,0.0000,1.929E-4,19.8733,0.3130,0.0366,0.0769,0.0000,4.89E-5,10.9921,0.1481,0.0578,0.0769,0.0000,1.929E-4,10.9279,0.1480,0.0578,0.0000,0.0000,1.929E-4,23.9506,0.3637,0.0312,0.1538,0.0000,3.038E-5,23.9506,0.3637,0.0312,0.1538,0.0000,3.038E-5,2.6147,0.0254,0.1363,0.0000,0.0000,2.531E-3,9.0988,0.1209,0.0658,0.0000,0.0000,2.852E-4
species (average),12.8000,2.6143,3.0359,120.0000,0.9827,3.2000,2.6316,0.9771,0.0063,4102.4000,23.0923,0.5552,9.8670,32.4656,0.1202,31.7381,0.4036,1.7581,0.4676,0.2945,7.7175,1.4144,0.4320,89.3181,0.0000,0.3558,2.5863,2.5901,2.2277,2.5271,2.6074,2.2382,2.6143,2.5523,0.7639,0.0812,0.0271,1.5992,0.2938,1.7948,0.5485,0.2008,2.6550,2.7349,2.2768,2.5756,2.6423,2.2251,2.6316,2.5950,0.8037,-0.0088,0.0295,1.7356,0.6999,1.9098,0.7779,0.1475,0.9783,0.9788,0.9629,0.9764,0.9772,0.9642,0.9771,0.9753,0.8144,0.5876,0.5789,0.9595,0.8424,0.9474,0.9043,0.6875,5.7050,0.0353,1.0000,0.0095,0.2162,0.0000,0.0000,0.0088,5.0000,0.0660,0.1031,0.0000,0.0667,0.0038,10.0000,0.1438,0.0690,0.0000,0.0667,0.0016,13.0813,0.1957,0.0583,0.0000,0.1333,0.0216,27.7924,0.4143,0.0327,0.0782,0.2000,0.2000,13.1207,0.1958,0.0583,0.0628,0.1333,0.0216,13.0813,0.1957,0.0583,0.0000,0.1333,0.0216,37.1005,0.4388,0.0372,0.3282,0.0000,0.0002,37.1005,0.4388,0.0372,0.3282,0.0000,0.0002,2.7348,0.0288,0.1391,0.0000,0.0000,0.0022,8.8970,0.1245,0.0745,0.0000,0.0667,0.0018
