x,y,species max
1.0,1.0,3.6724124E-4
2.0,2.0,0.2906857
3.0,3.0,4.2024677E-9
4.0,4.0,0.0011146002
5.0,5.0,0.032532487
6.0,6.0,0.1452888
7.0,7.0,0.025544718
8.0,8.0,7.359527E-4
9.0,9.0,0.023081068
10.0,10.0,0.4375275
11.0,11.0,0.0026196167
12.0,12.0,0.12053041
13.0,13.0,5.0798594E-4
14.0,14.0,0.6433734
15.0,15.0,0.4413989
16.0,16.0,0.04999671
17.0,17.0,0.5028061
18.0,18.0,0.6848424
19.0,19.0,0.015459515
20.0,20.0,0.0040326617
21.0,21.0,0.29604542
22.0,22.0,0.0030016787
23.0,23.0,0.3854886
24.0,24.0,7.8125355E-5
25.0,25.0,0.20262617
26.0,26.0,5.8098562E-6
27.0,27.0,0.07498799
28.0,28.0,0.6955253
29.0,29.0,0.48729756
30.0,30.0,0.002719697
31.0,31.0,0.004096961
32.0,32.0,0.023995804
33.0,33.0,0.5401083
34.0,34.0,0.52185285
35.0,35.0,0.31973645
36.0,36.0,0.0043790485
37.0,37.0,0.06692702
38.0,38.0,0.014128437
39.0,39.0,0.7705851
40.0,40.0,0.15793623
41.0,41.0,0.077723294
42.0,42.0,0.0070262826
43.0,43.0,0.012226132
44.0,44.0,0.11922142
45.0,45.0,0.004503875
46.0,46.0,0.13475987
47.0,47.0,0.59481907
48.0,48.0,0.0026143822
49.0,49.0,0.5216333
50.0,50.0,0.12220927
51.0,51.0,0.5284897
52.0,52.0,0.011308068
53.0,53.0,0.36881858
54.0,54.0,0.0038227711
55.0,55.0,0.025985377
56.0,56.0,0.0047416976
57.0,57.0,0.0075553297
58.0,58.0,0.4602928
59.0,59.0,2.6621296E-7
60.0,60.0,0.0042814263
61.0,61.0,0.0072602616
62.0,62.0,3.6212034E-4
63.0,63.0,0.027530033
64.0,64.0,0.37147376
65.0,65.0,8.132648E-6
66.0,66.0,0.017384773
67.0,67.0,6.335146E-5
68.0,68.0,0.06865127
69.0,69.0,0.70075244
70.0,70.0,0.0026747417
71.0,71.0,0.42674598
72.0,72.0,7.207443E-8
73.0,73.0,0.70756793
74.0,74.0,0.50116974
75.0,75.0,0.5181866
76.0,76.0,9.867811E-7
