Predictor variable,Categorical,Sample average
Forest_Productivity,true,13.0
Forest_Type,true,31.0
bio10_16,false,122.08013486862183
bio12_16,false,1673.1000061035156
bio15_16,false,25.18885564804077
moose2015,false,29.50195300579071
red_deer2015,false,1.210257832892239
roe_deer2015,false,1.6641939878463745
