Predictor variable,Categorical,Sample average
Forest_Productivity,true,18.0
Forest_Type,true,31.0
bio10_16,false,153.06299845377603
bio12_16,false,766.9826812744141
bio15_16,false,26.94385814666748
moose2015,false,50.4211057027181
red_deer2015,false,0.42981112003326416
roe_deer2015,false,48.11340343952179
