x,y,species stddev
1.0,1.0,0.037637886
2.0,2.0,0.10101564
3.0,3.0,0.0666916
4.0,4.0,0.028862469
5.0,5.0,0.056413148
6.0,6.0,0.009415398
7.0,7.0,0.032611623
8.0,8.0,0.043705307
9.0,9.0,0.010450591
10.0,10.0,0.036348317
11.0,11.0,0.041318536
12.0,12.0,0.05720416
13.0,13.0,0.03214907
14.0,14.0,0.028509546
15.0,15.0,0.038429365
16.0,16.0,0.058149308
17.0,17.0,0.024177724
18.0,18.0,0.04290498
19.0,19.0,0.018457342
20.0,20.0,0.064048305
21.0,21.0,0.022239776
22.0,22.0,0.032226834
23.0,23.0,0.07179126
24.0,24.0,0.036213137
25.0,25.0,0.037524745
26.0,26.0,0.045318417
27.0,27.0,0.051969074
28.0,28.0,0.04799027
29.0,29.0,0.050807398
30.0,30.0,0.028698618
31.0,31.0,0.06233331
32.0,32.0,0.015648356
33.0,33.0,0.021847656
34.0,34.0,0.030525934
35.0,35.0,0.042379666
36.0,36.0,0.040198673
37.0,37.0,0.023502607
38.0,38.0,0.019097768
39.0,39.0,0.024061779
40.0,40.0,0.037066203
41.0,41.0,0.070643924
42.0,42.0,0.029833492
43.0,43.0,0.056388043
44.0,44.0,0.06611879
45.0,45.0,0.08110444
46.0,46.0,0.0365717
47.0,47.0,0.038809247
48.0,48.0,0.022823824
49.0,49.0,0.030447645
50.0,50.0,0.03806153
51.0,51.0,0.07613464
52.0,52.0,0.04027693
53.0,53.0,0.039706033
54.0,54.0,7.6716003E-4
55.0,55.0,0.06850299
56.0,56.0,0.057621475
57.0,57.0,0.0026764104
58.0,58.0,0.02615417
59.0,59.0,0.043084074
60.0,60.0,0.013612122
61.0,61.0,0.002175889
62.0,62.0,0.038514372
63.0,63.0,0.021466384
64.0,64.0,0.047167525
65.0,65.0,0.042180452
66.0,66.0,0.014642246
67.0,67.0,0.03913151
68.0,68.0,0.029994097
69.0,69.0,0.04937957
70.0,70.0,0.025200812
71.0,71.0,0.022993192
72.0,72.0,0.05350074
73.0,73.0,0.053661972
74.0,74.0,0.031889558
75.0,75.0,0.049149457
76.0,76.0,0.047462452
77.0,77.0,0.05102041
78.0,78.0,0.04051984
79.0,79.0,0.085621506
80.0,80.0,0.0529984
81.0,81.0,0.05316687
82.0,82.0,0.01971252
83.0,83.0,0.02724511
84.0,84.0,0.035109088
85.0,85.0,0.023243949
86.0,86.0,0.041312546
87.0,87.0,0.08501804
88.0,88.0,0.038014773
89.0,89.0,0.02948447
90.0,90.0,0.036033574
91.0,91.0,0.04365127
92.0,92.0,0.030940643
93.0,93.0,0.034048367
94.0,94.0,0.016912365
95.0,95.0,0.030188203
96.0,96.0,9.863512E-4
97.0,97.0,0.07439296
98.0,98.0,0.045687005
99.0,99.0,0.029393235
100.0,100.0,0.032360334
101.0,101.0,0.029174149
102.0,102.0,0.07023523
103.0,103.0,0.0059496746
104.0,104.0,0.047084298
105.0,105.0,0.08940103
106.0,106.0,0.04302775
107.0,107.0,0.03041846
108.0,108.0,0.03979401
109.0,109.0,0.041170035
110.0,110.0,0.055578314
111.0,111.0,0.037116453
112.0,112.0,0.008561828
113.0,113.0,0.03139847
114.0,114.0,0.035112914
115.0,115.0,0.020968104
116.0,116.0,0.015797593
117.0,117.0,0.06199898
118.0,118.0,0.024949575
119.0,119.0,0.031020198
120.0,120.0,0.02769407
121.0,121.0,0.043201797
122.0,122.0,0.04183889
123.0,123.0,0.053103454
124.0,124.0,0.024183018
125.0,125.0,0.024971426
126.0,126.0,0.0669718
127.0,127.0,0.022567986
128.0,128.0,0.022623032
129.0,129.0,0.035404425
130.0,130.0,0.027834678
131.0,131.0,0.06118145
132.0,132.0,0.046077084
133.0,133.0,0.0051074224
134.0,134.0,0.028447034
135.0,135.0,0.030793888
136.0,136.0,0.0406489
137.0,137.0,0.02936011
138.0,138.0,0.063404635
139.0,139.0,0.035168044
140.0,140.0,0.0020608928
141.0,141.0,0.027238354
142.0,142.0,0.04160313
143.0,143.0,0.07543386
144.0,144.0,0.0406871
145.0,145.0,0.047138102
146.0,146.0,0.049911883
147.0,147.0,0.04098529
148.0,148.0,0.033033278
149.0,149.0,0.030845065
150.0,150.0,0.043118276
151.0,151.0,0.045335867
152.0,152.0,0.029483756
153.0,153.0,0.046452798
154.0,154.0,0.0371579
155.0,155.0,0.067761146
156.0,156.0,0.00653329
157.0,157.0,0.040069427
158.0,158.0,0.022823589
159.0,159.0,0.036265258
160.0,160.0,0.052047037
161.0,161.0,0.027576052
162.0,162.0,0.01750568
163.0,163.0,0.04847636
164.0,164.0,0.02944539
165.0,165.0,0.024611495
166.0,166.0,0.0026534216
167.0,167.0,0.040269688
168.0,168.0,0.03654541
169.0,169.0,0.031864237
170.0,170.0,0.042058643
171.0,171.0,0.041145574
172.0,172.0,0.04271464
173.0,173.0,0.053038355
174.0,174.0,0.07346377
175.0,175.0,0.0548874
176.0,176.0,0.052560054
177.0,177.0,0.028531663
178.0,178.0,0.024604227
179.0,179.0,0.016827933
180.0,180.0,0.026496291
181.0,181.0,0.025224777
182.0,182.0,0.041556206
183.0,183.0,0.054708112
184.0,184.0,0.043051597
185.0,185.0,0.03034596
186.0,186.0,0.04619633
187.0,187.0,0.04455103
188.0,188.0,0.01766417
189.0,189.0,0.034938272
190.0,190.0,0.07621883
191.0,191.0,0.020722063
192.0,192.0,0.034758206
193.0,193.0,0.057872303
194.0,194.0,0.05471423
195.0,195.0,0.055742484
196.0,196.0,0.033241924
197.0,197.0,0.022412814
198.0,198.0,0.041131005
199.0,199.0,0.022429273
200.0,200.0,0.032147676
201.0,201.0,0.05140329
202.0,202.0,0.043111857
203.0,203.0,0.033462495
204.0,204.0,0.09208813
205.0,205.0,0.016014295
206.0,206.0,0.0491331
207.0,207.0,0.052061807
208.0,208.0,0.045638945
209.0,209.0,0.068822525
210.0,210.0,0.018713502
211.0,211.0,0.0065022474
212.0,212.0,0.04001977
213.0,213.0,0.012341898
214.0,214.0,0.040219314
215.0,215.0,0.038230743
216.0,216.0,0.03201342
217.0,217.0,0.025384607
218.0,218.0,0.050397772
219.0,219.0,0.04321467
220.0,220.0,0.07686663
221.0,221.0,0.024580847
222.0,222.0,0.021763172
223.0,223.0,0.028910577
224.0,224.0,0.026382815
225.0,225.0,0.04833253
226.0,226.0,0.022157589
227.0,227.0,0.02715736
228.0,228.0,0.03548895
229.0,229.0,0.0529787
230.0,230.0,0.0056467056
231.0,231.0,0.06369834
232.0,232.0,0.042856637
233.0,233.0,0.031208726
234.0,234.0,0.06502549
235.0,235.0,0.022579106
236.0,236.0,0.06604686
237.0,237.0,0.024798656
238.0,238.0,0.033882074
239.0,239.0,0.021403322
240.0,240.0,0.04089439
241.0,241.0,0.037882514
242.0,242.0,0.030952495
243.0,243.0,0.034913085
244.0,244.0,0.02964858
245.0,245.0,0.048881195
246.0,246.0,0.058525335
247.0,247.0,0.030549968
248.0,248.0,0.03411508
249.0,249.0,0.044301756
250.0,250.0,0.044204526
251.0,251.0,0.018827384
252.0,252.0,0.045036823
253.0,253.0,0.029029796
254.0,254.0,0.041467052
255.0,255.0,0.038935643
256.0,256.0,0.08796269
257.0,257.0,0.019498616
258.0,258.0,0.053643025
259.0,259.0,0.054183416
260.0,260.0,0.04041719
261.0,261.0,0.03715767
262.0,262.0,0.026417535
263.0,263.0,0.09494915
264.0,264.0,0.0047760615
265.0,265.0,0.08221448
266.0,266.0,0.03711533
267.0,267.0,0.04269172
268.0,268.0,0.05763032
269.0,269.0,0.035326306
270.0,270.0,0.020243548
271.0,271.0,0.026191952
272.0,272.0,0.022835247
273.0,273.0,8.421249E-4
274.0,274.0,0.065160364
275.0,275.0,0.01792032
