"gbifID" "abstract" "accessRights" "accrualMethod" "accrualPeriodicity" "accrualPolicy" "alternative" "audience" "available" "bibliographicCitation" "conformsTo" "contributor" "coverage" "created" "creator" "date" "dateAccepted" "dateCopyrighted" "dateSubmitted" "description" "educationLevel" "extent" "format" "hasFormat" "hasPart" "hasVersion" "identifier" "instructionalMethod" "isFormatOf" "isPartOf" "isReferencedBy" "isReplacedBy" "isRequiredBy" "isVersionOf" "issued" "language" "license" "mediator" "medium" "modified" "provenance" "publisher" "references" "relation" "replaces" "requires" "rights" "rightsHolder" "source" "spatial" "subject" "tableOfContents" "temporal" "title" "type" "valid" "institutionID" "collectionID" "datasetID" "institutionCode" "collectionCode" "datasetName" "ownerInstitutionCode" "basisOfRecord" "informationWithheld" "dataGeneralizations" "dynamicProperties" "occurrenceID" "catalogNumber" "recordNumber" "recordedBy" "individualCount" "organismQuantity" "organismQuantityType" "sex" "lifeStage" "reproductiveCondition" "behavior" "establishmentMeans" "occurrenceStatus" "preparations" "disposition" "associatedReferences" "associatedSequences" "associatedTaxa" "otherCatalogNumbers" "occurrenceRemarks" "organismID" "organismName" "organismScope" "associatedOccurrences" "associatedOrganisms" "previousIdentifications" "organismRemarks" "materialSampleID" "eventID" "parentEventID" "fieldNumber" "eventDate" "eventTime" "startDayOfYear" "endDayOfYear" "year" "month" "day" "verbatimEventDate" "habitat" "samplingProtocol" "samplingEffort" "sampleSizeValue" "sampleSizeUnit" "fieldNotes" "eventRemarks" "locationID" "higherGeographyID" "higherGeography" "continent" "waterBody" "islandGroup" "island" "countryCode" "stateProvince" "county" "municipality" "locality" "verbatimLocality" "verbatimElevation" "verbatimDepth" "minimumDistanceAboveSurfaceInMeters" "maximumDistanceAboveSurfaceInMeters" "locationAccordingTo" "locationRemarks" "decimalLatitude" "decimalLongitude" "coordinateUncertaintyInMeters" "coordinatePrecision" "pointRadiusSpatialFit" "verbatimCoordinateSystem" "verbatimSRS" "footprintWKT" "footprintSRS" "footprintSpatialFit" "georeferencedBy" "georeferencedDate" "georeferenceProtocol" "georeferenceSources" "georeferenceVerificationStatus" "georeferenceRemarks" "geologicalContextID" "earliestEonOrLowestEonothem" "latestEonOrHighestEonothem" "earliestEraOrLowestErathem" "latestEraOrHighestErathem" "earliestPeriodOrLowestSystem" "latestPeriodOrHighestSystem" "earliestEpochOrLowestSeries" "latestEpochOrHighestSeries" "earliestAgeOrLowestStage" "latestAgeOrHighestStage" "lowestBiostratigraphicZone" "highestBiostratigraphicZone" "lithostratigraphicTerms" "group" "formation" "member" "bed" "identificationID" "identificationQualifier" "typeStatus" "identifiedBy" "dateIdentified" "identificationReferences" "identificationVerificationStatus" "identificationRemarks" "taxonID" "scientificNameID" "acceptedNameUsageID" "parentNameUsageID" "originalNameUsageID" "nameAccordingToID" "namePublishedInID" "taxonConceptID" "scientificName" "acceptedNameUsage" "parentNameUsage" "originalNameUsage" "nameAccordingTo" "namePublishedIn" "namePublishedInYear" "higherClassification" "kingdom" "phylum" "class" "order" "family" "genus" "subgenus" "specificEpithet" "infraspecificEpithet" "taxonRank" "verbatimTaxonRank" "vernacularName" "nomenclaturalCode" "taxonomicStatus" "nomenclaturalStatus" "taxonRemarks" "datasetKey" "publishingCountry" "lastInterpreted" "elevation" "elevationAccuracy" "depth" "depthAccuracy" "distanceAboveSurface" "distanceAboveSurfaceAccuracy" "issue" "mediaType" "hasCoordinate" "hasGeospatialIssues" "taxonKey" "acceptedTaxonKey" "kingdomKey" "phylumKey" "classKey" "orderKey" "familyKey" "genusKey" "subgenusKey" "speciesKey" "species" "genericName" "acceptedScientificName" "typifiedName" "protocol" "lastParsed" "lastCrawled" "repatriated" "coords.x1" "coords.x2" "optional"
"899" 1042312743 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164569/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164569/1" "164569/1" "" "Ingebrigt Hagen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1893-10-01T00:00:00Z" NA NA NA 1893 10 1 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Malvik" "" "Skjenstad" "" "" "" NA NA NA NA 63.41101 10.69221 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-08-17T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-11-16T14:47:37.490Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2018-11-16T14:47:37.477Z" "2018-11-25T14:41:44.493Z" "true" 584500.089422769 7032500.06570649 TRUE
"900" 1042312738 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164565/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164565/1" "164565/1" "" "Ingebrigt Hagen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1913-05-12T00:00:00Z" NA NA NA 1913 5 12 "" "ad ripam argillosam rivuli" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Trondheim" "" "Selsbak" "" "" "" NA NA NA NA 63.38753 10.37063 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-08-17T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-11-16T14:47:28.317Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2018-11-16T14:47:28.302Z" "2018-11-25T14:41:44.500Z" "true" 568500.083919553 7029500.43869885 TRUE
"901" 1042299550 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:7452/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:7452/1" "7452/1" "" "Kristian Hassel" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1999-05-15T00:00:00Z" NA NA NA 1999 5 15 "" "Leirjord" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Trondheim" "" "Nidelva. Ved Nedre Leirfoss" "" "" "" NA NA NA NA 63.39224 10.39387 71 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "1999-05-15T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:42:20.109Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2016-12-21T00:43:04.697Z" "2018-11-25T14:41:41.357Z" "true" 569650.000146956 7030050.20274598 TRUE
"902" 1042298881 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:7525/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:7525/1" "7525/1" "" "Kristian Hassel" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2000-05-24T00:00:00Z" NA NA NA 2000 5 24 "" "Bar leirjord i skråning" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Trondheim" "" "Flatåsaunet, sidedal til Leirelva" "" "" "" NA NA NA NA 63.3818 10.35935 71 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2000-05-24T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:42:20.184Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2016-12-21T00:42:04.202Z" "2018-11-25T14:42:07.823Z" "true" 567949.948619301 7028850.08315797 TRUE
"903" 1042296708 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:4267/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2017-01-11T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "Artsprosjekt_61-12_Liverworts of western Norway" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:4267/1" "4267/1" "" "Kristian Hassel" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2014-06-19T00:00:00Z" NA NA NA 2014 6 19 "" "Boulder in stream" "" NA NA NA NA "Artsprosjekt 2013-15" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Skudalsvatnet" "" "" "" NA NA NA NA 61.75 5.02816 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2014-06-19T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:42:39.941Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2017-01-31T01:35:33.873Z" "2018-11-25T14:41:40.185Z" "true" 290355.923927521 6852735.0680578 TRUE
"904" 1042296676 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:4282/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2017-01-11T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "Artsprosjekt_61-12_Liverworts of western Norway" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:4282/1" "4282/1" "" "Kristian Hassel" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2014-06-20T00:00:00Z" NA NA NA 2014 6 20 "" "Calluna heath" "" NA NA NA NA "Artsprosjekt 2013-15" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "N of Meraftenakken" "" "" "" NA NA NA NA 61.82419 5.52255 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2014-06-20T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:39:29.363Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2017-01-31T01:35:55.562Z" "2018-11-25T14:41:40.186Z" "true" 316874.248575118 6859495.87573271 TRUE
"905" 1042296491 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:4243/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2017-01-11T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "Artsprosjekt_61-12_Liverworts of western Norway" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:4243/1" "4243/1" "" "Kristian Hassel" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2014-06-18T00:00:00Z" NA NA NA 2014 6 18 "" "Cliff by road, Sorbus-Betula forest" "" NA NA NA NA "BC, Artsprosjekt moser 2013-2015" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Flora" "" "S shore of Svardalsvatnet" "" "" "" NA NA NA NA 61.53026 5.44838 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2014-06-18T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:42:39.923Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2017-01-31T01:35:49.982Z" "2018-11-25T14:41:40.434Z" "true" 311184.074451001 6826999.25512487 TRUE
"906" 1042296481 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:4258/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2017-01-11T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "Artsprosjekt_61-12_Liverworts of western Norway" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:4258/1" "4258/1" "" "Kristian Hassel" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2014-06-19T00:00:00Z" NA NA NA 2014 6 19 "" "Base of cliff" "" NA NA NA NA "Artsprosjekt 2013-15" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Skudalsvatnet" "" "" "" NA NA NA NA 61.73952 5.04491 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2014-06-19T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:42:39.920Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2017-01-31T01:35:34.012Z" "2018-11-25T14:41:40.114Z" "true" 291168.249663892 6851515.25282115 TRUE
"907" 1042296443 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:4238/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2017-01-11T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "Artsprosjekt_61-12_Liverworts of western Norway" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:4238/1" "4238/1" "" "Kristian Hassel" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2014-06-18T00:00:00Z" NA NA NA 2014 6 18 "" "Calluna/Molinia-heath" "" NA NA NA NA "Artsprosjekt 2013-15" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Flora" "" "Osøyro" "" "" "" NA NA NA NA 61.5443 5.39293 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2014-06-18T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:39:28.755Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2017-01-31T01:35:50.004Z" "2018-11-25T14:42:17.060Z" "true" 308324.858741291 6828723.5103231 TRUE
"908" 1042296442 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:3476/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:3476/1" "3476/1" "1145" "Geir Gaarder" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2013-06-10T00:00:00Z" NA NA NA 2013 6 10 "" "Fuktig fjellhei." "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Fjaler" "" "Slettheia" "" "" "" NA NA NA NA 61.2037 5.5543 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Geir Gaarder" "2013-06-10T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:39:29.508Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-21T00:42:02.851Z" "2018-11-25T14:41:40.398Z" "true" 314890.866419157 6790356.68466254 TRUE
"909" 1042296419 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:3475/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:3475/1" "3475/1" "1147" "Geir Gaarder" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2013-06-10T00:00:00Z" NA NA NA 2013 6 10 "" "Fukltig fjellhei." "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Fjaler" "" "Slettheia" "" "" "" NA NA NA NA 61.2055 5.5489 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Geir Gaarder" "2013-06-10T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:39:29.032Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-21T00:42:02.826Z" "2018-11-25T14:41:40.416Z" "true" 314611.542736809 6790572.29715274 TRUE
"910" 1042296155 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:4403/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2017-01-11T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "Artsprosjekt_61-12_Liverworts of western Norway" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:4403/1" "4403/1" "" "Perry Gunnar Larsen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2014-06-17T00:00:00Z" NA NA NA 2014 6 17 "" "Kystfjellhei" "" NA NA NA NA "Artsprosjekt 2013-15" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Bortnedalsen" "" "" "" NA NA NA NA 61.84972 5.47384 7 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Perry Gunnar Larsen" "2014-06-17T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:39:28.907Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2018-02-13T21:10:44.717Z" "2018-11-25T14:42:26.571Z" "true" 314465.258524714 6862475.16053955 TRUE
"911" 1042295849 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:3150/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:3150/1" "3150/1" "M1467Høi" "Torbjørn Høitomt" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2013-07-15T00:00:00Z" NA NA NA 2013 7 15 "" "På marken i fuktig kystfuruskog" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Flora" "" "Blålia, nede ved Storevatnet" "" "" "" NA NA NA NA 61.6599 5.4253 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Torbjørn Høitomt" "2013-07-15T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:39:29.496Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-21T00:43:28.387Z" "2018-11-25T14:42:28.324Z" "true" 310750.632983917 6841492.14245752 TRUE
