x,y,species logistic values
849.0,849.0,9.784849E-12
850.0,850.0,1.5073631E-8
851.0,851.0,1.4757839E-5
852.0,852.0,6.1803427E-12
853.0,853.0,3.740925E-10
854.0,854.0,3.7815903E-6
855.0,855.0,2.7819322E-5
856.0,856.0,2.1144786E-5
857.0,857.0,3.261677E-12
858.0,858.0,4.2496886E-6
859.0,859.0,5.0244823E-13
860.0,860.0,1.6086502E-10
861.0,861.0,1.0221704E-6
862.0,862.0,6.269818E-4
863.0,863.0,1.1181606E-6
864.0,864.0,1.2658137E-11
865.0,865.0,3.258357E-8
866.0,866.0,7.565596E-6
867.0,867.0,0.002917085
868.0,868.0,3.7992548E-10
869.0,869.0,6.274035E-5
870.0,870.0,8.52176E-16
871.0,871.0,2.690314E-10
872.0,872.0,1.3659438E-32
873.0,873.0,0.0031066784
874.0,874.0,5.5192245E-8
875.0,875.0,2.8238317E-8
876.0,876.0,1.5132965E-8
877.0,877.0,0.021297675
878.0,878.0,1.39756015E-14
879.0,879.0,4.2029896E-10
880.0,880.0,2.2800581E-11
881.0,881.0,3.1535344E-11
882.0,882.0,1.3574206E-6
883.0,883.0,1.9146593E-5
884.0,884.0,0.023929233
885.0,885.0,6.928505E-8
886.0,886.0,1.8616275E-18
887.0,887.0,2.89127E-6
888.0,888.0,8.437031E-11
889.0,889.0,9.638794E-7
890.0,890.0,4.0092773E-11
891.0,891.0,1.8599563E-11
892.0,892.0,2.1770473E-4
893.0,893.0,1.5721024E-8
894.0,894.0,1.4966676E-5
895.0,895.0,1.9979893E-4
896.0,896.0,0.0072585107
897.0,897.0,5.45288E-9
898.0,898.0,1.25629385E-5
899.0,899.0,2.8879635E-5
900.0,900.0,4.708255E-4
901.0,901.0,2.5634273E-4
902.0,902.0,1.1711348E-7
903.0,903.0,4.315716E-7
904.0,904.0,2.7521377E-5
905.0,905.0,6.896263E-8
906.0,906.0,5.580324E-14
907.0,907.0,1.9769572E-26
908.0,908.0,1.4320583E-6
909.0,909.0,3.1189708E-4
910.0,910.0,5.9148824E-6
911.0,911.0,5.4467246E-6
912.0,912.0,4.491906E-4
913.0,913.0,4.501673E-5
914.0,914.0,4.630078E-9
915.0,915.0,2.8672545E-11
916.0,916.0,1.4974476E-5
917.0,917.0,6.6727966E-7
918.0,918.0,0.0026001083
919.0,919.0,1.1720198E-13
920.0,920.0,1.3590227E-9
921.0,921.0,4.2129635E-5
922.0,922.0,8.502783E-7
923.0,923.0,1.4631091E-8
924.0,924.0,1.05317995E-4
925.0,925.0,4.428287E-15
926.0,926.0,6.952465E-9
927.0,927.0,1.5761202E-34
928.0,928.0,1.4722333E-11
929.0,929.0,6.129355E-6
930.0,930.0,4.3645554E-19
931.0,931.0,2.855355E-5
932.0,932.0,5.7332224E-19
933.0,933.0,5.4516053E-10
934.0,934.0,9.283852E-6
935.0,935.0,8.576054E-23
936.0,936.0,2.8633138E-5
937.0,937.0,5.19486E-4
938.0,938.0,1.2711954E-4
939.0,939.0,1.3375451E-8
940.0,940.0,1.3196484E-5
941.0,941.0,8.8018055E-9
942.0,942.0,0.0021982295
943.0,943.0,2.2764908E-14
944.0,944.0,6.023757E-8
945.0,945.0,1.4848666E-17
946.0,946.0,6.074275E-11
947.0,947.0,7.374483E-32
948.0,948.0,9.577773E-7
949.0,949.0,9.273754E-7
950.0,950.0,4.2219364E-7
951.0,951.0,5.129328E-15
952.0,952.0,3.547807E-7
953.0,953.0,3.4023256E-7
954.0,954.0,4.767321E-4
955.0,955.0,1.6184871E-13
956.0,956.0,3.8300318E-10
957.0,957.0,5.2840875E-5
958.0,958.0,1.9106908E-4
959.0,959.0,0.0035275382
960.0,960.0,0.047724403
961.0,961.0,3.3241626E-8
962.0,962.0,7.107397E-9
963.0,963.0,8.5868807E-10
964.0,964.0,2.3465864E-4
965.0,965.0,0.012572884
966.0,966.0,2.0391862E-8
967.0,967.0,1.00929716E-10
968.0,968.0,7.2620586E-27
969.0,969.0,5.536752E-5
970.0,970.0,0.0026511236
971.0,971.0,1.5808415E-4
972.0,972.0,2.5053165E-8
973.0,973.0,9.833258E-6
974.0,974.0,2.9356105E-13
975.0,975.0,3.984232E-6
976.0,976.0,5.98744E-7
977.0,977.0,4.668675E-12
978.0,978.0,3.9951953E-8
979.0,979.0,6.4147065E-35
980.0,980.0,1.07081345E-4
981.0,981.0,8.851224E-13
982.0,982.0,2.0434134E-8
983.0,983.0,8.131899E-8
984.0,984.0,3.7780837E-12
985.0,985.0,7.566635E-4
986.0,986.0,1.1640447E-11
987.0,987.0,1.1365446E-16
988.0,988.0,1.7285937E-12
989.0,989.0,1.226571E-7
990.0,990.0,1.5316455E-7
991.0,991.0,5.863566E-9
992.0,992.0,0.0076945447
993.0,993.0,6.3735035E-9
994.0,994.0,5.128497E-6
995.0,995.0,1.4143387E-17
996.0,996.0,9.280399E-35
997.0,997.0,1.8419286E-9
998.0,998.0,0.098907396
999.0,999.0,5.9116877E-13
1000.0,1000.0,3.946117E-9
1001.0,1001.0,1.3967936E-6
1002.0,1002.0,7.926579E-15
1003.0,1003.0,6.0092594E-4
1004.0,1004.0,2.895283E-10
1005.0,1005.0,5.6887416E-6
1006.0,1006.0,5.145772E-4
1007.0,1007.0,9.2975725E-8
1008.0,1008.0,1.6077777E-6
1009.0,1009.0,3.987827E-5
1010.0,1010.0,5.493692E-12
1011.0,1011.0,3.061921E-20
1012.0,1012.0,4.3133805E-6
1013.0,1013.0,1.5819771E-7
1014.0,1014.0,5.9144263E-8
1015.0,1015.0,1.4675532E-8
1016.0,1016.0,5.2461253E-9
1017.0,1017.0,2.1958E-5
1018.0,1018.0,1.859164E-5
1019.0,1019.0,6.1130044E-7
1020.0,1020.0,2.9976465E-18
1021.0,1021.0,1.5461519E-15
1022.0,1022.0,4.7028725E-6
1023.0,1023.0,6.8194926E-4
1024.0,1024.0,0.0
1025.0,1025.0,1.5639816E-6
1026.0,1026.0,3.5623434E-6
1027.0,1027.0,2.5302092E-18
1028.0,1028.0,0.009623574
1029.0,1029.0,3.4499818E-34
1030.0,1030.0,2.0374171E-4
1031.0,1031.0,4.972978E-7
1032.0,1032.0,2.7297958E-6
1033.0,1033.0,2.6085384E-6
1034.0,1034.0,1.6764507E-13
1035.0,1035.0,1.2620626E-11
1036.0,1036.0,9.50664E-15
1037.0,1037.0,3.687838E-7
1038.0,1038.0,0.035920963
1039.0,1039.0,2.945323E-5
1040.0,1040.0,1.0194911E-33
1041.0,1041.0,4.5048655E-6
1042.0,1042.0,4.1412304E-6
1043.0,1043.0,2.5303886E-11
1044.0,1044.0,8.4681285E-4
1045.0,1045.0,2.6513944E-10
1046.0,1046.0,1.0648269E-36
1047.0,1047.0,3.4786415E-6
1048.0,1048.0,6.092668E-11
1049.0,1049.0,3.0472478E-9
1050.0,1050.0,6.602E-42
1051.0,1051.0,3.673067E-14
1052.0,1052.0,3.0172155E-6
1053.0,1053.0,2.38012E-4
1054.0,1054.0,3.3262906E-5
1055.0,1055.0,1.7292935E-10
1056.0,1056.0,0.0
1057.0,1057.0,5.0812525E-7
1058.0,1058.0,4.3982126E-8
1059.0,1059.0,0.003717539
1060.0,1060.0,2.5971758E-7
1061.0,1061.0,1.7914806E-8
1062.0,1062.0,2.8647467E-15
1063.0,1063.0,1.5525208E-6
1064.0,1064.0,1.0105349E-16
1065.0,1065.0,2.432397E-7
1066.0,1066.0,5.102705E-4
1067.0,1067.0,2.2306219E-7
1068.0,1068.0,3.588135E-28
1069.0,1069.0,2.4716928E-6
1070.0,1070.0,1.3689461E-5
1071.0,1071.0,1.0746301E-12
1072.0,1072.0,1.8706519E-8
1073.0,1073.0,2.812711E-15
1074.0,1074.0,1.0199282E-5
1075.0,1075.0,9.9993945E-12
1076.0,1076.0,3.2784588E-13
1077.0,1077.0,2.289365E-8
1078.0,1078.0,2.6264516E-10
1079.0,1079.0,1.3744543E-9
1080.0,1080.0,6.174021E-5
1081.0,1081.0,9.822855E-7
1082.0,1082.0,5.029832E-6
1083.0,1083.0,5.903079E-15
1084.0,1084.0,7.7997065E-8
1085.0,1085.0,1.242985E-7
1086.0,1086.0,1.9855381E-4
1087.0,1087.0,4.770435E-8
1088.0,1088.0,4.2119342E-7
1089.0,1089.0,6.415735E-7
1090.0,1090.0,0.0035862906
1091.0,1091.0,1.0302281E-4
1092.0,1092.0,2.9384634E-16
1093.0,1093.0,2.9529574E-6
1094.0,1094.0,1.08917375E-4
1095.0,1095.0,5.1341695E-4
1096.0,1096.0,9.3089685E-12
1097.0,1097.0,4.3835604E-7
1098.0,1098.0,4.8444853E-9
1099.0,1099.0,6.566207E-7
1100.0,1100.0,1.2934186E-4
1101.0,1101.0,5.6564033E-9
1102.0,1102.0,3.2491712E-8
1103.0,1103.0,2.8893928E-5
1104.0,1104.0,0.14005938
1105.0,1105.0,2.9452015E-6
1106.0,1106.0,0.0017557149
1107.0,1107.0,7.327816E-10
1108.0,1108.0,1.6696889E-15
1109.0,1109.0,4.4494427E-14
1110.0,1110.0,2.7377833E-33
1111.0,1111.0,2.5795194E-5
1112.0,1112.0,1.2766832E-8
1113.0,1113.0,2.398189E-15
1114.0,1114.0,3.2423696E-8
1115.0,1115.0,3.1493346E-7
1116.0,1116.0,3.9406785E-9
1117.0,1117.0,2.527681E-8
1118.0,1118.0,6.8116138E-12
1119.0,1119.0,7.23074E-34
1120.0,1120.0,8.8058045E-4
1121.0,1121.0,4.5376918E-11
1122.0,1122.0,5.1811517E-11
1123.0,1123.0,0.009395242
1124.0,1124.0,5.6676177E-14
1125.0,1125.0,7.38298E-7
1126.0,1126.0,3.592554E-15
1127.0,1127.0,0.012817972
1128.0,1128.0,6.8294E-5
1129.0,1129.0,0.0011584155
1130.0,1130.0,1.5504826E-14
1131.0,1131.0,3.5910328E-9
1132.0,1132.0,2.7599242E-13
1133.0,1133.0,1.3039955E-4
1134.0,1134.0,3.0856063E-20
1135.0,1135.0,2.360669E-9
1136.0,1136.0,1.0842917E-7
1137.0,1137.0,3.205276E-6
1138.0,1138.0,9.464216E-6
1139.0,1139.0,2.1926858E-6
1140.0,1140.0,1.7822488E-9
1141.0,1141.0,7.271214E-5
1142.0,1142.0,0.007051281
1143.0,1143.0,1.8232758E-7
1144.0,1144.0,1.9868381E-29
1145.0,1145.0,0.0030407521
1146.0,1146.0,1.15273596E-10
1147.0,1147.0,2.3749688E-21
1148.0,1148.0,2.695575E-10
1149.0,1149.0,3.6160408E-10
1150.0,1150.0,1.0454257E-11
1151.0,1151.0,6.4869156E-24
1152.0,1152.0,5.456263E-9
1153.0,1153.0,6.1915285E-5
1154.0,1154.0,6.322512E-7
1155.0,1155.0,2.0870562E-8
1156.0,1156.0,1.0555311E-7
1157.0,1157.0,1.6438018E-11
1158.0,1158.0,2.2244081E-14
1159.0,1159.0,5.073445E-7
1160.0,1160.0,8.1125513E-4
1161.0,1161.0,3.09655E-11
1162.0,1162.0,9.370822E-9
1163.0,1163.0,1.7971801E-7
1164.0,1164.0,1.3129426E-12
1165.0,1165.0,6.826685E-9
1166.0,1166.0,5.1003497E-7
1167.0,1167.0,2.1913021E-10
1168.0,1168.0,7.352612E-8
1169.0,1169.0,3.937242E-6
1170.0,1170.0,0.00826756
1171.0,1171.0,3.226447E-7
1172.0,1172.0,6.1341683E-9
1173.0,1173.0,9.659628E-5
1174.0,1174.0,0.0032599273
1175.0,1175.0,9.557596E-12
1176.0,1176.0,3.3818757E-9
1177.0,1177.0,1.3108601E-4
1178.0,1178.0,1.9464128E-6
1179.0,1179.0,3.680369E-12
1180.0,1180.0,1.6464313E-9
1181.0,1181.0,6.538743E-5
1182.0,1182.0,1.087829E-8
1183.0,1183.0,8.238382E-15
1184.0,1184.0,6.874656E-5
1185.0,1185.0,5.1191847E-13
1186.0,1186.0,0.002190334
1187.0,1187.0,4.6420763E-14
1188.0,1188.0,6.1565E-8
1189.0,1189.0,6.8442314E-9
1190.0,1190.0,1.1749615E-5
1191.0,1191.0,0.0029282267
1192.0,1192.0,1.5520844E-6
1193.0,1193.0,2.0438755E-7
1194.0,1194.0,4.687753E-12
1195.0,1195.0,1.1122688E-8
1196.0,1196.0,5.4369133E-4
1197.0,1197.0,8.536447E-4
1198.0,1198.0,1.2986016E-5
1199.0,1199.0,8.630543E-4
1200.0,1200.0,0.0011238706
1201.0,1201.0,8.146944E-6
1202.0,1202.0,2.5132555E-23
1203.0,1203.0,0.0028016805
1204.0,1204.0,5.353007E-8
1205.0,1205.0,6.070548E-6
1206.0,1206.0,4.099361E-9
1207.0,1207.0,6.2948136E-9
1208.0,1208.0,5.373387E-10
1209.0,1209.0,1.5113137E-10
1210.0,1210.0,2.2582155E-6
1211.0,1211.0,2.0639828E-7
1212.0,1212.0,1.2834752E-22
1213.0,1213.0,3.1310973E-14
1214.0,1214.0,7.640837E-29
1215.0,1215.0,9.1099274E-14
1216.0,1216.0,5.5529024E-5
1217.0,1217.0,2.4510843E-12
1218.0,1218.0,3.8889478E-13
1219.0,1219.0,3.5108823E-15
1220.0,1220.0,5.7032146E-13
1221.0,1221.0,1.9555118E-7
1222.0,1222.0,5.3801035E-8
1223.0,1223.0,7.3975616E-6
1224.0,1224.0,2.6269532E-37
1225.0,1225.0,0.64294726
1226.0,1226.0,1.3000499E-21
1227.0,1227.0,5.466561E-11
1228.0,1228.0,3.8886743E-4
1229.0,1229.0,2.6980384E-8
1230.0,1230.0,6.937805E-14
1231.0,1231.0,1.9564695E-4
1232.0,1232.0,6.501686E-5
1233.0,1233.0,2.0880657E-8
1234.0,1234.0,0.007875534
1235.0,1235.0,4.244445E-18
1236.0,1236.0,1.5652294E-11
1237.0,1237.0,2.7528712E-8
1238.0,1238.0,9.513012E-5
1239.0,1239.0,5.998843E-8
1240.0,1240.0,2.8974347E-9
1241.0,1241.0,4.814434E-34
1242.0,1242.0,7.46217E-24
1243.0,1243.0,4.8322923E-9
1244.0,1244.0,3.646776E-10
1245.0,1245.0,4.5584448E-17
1246.0,1246.0,3.1676918E-36
1247.0,1247.0,5.9175206E-14
1248.0,1248.0,3.358402E-8
1249.0,1249.0,9.918344E-11
1250.0,1250.0,0.23090248
1251.0,1251.0,1.0014683E-5
1252.0,1252.0,2.577934E-19
1253.0,1253.0,7.0396447E-15
1254.0,1254.0,1.4120196E-6
1255.0,1255.0,1.6878755E-9
1256.0,1256.0,1.8267434E-12
1257.0,1257.0,0.12118154
1258.0,1258.0,0.0012105498
1259.0,1259.0,3.0883814E-6
1260.0,1260.0,9.100424E-37
1261.0,1261.0,8.2435164E-14
1262.0,1262.0,5.7145866E-4
1263.0,1263.0,3.9119173E-11
1264.0,1264.0,2.9778386E-8
1265.0,1265.0,1.5402458E-31
1266.0,1266.0,2.1271418E-9
1267.0,1267.0,8.580051E-10
1268.0,1268.0,6.841472E-13
1269.0,1269.0,4.1637154E-8
1270.0,1270.0,2.1928167E-7
1271.0,1271.0,2.9203916E-6
1272.0,1272.0,8.335649E-11
1273.0,1273.0,3.1145834E-7
1274.0,1274.0,5.152224E-9
1275.0,1275.0,5.855033E-9
1276.0,1276.0,2.786039E-5
1277.0,1277.0,5.7016376E-7
1278.0,1278.0,2.7148835E-6
1279.0,1279.0,2.643441E-6
1280.0,1280.0,3.3819376E-14
1281.0,1281.0,0.11125664
1282.0,1282.0,9.8801326E-29
1283.0,1283.0,4.090826E-6
1284.0,1284.0,1.7322284E-10
1285.0,1285.0,1.9722815E-10
1286.0,1286.0,3.375895E-8
1287.0,1287.0,6.59931E-9
1288.0,1288.0,2.1768612E-4
1289.0,1289.0,5.081747E-9
1290.0,1290.0,3.954202E-5
1291.0,1291.0,1.212475E-6
1292.0,1292.0,2.7478793E-15
1293.0,1293.0,1.2070641E-12
1294.0,1294.0,1.5589408E-6
1295.0,1295.0,5.4542107E-11
1296.0,1296.0,1.0061083E-9
1297.0,1297.0,5.0946223E-8
1298.0,1298.0,9.2719597E-7
1299.0,1299.0,9.301094E-7
1300.0,1300.0,5.567612E-17
1301.0,1301.0,2.5177482E-5
1302.0,1302.0,3.5541593E-6
1303.0,1303.0,9.551395E-17
1304.0,1304.0,1.473897E-7
1305.0,1305.0,1.6435836E-10
1306.0,1306.0,7.902232E-12
1307.0,1307.0,9.607952E-9
1308.0,1308.0,1.5937087E-34
1309.0,1309.0,2.5218756E-6
1310.0,1310.0,3.1863615E-6
1311.0,1311.0,1.0159809E-13
1312.0,1312.0,2.2829136E-4
1313.0,1313.0,3.181569E-7
1314.0,1314.0,3.8449605E-7
1315.0,1315.0,5.254532E-10
1316.0,1316.0,0.0018058252
1317.0,1317.0,4.281476E-5
1318.0,1318.0,4.8296874E-7
1319.0,1319.0,5.1762987E-7
1320.0,1320.0,0.0022781794
1321.0,1321.0,3.8252697E-8
1322.0,1322.0,1.2750453E-5
1323.0,1323.0,2.1024983E-12
1324.0,1324.0,5.58279E-14
1325.0,1325.0,2.1681983E-4
1326.0,1326.0,3.6208107E-16
1327.0,1327.0,1.1235022E-7
1328.0,1328.0,2.809965E-13
1329.0,1329.0,1.9510731E-36
1330.0,1330.0,1.6347974E-9
1331.0,1331.0,2.6637576E-7
1332.0,1332.0,1.6609072E-23
1333.0,1333.0,1.411832E-6
1334.0,1334.0,3.0867227E-19
1335.0,1335.0,2.9344298E-8
1336.0,1336.0,0.0071113408
1337.0,1337.0,1.7254211E-12
1338.0,1338.0,3.0170858E-4
1339.0,1339.0,1.808311E-16
1340.0,1340.0,1.931505E-12
1341.0,1341.0,6.5102754E-6
1342.0,1342.0,8.1873475E-7
1343.0,1343.0,9.872465E-7
1344.0,1344.0,3.30552E-9
1345.0,1345.0,5.5918786E-6
1346.0,1346.0,2.7365768E-6
1347.0,1347.0,0.0
1348.0,1348.0,5.554262E-8
1349.0,1349.0,3.8408563E-16
1350.0,1350.0,4.731079E-8
1351.0,1351.0,1.6823714E-31
1352.0,1352.0,1.9186207E-7
1353.0,1353.0,1.9201661E-17
1354.0,1354.0,3.3200293E-13
1355.0,1355.0,4.5264277E-25
1356.0,1356.0,9.169209E-13
1357.0,1357.0,2.364555E-7
1358.0,1358.0,8.142037E-8
1359.0,1359.0,2.992445E-4
1360.0,1360.0,1.11812564E-11
1361.0,1361.0,1.0078085E-5
1362.0,1362.0,2.623319E-6
1363.0,1363.0,4.4575046E-8
1364.0,1364.0,1.3043679E-7
1365.0,1365.0,5.1302305E-7
1366.0,1366.0,2.1789931E-13
1367.0,1367.0,8.8780443E-4
1368.0,1368.0,1.3170158E-15
1369.0,1369.0,1.00033496E-7
1370.0,1370.0,5.7730443E-7
1371.0,1371.0,5.4924203E-6
1372.0,1372.0,1.7655211E-6
1373.0,1373.0,7.567038E-5
1374.0,1374.0,9.444161E-8
1375.0,1375.0,1.0053114E-11
1376.0,1376.0,1.8862882E-5
1377.0,1377.0,8.3599494E-5
1378.0,1378.0,8.3101423E-7
1379.0,1379.0,1.3953185E-8
1380.0,1380.0,2.2537685E-7
1381.0,1381.0,1.9814744E-12
1382.0,1382.0,5.964401E-16
1383.0,1383.0,1.6200704E-6
1384.0,1384.0,2.4094976E-13
1385.0,1385.0,1.7655067E-11
1386.0,1386.0,4.1861518E-4
1387.0,1387.0,8.7455366E-5
1388.0,1388.0,0.0027662474
1389.0,1389.0,1.2590547E-4
1390.0,1390.0,1.2576013E-8
1391.0,1391.0,1.5074429E-8
1392.0,1392.0,3.2290135E-4
1393.0,1393.0,0.0027302639
1394.0,1394.0,1.7750341E-13
1395.0,1395.0,5.619395E-12
1396.0,1396.0,1.246623E-14
1397.0,1397.0,2.4659172E-8
1398.0,1398.0,1.6862222E-7
1399.0,1399.0,1.1364127E-6
1400.0,1400.0,1.00484736E-4
1401.0,1401.0,1.2336992E-7
1402.0,1402.0,3.8111187E-7
1403.0,1403.0,0.013733806
1404.0,1404.0,6.769335E-6
1405.0,1405.0,3.1844608E-10
1406.0,1406.0,1.598229E-8
1407.0,1407.0,1.7682433E-8
1408.0,1408.0,6.7880006E-5
1409.0,1409.0,3.7965258E-9
1410.0,1410.0,2.6150826E-24
1411.0,1411.0,4.8682247E-10
1412.0,1412.0,2.3609482E-6
1413.0,1413.0,6.718223E-13
1414.0,1414.0,3.2185253E-5
1415.0,1415.0,8.222188E-7
1416.0,1416.0,6.3838834E-10
1417.0,1417.0,1.788549E-7
1418.0,1418.0,5.8757357E-12
1419.0,1419.0,1.3215656E-5
1420.0,1420.0,7.8676334E-13
1421.0,1421.0,2.349532E-9
1422.0,1422.0,2.8965832E-8
1423.0,1423.0,3.991604E-5
1424.0,1424.0,3.952082E-32
1425.0,1425.0,3.6203449E-13
1426.0,1426.0,3.7556616E-5
1427.0,1427.0,1.3342974E-16
1428.0,1428.0,2.2908186E-8
1429.0,1429.0,8.1205304E-10
1430.0,1430.0,1.7479759E-5
1431.0,1431.0,6.0928243E-20
1432.0,1432.0,0.0036248162
1433.0,1433.0,2.926926E-10
1434.0,1434.0,9.967637E-11
1435.0,1435.0,6.337931E-4
1436.0,1436.0,4.4094116E-14
1437.0,1437.0,3.6781683E-13
1438.0,1438.0,1.8671301E-6
1439.0,1439.0,1.0840682E-10
1440.0,1440.0,0.004856796
1441.0,1441.0,2.8424836E-6
1442.0,1442.0,4.6797435E-13
1443.0,1443.0,1.2639321E-5
1444.0,1444.0,2.0846828E-7
1445.0,1445.0,2.0284732E-8
1446.0,1446.0,0.00314527
1447.0,1447.0,6.6698963E-13
1448.0,1448.0,0.0020651484
1449.0,1449.0,2.585205E-13
1450.0,1450.0,5.613139E-18
1451.0,1451.0,7.0302625E-11
1452.0,1452.0,2.2450068E-15
1453.0,1453.0,1.2131158E-13
1454.0,1454.0,1.3327579E-12
1455.0,1455.0,4.475461E-8
1456.0,1456.0,1.8676695E-6
1457.0,1457.0,7.023423E-9
1458.0,1458.0,2.996347E-10
1459.0,1459.0,1.5083342E-7
1460.0,1460.0,0.023411637
1461.0,1461.0,9.6013455E-15
1462.0,1462.0,6.918888E-7
1463.0,1463.0,6.930467E-37
1464.0,1464.0,8.989575E-5
1465.0,1465.0,4.9467512E-6
1466.0,1466.0,1.0151355E-12
1467.0,1467.0,3.4593192E-12
1468.0,1468.0,2.5354822E-8
1469.0,1469.0,2.7116224E-13
1470.0,1470.0,7.378821E-10
1471.0,1471.0,3.0578662E-13
1472.0,1472.0,8.522168E-6
1473.0,1473.0,2.9147375E-7
1474.0,1474.0,3.463663E-8
1475.0,1475.0,0.007976764
1476.0,1476.0,1.8322422E-11
1477.0,1477.0,6.1601936E-6
1478.0,1478.0,8.3350745E-20
1479.0,1479.0,7.252696E-6
1480.0,1480.0,1.3356381E-8
1481.0,1481.0,0.0057404316
1482.0,1482.0,6.103963E-10
1483.0,1483.0,1.7145862E-12
1484.0,1484.0,7.6402923E-10
1485.0,1485.0,8.168304E-18
1486.0,1486.0,0.5038606
1487.0,1487.0,2.94296E-5
1488.0,1488.0,7.1124878E-6
1489.0,1489.0,4.6095815E-13
1490.0,1490.0,7.499946E-7
1491.0,1491.0,1.2722529E-20
1492.0,1492.0,2.653428E-10
1493.0,1493.0,0.0
1494.0,1494.0,2.1268525E-12
1495.0,1495.0,8.93865E-8
1496.0,1496.0,1.7474545E-9
1497.0,1497.0,1.5500939E-6
1498.0,1498.0,3.6037718E-12
1499.0,1499.0,0.0
1500.0,1500.0,5.4721045E-6
1501.0,1501.0,1.1668153E-9
1502.0,1502.0,0.1286239
1503.0,1503.0,7.330962E-13
1504.0,1504.0,1.8082348E-13
1505.0,1505.0,9.847037E-8
1506.0,1506.0,2.6169043E-6
1507.0,1507.0,5.250533E-9
1508.0,1508.0,0.0025089763
1509.0,1509.0,1.5954744E-9
1510.0,1510.0,1.7218281E-7
1511.0,1511.0,1.1159371E-7
1512.0,1512.0,1.6574258E-13
1513.0,1513.0,6.5572764E-10
1514.0,1514.0,3.8500674E-12
1515.0,1515.0,1.0114108E-9
1516.0,1516.0,3.2183326E-8
1517.0,1517.0,1.9937745E-6
1518.0,1518.0,7.009112E-7
1519.0,1519.0,1.11350804E-4
1520.0,1520.0,7.577824E-6
1521.0,1521.0,4.0762084E-6
1522.0,1522.0,4.2021675E-6
1523.0,1523.0,1.8377072E-7
1524.0,1524.0,7.256971E-18
1525.0,1525.0,1.3783363E-8
1526.0,1526.0,1.7093926E-9
1527.0,1527.0,6.047804E-5
1528.0,1528.0,1.2264884E-6
1529.0,1529.0,5.1612723E-13
1530.0,1530.0,1.1081905E-12
1531.0,1531.0,1.5982971E-6
1532.0,1532.0,3.222647E-5
1533.0,1533.0,3.7064552E-14
1534.0,1534.0,2.6282221E-5
1535.0,1535.0,3.8332158E-36
1536.0,1536.0,1.7013571E-6
1537.0,1537.0,1.033578E-4
1538.0,1538.0,1.2028617E-34
1539.0,1539.0,0.009860302
1540.0,1540.0,2.1999125E-5
1541.0,1541.0,5.4209443E-21
1542.0,1542.0,2.2712787E-7
1543.0,1543.0,4.0261597E-7
1544.0,1544.0,8.247512E-5
1545.0,1545.0,0.0043263524
1546.0,1546.0,1.07956E-8
1547.0,1547.0,1.9547307E-10
1548.0,1548.0,1.8804751E-6
1549.0,1549.0,0.005307544
1550.0,1550.0,2.95931E-13
1551.0,1551.0,8.19681E-6
1552.0,1552.0,1.0176876E-13
1553.0,1553.0,6.9379707E-6
1554.0,1554.0,6.8544765E-15
1555.0,1555.0,2.6801647E-6
1556.0,1556.0,2.1407315E-16
1557.0,1557.0,0.0017427005
1558.0,1558.0,2.6767297E-9
1559.0,1559.0,6.18499E-8
1560.0,1560.0,3.939046E-10
1561.0,1561.0,5.418015E-5
1562.0,1562.0,1.1582729E-6
1563.0,1563.0,5.1134444E-13
1564.0,1564.0,4.984715E-7
1565.0,1565.0,1.0010066E-11
1566.0,1566.0,0.66271996
1567.0,1567.0,3.2370632E-12
1568.0,1568.0,6.8715127E-7
1569.0,1569.0,1.2319346E-5
1570.0,1570.0,2.735571E-6
1571.0,1571.0,9.112489E-13
1572.0,1572.0,0.0012282243
1573.0,1573.0,1.8364495E-19
1574.0,1574.0,1.7939847E-7
1575.0,1575.0,5.2622702E-12
1576.0,1576.0,5.1044314E-8
1577.0,1577.0,7.633779E-6
1578.0,1578.0,1.3160128E-6
1579.0,1579.0,1.1999198E-7
1580.0,1580.0,2.6167501E-9
1581.0,1581.0,4.4995675E-5
1582.0,1582.0,1.779681E-6
1583.0,1583.0,1.9815696E-11
1584.0,1584.0,1.4307507E-8
1585.0,1585.0,1.0019509E-9
1586.0,1586.0,2.1457726E-7
1587.0,1587.0,2.9535412E-14
1588.0,1588.0,3.7572084E-31
1589.0,1589.0,1.9487805E-8
1590.0,1590.0,9.523385E-13
1591.0,1591.0,5.497188E-7
1592.0,1592.0,1.4133772E-8
1593.0,1593.0,1.8794732E-6
1594.0,1594.0,1.2607926E-6
1595.0,1595.0,3.7870789E-6
1596.0,1596.0,0.0015725138
1597.0,1597.0,1.598949E-7
1598.0,1598.0,2.1843402E-11
1599.0,1599.0,5.622276E-6
1600.0,1600.0,4.8173574E-4
1601.0,1601.0,2.5056786E-14
1602.0,1602.0,3.9104497E-11
1603.0,1603.0,0.0032313827
1604.0,1604.0,6.9911485E-9
1605.0,1605.0,8.545572E-23
1606.0,1606.0,8.245926E-10
1607.0,1607.0,2.456067E-6
1608.0,1608.0,1.7512755E-29
1609.0,1609.0,1.652845E-12
1610.0,1610.0,1.2743805E-5
1611.0,1611.0,1.0146445E-5
1612.0,1612.0,0.0010376412
1613.0,1613.0,6.003333E-17
1614.0,1614.0,1.9512791E-16
1615.0,1615.0,0.0010045029
1616.0,1616.0,6.005109E-8
1617.0,1617.0,0.0019028297
1618.0,1618.0,3.600474E-8
1619.0,1619.0,4.3455972E-13
1620.0,1620.0,1.6667474E-5
1621.0,1621.0,5.2146576E-9
1622.0,1622.0,5.916188E-14
