X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,4.3268989609807925E-4,59.1586854942574,0.5592660899492718
2.0,2.0,train,1.7623896377889654E-4,16.28429115766794,0.3407404163104566
3.0,3.0,train,4.272406064297969E-4,58.295250681247495,0.5561398103089596
4.0,4.0,train,3.079105769881627E-4,37.95401681418478,0.4745151450953319
6.0,6.0,train,2.3839623159774818E-4,26.140851786749405,0.4114672579145844
7.0,7.0,train,3.2262685857247853E-4,40.170951480692075,0.4861683245117507
10.0,10.0,train,6.716902074805691E-4,83.25900635935936,0.6632832370206875
12.0,12.0,train,5.420824221951322E-4,71.79072259987068,0.6138633016379478
13.0,13.0,train,5.563790150717535E-4,73.17984107224879,0.6200151438064885
15.0,15.0,train,9.109548839724115E-4,95.1880894292515,0.7276349329550242
17.0,17.0,train,4.838045518871081E-4,65.76464493561575,0.5865796921591596
18.0,18.0,train,9.049456613010807E-4,94.91845772344422,0.7263212941262538
19.0,19.0,train,7.172757404378228E-4,86.25494060121025,0.6777876201847639
22.0,22.0,train,5.339867650975302E-4,70.68922270173856,0.6102905785542799
23.0,23.0,train,4.8655206824142663E-4,66.26454912291175,0.587952294891476
24.0,24.0,train,9.071884147562272E-4,95.04939725451116,0.7268130479684315
25.0,25.0,train,3.990464280351628E-4,53.528851482425836,0.5392293385495966
26.0,26.0,train,5.786364614978445E-4,74.98302356422741,0.6292118588095675
28.0,28.0,train,5.074017735085655E-4,68.01605458843171,0.5980786638825377
29.0,29.0,train,4.0124315608818363E-4,53.87910575661549,0.5405930545578012
30.0,30.0,train,6.191357605588253E-4,78.63215045152859,0.644852252278049
31.0,31.0,train,4.5547765108659217E-4,62.29542748968483,0.5718760242738052
32.0,32.0,train,2.6592797320847887E-4,30.966826224990374,0.43816522526449075
33.0,33.0,train,3.3350495462069915E-4,41.98124654356399,0.49445534762592025
34.0,34.0,train,1.0697585298798013E-4,6.799588865250585,0.23880648023693773
35.0,35.0,train,2.632784243913775E-4,30.53219561087411,0.435701714069213
36.0,36.0,train,4.0335272136601233E-4,54.250871365317366,0.541895083820346
37.0,37.0,train,1.4928853056617622E-4,12.233457722780933,0.3045007547946029
38.0,38.0,train,3.687985939483612E-4,47.79829154461291,0.5195933213291223
39.0,39.0,train,6.67459817716028E-4,83.06555487878204,0.6618707217064388
40.0,40.0,train,4.507235881182889E-4,61.52488615614462,0.5693052179656332
41.0,41.0,train,2.977061479126602E-4,36.025094090583444,0.4661194181128384
