Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,Forest_Productivity contribution,Forest_Type contribution,bio10_16 contribution,bio12_16 contribution,bio15_16 contribution,moose2015 contribution,red_deer2015 contribution,roe_deer2015 contribution,Forest_Productivity permutation importance,Forest_Type permutation importance,bio10_16 permutation importance,bio12_16 permutation importance,bio15_16 permutation importance,moose2015 permutation importance,red_deer2015 permutation importance,roe_deer2015 permutation importance,Training gain without Forest_Productivity,Training gain without Forest_Type,Training gain without bio10_16,Training gain without bio12_16,Training gain without bio15_16,Training gain without moose2015,Training gain without red_deer2015,Training gain without roe_deer2015,Training gain with only Forest_Productivity,Training gain with only Forest_Type,Training gain with only bio10_16,Training gain with only bio12_16,Training gain with only bio15_16,Training gain with only moose2015,Training gain with only red_deer2015,Training gain with only roe_deer2015,Test gain without Forest_Productivity,Test gain without Forest_Type,Test gain without bio10_16,Test gain without bio12_16,Test gain without bio15_16,Test gain without moose2015,Test gain without red_deer2015,Test gain without roe_deer2015,Test gain with only Forest_Productivity,Test gain with only Forest_Type,Test gain with only bio10_16,Test gain with only bio12_16,Test gain with only bio15_16,Test gain with only moose2015,Test gain with only red_deer2015,Test gain with only roe_deer2015,AUC without Forest_Productivity,AUC without Forest_Type,AUC without bio10_16,AUC without bio12_16,AUC without bio15_16,AUC without moose2015,AUC without red_deer2015,AUC without roe_deer2015,AUC with only Forest_Productivity,AUC with only Forest_Type,AUC with only bio10_16,AUC with only bio12_16,AUC with only bio15_16,AUC with only moose2015,AUC with only red_deer2015,AUC with only roe_deer2015,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity logistic threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity logistic threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,28,0.6357,0.8475,160,0.8434,8,0.3172,0.7581,0.0330,4117,14.4070,15.2397,0.2051,6.9288,14.6812,4.4766,12.6352,31.4263,9.9684,15.0575,2.0401,7.3721,12.5147,0.2080,10.1077,42.7315,0.5941,0.5518,0.6325,0.5726,0.5330,0.6304,0.5454,0.4473,0.1111,0.0715,0.0324,0.0379,0.0475,0.0174,0.0918,0.1512,0.3855,0.1360,0.3516,0.3187,0.5368,0.3106,0.2452,0.2141,-0.0088,0.1363,0.1119,0.0159,-0.2307,-0.0133,0.0505,0.2453,0.7695,0.6999,0.7696,0.7508,0.8071,0.7579,0.7168,0.7280,0.5811,0.5832,0.6604,0.5803,0.3970,0.4888,0.6164,0.6854,7.6872,0.2632,1.0000,0.0727,0.8059,0.0000,0.0000,1.78E-1,5.0000,0.1493,0.6364,0.0000,0.0000,2.69E-2,10.0000,0.2068,0.5157,0.0357,0.0000,5E-3,8.3521,0.1915,0.5509,0.0000,0.0000,8.482E-3,12.6020,0.2337,0.4668,0.0714,0.0000,2.256E-3,30.3607,0.3996,0.2606,0.2500,0.3750,3.252E-2,53.4990,0.5485,0.1241,0.3214,0.8750,6.536E-1,29.7419,0.3954,0.2657,0.2500,0.2500,5.889E-3,16.1312,0.2719,0.4115,0.1429,0.0000,8.216E-4,6.7741,0.1747,0.5880,0.0000,0.0000,1.43E-2,9.3363,0.2009,0.5295,0.0357,0.0000,6.18E-3
species_1,29,0.5666,0.7613,180,0.8373,7,0.4878,0.7693,0.0649,4119,17.7497,17.5759,0.4962,4.9334,1.5657,0.1729,16.5171,40.9891,7.6943,8.6024,1.8551,10.5228,0.0000,1.0101,22.6177,47.6976,0.5083,0.4790,0.5614,0.5139,0.5587,0.5646,0.4631,0.3785,0.1203,0.0737,0.0397,0.0368,0.0006,0.0000,0.0645,0.1868,0.6779,0.2773,0.5613,0.4326,0.3537,0.5429,0.4030,0.3944,-0.0963,0.1378,0.1004,0.0084,-0.0341,-0.0007,0.1792,0.0759,0.8146,0.6981,0.7871,0.7545,0.7318,0.7770,0.7388,0.7447,0.5258,0.5832,0.6399,0.3577,0.0886,0.3806,0.6435,0.5435,7.7570,0.2798,1.0000,0.0782,0.7992,0.0000,0.0000,2.083E-1,5.0000,0.1523,0.6252,0.0000,0.0000,3.732E-2,10.0000,0.2294,0.4999,0.0690,0.1429,6.242E-2,7.1166,0.1777,0.5642,0.0000,0.0000,1.82E-2,10.1458,0.2308,0.4972,0.0690,0.1429,6.069E-2,37.1332,0.4866,0.2319,0.2414,0.4286,5.501E-2,37.0927,0.4862,0.2321,0.2069,0.4286,5.521E-2,23.3262,0.4009,0.3292,0.1724,0.2857,4.293E-2,9.8909,0.2281,0.5021,0.0690,0.0000,8.041E-3,7.1166,0.1777,0.5642,0.0000,0.0000,1.82E-2,6.9976,0.1751,0.5674,0.0000,0.0000,1.893E-2
species_2,29,0.7476,0.9230,160,0.8509,7,-0.5201,0.6010,0.0921,4119,3.5901,18.9273,18.5467,5.2335,16.7090,3.8002,4.9844,28.2088,0.0000,17.3907,7.1412,8.9284,8.5933,0.0989,13.4511,44.3964,0.7363,0.5756,0.7207,0.6945,0.5950,0.7353,0.7069,0.6244,0.0592,0.1010,0.0999,0.0326,0.0741,0.0308,0.0779,0.1781,-0.4381,-0.2136,-0.2746,-0.5714,0.0207,-0.5159,-0.7381,-0.8234,0.1424,-0.0672,-0.1329,0.0304,-0.4779,-0.0893,0.1170,0.1527,0.6204,0.5899,0.6426,0.5843,0.6517,0.6035,0.5537,0.5177,0.7141,0.5264,0.4693,0.4976,0.2898,0.4497,0.6802,0.6387,7.5757,0.2338,1.0000,0.0557,0.7861,0.0000,0.1429,5.389E-1,5.0000,0.1298,0.6038,0.0000,0.2857,4.282E-1,10.0000,0.1865,0.4756,0.0345,0.2857,1.885E-1,5.4846,0.1356,0.5890,0.0000,0.2857,3.961E-1,13.1074,0.2187,0.4173,0.0690,0.2857,1.14E-1,32.7518,0.4087,0.2083,0.2069,0.7143,4.46E-1,32.4341,0.4069,0.2107,0.1724,0.7143,4.526E-1,14.1873,0.2293,0.3999,0.1034,0.4286,2.895E-1,27.3030,0.3620,0.2493,0.1724,0.4286,6.994E-2,5.4846,0.1356,0.5890,0.0000,0.2857,3.961E-1,10.1120,0.1877,0.4734,0.0345,0.2857,1.853E-1
species_3,29,0.6258,0.8309,180,0.8335,7,0.2497,0.7444,0.0945,4118,11.5876,22.6988,0.0000,2.8975,2.4689,6.7185,11.3713,42.2574,2.6910,18.3130,0.0000,4.4731,0.0692,1.0545,19.5840,53.8152,0.5939,0.4975,0.6258,0.5935,0.6113,0.5972,0.5426,0.4471,0.1026,0.1237,0.0484,0.0268,0.0000,0.0316,0.0710,0.1829,0.2686,0.3121,0.2498,0.1382,0.1100,0.3747,0.1728,0.1028,0.0110,-0.1747,0.0708,0.0502,0.0000,-0.0939,0.1074,0.1320,0.7532,0.7367,0.7444,0.7112,0.7007,0.7665,0.7197,0.7150,0.5743,0.5243,0.6077,0.4847,0.5000,0.4278,0.7231,0.5977,7.6973,0.2650,1.0000,0.0527,0.7829,0.0000,0.0000,1.803E-1,5.0000,0.1593,0.5767,0.0345,0.1429,1.303E-1,10.0000,0.2571,0.4747,0.0345,0.2857,1.873E-1,4.1508,0.1389,0.6030,0.0000,0.1429,1.625E-1,16.8468,0.3347,0.3861,0.0690,0.2857,8.343E-2,31.7835,0.4397,0.2627,0.2759,0.2857,1.608E-2,24.5714,0.4051,0.3152,0.1379,0.2857,3.565E-2,28.4885,0.4261,0.2858,0.2069,0.2857,2.331E-2,44.3219,0.4968,0.1865,0.3793,0.2857,3.383E-3,4.1508,0.1389,0.6030,0.0000,0.1429,1.625E-1,6.6817,0.1909,0.5347,0.0345,0.1429,8.864E-2
species_4,29,0.4628,0.6187,160,0.8034,7,1.0815,0.9222,0.0276,4119,7.4973,19.8120,0.6514,5.5466,8.0894,1.7648,10.3032,46.3354,3.1566,13.2420,0.0000,8.8534,1.8050,0.0000,22.7924,50.1506,0.4515,0.3601,0.4628,0.4227,0.4288,0.4592,0.4069,0.3211,0.0552,0.0737,0.0493,0.0246,0.0004,0.0034,0.0501,0.1547,1.0301,0.9421,1.0832,0.9875,0.9703,1.0573,0.8642,0.8013,0.1838,0.1378,0.0700,0.0574,0.0136,0.0371,0.2039,0.2352,0.9079,0.9005,0.9232,0.9063,0.8973,0.9243,0.8923,0.8525,0.7129,0.5832,0.6100,0.4338,0.7159,0.5408,0.7705,0.5819,7.8606,0.3115,1.0000,0.0892,0.8339,0.0000,0.0000,2.805E-1,5.0000,0.1784,0.6752,0.0000,0.0000,6.395E-2,10.0000,0.2439,0.5535,0.0690,0.0000,1.592E-2,6.3503,0.1929,0.6380,0.0000,0.0000,4.304E-2,13.2925,0.2890,0.4970,0.0690,0.0000,7.487E-3,31.1023,0.4436,0.3093,0.3103,0.0000,2.708E-4,20.3997,0.3707,0.4064,0.1034,0.0000,1.831E-3,58.2087,0.5672,0.1428,0.4828,0.1429,5.199E-5,43.3946,0.5042,0.2234,0.3448,0.0000,2.773E-5,6.3503,0.1929,0.6380,0.0000,0.0000,4.304E-2,6.6863,0.1963,0.6293,0.0690,0.0000,3.908E-2
species (average),28.8000,0.6077,0.7963,168.0000,0.8337,7.2000,0.3232,0.7590,0.0624,4118.4000,10.9663,18.8507,3.9799,5.1080,8.7028,3.3866,11.1622,37.8434,4.7021,14.5211,2.2073,8.0300,4.5964,0.4743,17.7106,47.7583,0.5768,0.4928,0.6006,0.5594,0.5454,0.5973,0.5330,0.4437,0.0897,0.0887,0.0539,0.0317,0.0245,0.0166,0.0711,0.1707,0.3848,0.2908,0.3943,0.2611,0.3983,0.3539,0.1894,0.1378,0.0464,0.0340,0.0440,0.0325,-0.1458,-0.0320,0.1316,0.1682,0.7731,0.7250,0.7734,0.7414,0.7577,0.7658,0.7243,0.7116,0.6216,0.5601,0.5975,0.4708,0.3983,0.4575,0.6867,0.6094,7.7156,0.2707,1.0000,0.0697,0.8016,0.0000,0.0286,0.2772,5.0000,0.1538,0.6235,0.0069,0.0857,0.1373,10.0000,0.2247,0.5039,0.0485,0.1429,0.0918,6.2909,0.1673,0.5890,0.0000,0.0857,0.1257,13.1989,0.2614,0.4529,0.0695,0.1429,0.0536,32.6263,0.4356,0.2546,0.2569,0.3607,0.1100,33.5994,0.4435,0.2577,0.1884,0.4607,0.2398,30.7905,0.4038,0.2847,0.2431,0.2786,0.0723,28.2083,0.3726,0.3146,0.2217,0.1429,0.0164,5.9753,0.1640,0.5964,0.0000,0.0857,0.1268,7.9628,0.1902,0.5469,0.0347,0.0857,0.0676
