Predictor variable,Categorical,Sample average
Forest_Productivity,true,12.0
Forest_Type,true,31.0
bio10_16,false,121.56898144313267
bio12_16,false,868.9914441789899
bio15_16,false,27.66222299848284
moose2015,false,39.13167568615505
red_deer2015,false,17.249675897615298
roe_deer2015,false,7.595120136226926
