Predictor variable,Categorical,Sample average
Forest_Productivity,true,18.0
Forest_Type,true,31.0
bio10_16,false,146.98578186035155
bio12_16,false,925.6869189453125
bio15_16,false,27.675258560180666
moose2015,false,24.514452743530274
red_deer2015,false,14.12499369621277
roe_deer2015,false,39.97145534515381
