x,y,species min
1.0,1.0,0.057173233
2.0,2.0,1.2662238E-4
3.0,3.0,0.0020369391
4.0,4.0,0.031256158
5.0,5.0,2.4316949E-4
6.0,6.0,3.2905755E-5
7.0,7.0,8.169572E-4
8.0,8.0,9.6062646E-4
9.0,9.0,0.0013104582
10.0,10.0,1.8204917E-5
11.0,11.0,0.004985795
12.0,12.0,8.226205E-6
13.0,13.0,0.0040747435
14.0,14.0,2.8847296E-6
15.0,15.0,1.8160544E-7
16.0,16.0,1.8783885E-6
17.0,17.0,5.827417E-6
18.0,18.0,6.078386E-9
19.0,19.0,0.012357227
20.0,20.0,6.392695E-5
21.0,21.0,1.0400116E-5
22.0,22.0,0.08174478
23.0,23.0,2.0613303E-5
24.0,24.0,0.27546284
25.0,25.0,1.7387362E-4
26.0,26.0,3.6148788E-6
27.0,27.0,2.669793E-6
28.0,28.0,8.0884616E-5
29.0,29.0,1.3276252E-5
30.0,30.0,0.039488744
31.0,31.0,1.7199396E-4
32.0,32.0,0.006067476
33.0,33.0,7.113159E-8
34.0,34.0,5.089342E-7
35.0,35.0,1.071813E-5
36.0,36.0,0.014020837
37.0,37.0,1.7803286E-5
38.0,38.0,3.6793415E-4
39.0,39.0,1.4395992E-11
40.0,40.0,6.653927E-9
41.0,41.0,3.610979E-5
42.0,42.0,0.13099253
43.0,43.0,0.03562793
44.0,44.0,7.671413E-4
45.0,45.0,1.2755893E-4
46.0,46.0,2.1105778E-5
47.0,47.0,5.5884595E-8
48.0,48.0,0.045543026
49.0,49.0,1.4098049E-6
50.0,50.0,0.01526652
51.0,51.0,9.127677E-9
52.0,52.0,4.4551194E-7
53.0,53.0,1.2626369E-5
54.0,54.0,3.1673185E-8
55.0,55.0,0.014970714
56.0,56.0,0.053185303
57.0,57.0,0.012068825
58.0,58.0,1.0703992E-6
59.0,59.0,0.046182264
60.0,60.0,0.004284859
61.0,61.0,0.0014036312
62.0,62.0,0.081990376
63.0,63.0,7.2763187E-6
64.0,64.0,3.9799648E-4
65.0,65.0,0.05950123
66.0,66.0,2.2358162E-7
67.0,67.0,0.0038100693
68.0,68.0,0.053677633
69.0,69.0,9.570095E-10
70.0,70.0,4.1363572E-4
71.0,71.0,4.3404256E-7
72.0,72.0,5.779749E-4
73.0,73.0,4.9137852E-6
74.0,74.0,4.989659E-7
75.0,75.0,2.5197394E-6
76.0,76.0,1.4386986E-8
77.0,77.0,1.0677453E-5
78.0,78.0,9.806699E-4
79.0,79.0,1.7013179E-9
80.0,80.0,3.2517721E-6
81.0,81.0,3.7222344E-4
82.0,82.0,0.45455003
83.0,83.0,1.3348737E-5
84.0,84.0,0.3003226
85.0,85.0,5.5017765E-5
86.0,86.0,0.0011235953
87.0,87.0,2.0652743E-4
88.0,88.0,6.46863E-7
89.0,89.0,9.562997E-4
90.0,90.0,1.3431162E-6
91.0,91.0,0.0027684337
92.0,92.0,0.008417571
93.0,93.0,7.415424E-8
94.0,94.0,1.4939067E-8
95.0,95.0,1.7954964E-7
96.0,96.0,7.279261E-7
97.0,97.0,2.4924934E-6
98.0,98.0,0.36021233
99.0,99.0,3.1169268E-4
100.0,100.0,7.17009E-7
101.0,101.0,1.4316226E-8
102.0,102.0,4.3492235E-4
103.0,103.0,0.0011122286
104.0,104.0,6.468594E-6
105.0,105.0,3.5866453E-6
106.0,106.0,0.046664294
107.0,107.0,4.6813087E-12
108.0,108.0,0.019357182
109.0,109.0,0.005845016
110.0,110.0,1.7516126E-5
111.0,111.0,4.8517217E-5
112.0,112.0,1.9969931E-4
113.0,113.0,2.141169E-5
114.0,114.0,1.208201E-4
115.0,115.0,0.05681664
116.0,116.0,0.046113912
117.0,117.0,4.757322E-9
118.0,118.0,3.6677454E-6
119.0,119.0,5.063732E-7
120.0,120.0,1.6583374E-4
121.0,121.0,3.8260406E-8
122.0,122.0,7.9803766E-7
123.0,123.0,4.9965297E-6
124.0,124.0,8.406201E-7
125.0,125.0,0.014045786
126.0,126.0,1.04781236E-7
127.0,127.0,0.1774972
128.0,128.0,3.664061E-8
129.0,129.0,1.6022422E-7
130.0,130.0,1.1409187E-6
131.0,131.0,9.4725884E-4
132.0,132.0,4.12197E-9
133.0,133.0,4.0247044E-4
134.0,134.0,0.3987439
135.0,135.0,0.016603412
136.0,136.0,2.212579E-7
137.0,137.0,2.2903494E-6
138.0,138.0,5.868174E-6
139.0,139.0,0.49289367
140.0,140.0,0.0040830895
141.0,141.0,0.00385147
142.0,142.0,0.0057581225
143.0,143.0,1.7590755E-5
144.0,144.0,0.11131758
145.0,145.0,1.4860106E-5
146.0,146.0,6.3535373E-4
147.0,147.0,2.799023E-7
148.0,148.0,3.6602626E-7
149.0,149.0,7.2673746E-12
150.0,150.0,0.040327933
151.0,151.0,0.031260744
152.0,152.0,2.2725899E-4
153.0,153.0,0.0036267955
154.0,154.0,1.4599148E-8
155.0,155.0,3.4672594E-6
156.0,156.0,3.901605E-5
157.0,157.0,0.10829862
158.0,158.0,0.0028202122
159.0,159.0,3.8147112E-7
160.0,160.0,0.0018241116
161.0,161.0,0.06793834
162.0,162.0,6.169141E-4
163.0,163.0,6.102164E-6
164.0,164.0,0.042921606
165.0,165.0,1.7013274E-6
166.0,166.0,0.0043594777
167.0,167.0,0.08712811
168.0,168.0,2.0031039E-5
169.0,169.0,0.015052914
170.0,170.0,2.0130945E-7
171.0,171.0,1.8431505E-8
172.0,172.0,9.932535E-4
173.0,173.0,1.4229273E-7
174.0,174.0,4.696618E-5
175.0,175.0,0.0066411407
176.0,176.0,4.68121E-6
177.0,177.0,0.4771466
178.0,178.0,0.0074837347
179.0,179.0,0.0100477105
180.0,180.0,1.1037125E-6
181.0,181.0,0.007277088
182.0,182.0,5.899761E-7
183.0,183.0,0.0019979535
184.0,184.0,0.016744632
185.0,185.0,1.7703888E-7
186.0,186.0,0.4767625
187.0,187.0,1.5237266E-6
188.0,188.0,1.8153298E-6
189.0,189.0,0.018174525
190.0,190.0,1.2037954E-6
191.0,191.0,0.052941505
192.0,192.0,1.9266405E-7
193.0,193.0,0.0065864525
194.0,194.0,2.5290708E-6
195.0,195.0,5.148087E-7
196.0,196.0,0.38012376
197.0,197.0,7.087451E-5
198.0,198.0,0.005452504
199.0,199.0,0.008389283
200.0,200.0,4.4845056E-6
201.0,201.0,0.0029621846
202.0,202.0,2.4434848E-7
203.0,203.0,0.0061614946
204.0,204.0,1.05961405E-7
205.0,205.0,2.5817737E-4
206.0,206.0,4.5370274E-5
207.0,207.0,4.5566685E-6
208.0,208.0,0.4994104
209.0,209.0,0.0023011456
210.0,210.0,2.6730274E-6
211.0,211.0,5.360286E-4
212.0,212.0,9.4886526E-4
213.0,213.0,2.7251933E-4
214.0,214.0,0.0770968
215.0,215.0,2.0473899E-5
216.0,216.0,5.8490946E-4
217.0,217.0,8.7463E-7
218.0,218.0,4.5576508E-5
219.0,219.0,4.534181E-5
220.0,220.0,1.9857086E-6
221.0,221.0,8.9149627E-10
222.0,222.0,1.2443626E-5
223.0,223.0,8.366296E-4
224.0,224.0,3.4326522E-4
225.0,225.0,1.6678574E-5
226.0,226.0,0.020844677
227.0,227.0,0.52893084
228.0,228.0,1.11076755E-4
229.0,229.0,0.27644086
230.0,230.0,3.5598012E-5
231.0,231.0,9.814167E-8
232.0,232.0,2.595153E-4
233.0,233.0,2.1598915E-7
234.0,234.0,3.0503684E-6
235.0,235.0,3.1518425E-8
236.0,236.0,8.655722E-6
237.0,237.0,0.038698062
238.0,238.0,9.142977E-4
239.0,239.0,4.050002E-4
240.0,240.0,0.09408637
241.0,241.0,1.3374648E-7
242.0,242.0,2.697223E-7
243.0,243.0,0.0010210173
244.0,244.0,0.0020026409
245.0,245.0,0.035887796
246.0,246.0,6.809621E-5
247.0,247.0,0.011753117
248.0,248.0,1.8907823E-6
