x,y,species median
1.0,1.0,0.002398451
2.0,2.0,0.06770977
3.0,3.0,5.9740414E-5
4.0,4.0,0.012135695
5.0,5.0,0.0017173633
6.0,6.0,0.0052290517
7.0,7.0,7.171516E-4
8.0,8.0,8.105734E-4
9.0,9.0,0.0047928784
10.0,10.0,0.6449126
11.0,11.0,7.681955E-4
12.0,12.0,0.070835054
13.0,13.0,4.4392468E-4
14.0,14.0,0.118380174
15.0,15.0,0.36900526
16.0,16.0,0.2301415
17.0,17.0,0.011495156
18.0,18.0,0.0072799423
19.0,19.0,0.009745449
20.0,20.0,0.27653906
21.0,21.0,0.2957854
22.0,22.0,0.021770358
23.0,23.0,0.1927499
24.0,24.0,9.992399E-4
25.0,25.0,0.008411619
26.0,26.0,0.0010604763
27.0,27.0,0.029368619
28.0,28.0,0.1588173
29.0,29.0,0.12860423
30.0,30.0,0.053425193
31.0,31.0,0.19611211
32.0,32.0,0.038593486
33.0,33.0,0.51811284
34.0,34.0,0.0036796327
35.0,35.0,0.3829072
36.0,36.0,0.09858152
37.0,37.0,0.020183032
38.0,38.0,0.0022611066
39.0,39.0,0.034813493
40.0,40.0,2.1226027E-4
41.0,41.0,0.111043066
42.0,42.0,0.023094755
43.0,43.0,0.021335566
44.0,44.0,0.09332978
45.0,45.0,0.12983325
46.0,46.0,0.10482914
47.0,47.0,0.2816035
48.0,48.0,0.03295184
49.0,49.0,0.68698543
50.0,50.0,0.05028171
51.0,51.0,0.28860742
52.0,52.0,0.0042164917
53.0,53.0,0.5481695
54.0,54.0,3.7604594E-4
55.0,55.0,0.18056826
56.0,56.0,0.048870206
57.0,57.0,8.9973863E-4
58.0,58.0,0.0017042188
59.0,59.0,0.0024592248
60.0,60.0,0.004139708
61.0,61.0,8.5150904E-4
62.0,62.0,0.0014058193
63.0,63.0,0.02482442
64.0,64.0,0.3615872
65.0,65.0,0.0026598482
66.0,66.0,0.0066546705
67.0,67.0,0.008629208
68.0,68.0,0.06908048
69.0,69.0,0.008685769
70.0,70.0,0.02117396
71.0,71.0,0.03884661
72.0,72.0,3.4793487E-5
73.0,73.0,0.6840955
74.0,74.0,0.57597244
