Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,Forest_Productivity contribution,Forest_Type contribution,bio10_16 contribution,bio12_16 contribution,bio15_16 contribution,moose2015 contribution,red_deer2015 contribution,roe_deer2015 contribution,Forest_Productivity permutation importance,Forest_Type permutation importance,bio10_16 permutation importance,bio12_16 permutation importance,bio15_16 permutation importance,moose2015 permutation importance,red_deer2015 permutation importance,roe_deer2015 permutation importance,Training gain without Forest_Productivity,Training gain without Forest_Type,Training gain without bio10_16,Training gain without bio12_16,Training gain without bio15_16,Training gain without moose2015,Training gain without red_deer2015,Training gain without roe_deer2015,Training gain with only Forest_Productivity,Training gain with only Forest_Type,Training gain with only bio10_16,Training gain with only bio12_16,Training gain with only bio15_16,Training gain with only moose2015,Training gain with only red_deer2015,Training gain with only roe_deer2015,Test gain without Forest_Productivity,Test gain without Forest_Type,Test gain without bio10_16,Test gain without bio12_16,Test gain without bio15_16,Test gain without moose2015,Test gain without red_deer2015,Test gain without roe_deer2015,Test gain with only Forest_Productivity,Test gain with only Forest_Type,Test gain with only bio10_16,Test gain with only bio12_16,Test gain with only bio15_16,Test gain with only moose2015,Test gain with only red_deer2015,Test gain with only roe_deer2015,AUC without Forest_Productivity,AUC without Forest_Type,AUC without bio10_16,AUC without bio12_16,AUC without bio15_16,AUC without moose2015,AUC without red_deer2015,AUC without roe_deer2015,AUC with only Forest_Productivity,AUC with only Forest_Type,AUC with only bio10_16,AUC with only bio12_16,AUC with only bio15_16,AUC with only moose2015,AUC with only red_deer2015,AUC with only roe_deer2015,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity logistic threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity logistic threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,81,1.1921,1.5372,500,0.9237,21,1.4367,0.9147,0.0254,4168,0.7193,2.4592,6.4359,24.4401,7.0564,1.4573,27.9836,29.4482,1.0897,1.2259,6.7374,29.6860,7.9932,2.0886,32.9777,18.2016,1.1861,1.1824,1.1315,1.1022,1.1573,1.1654,1.0542,1.0994,0.0033,0.0385,0.2409,0.4196,0.4520,0.1650,0.5153,0.5941,1.4246,1.5334,1.2556,1.2329,1.3599,1.3902,1.3786,1.3723,0.0082,-0.1171,0.2552,0.9488,0.8263,0.0626,0.5219,0.7264,0.9125,0.9221,0.8937,0.8904,0.9083,0.9112,0.9119,0.9071,0.4781,0.4489,0.6765,0.8907,0.8612,0.5742,0.7815,0.8031,7.1439,0.1478,1.0000,0.0293,0.5185,0.0000,0.0000,1.022E-6,5.0000,0.1237,0.3433,0.0123,0.0476,7.32E-9,10.0000,0.2132,0.2663,0.0494,0.0952,1.417E-9,4.4295,0.1121,0.3563,0.0000,0.0476,1.507E-8,16.1666,0.3074,0.2128,0.0988,0.0952,2.281E-11,23.0431,0.3726,0.1727,0.1728,0.1429,1.46E-11,12.5604,0.2541,0.2406,0.0494,0.0952,2.203E-10,25.9918,0.3957,0.1581,0.1728,0.1429,3.117E-12,40.3293,0.4980,0.1041,0.2469,0.1905,7.868E-14,4.4295,0.1121,0.3563,0.0000,0.0476,1.507E-8,7.1675,0.1616,0.3037,0.0123,0.0952,1.564E-8
species_1,81,1.2073,1.5351,420,0.9242,21,1.4560,0.9110,0.0221,4167,0.6541,0.0000,7.8595,27.3443,23.1425,0.8447,23.2700,16.8849,1.4037,0.0000,8.4866,35.9044,14.2042,3.3525,24.2647,12.3839,1.1975,1.2073,1.1418,1.0831,1.1570,1.1797,1.0786,1.1526,0.0035,0.0025,0.2310,0.5157,0.5470,0.0953,0.4950,0.5493,1.4408,1.4587,1.3061,1.3756,1.5024,1.4242,1.3862,1.2764,0.0115,0.0435,0.2936,0.7140,0.5290,0.2966,0.5789,0.8684,0.9099,0.9111,0.9001,0.9020,0.9135,0.9105,0.9043,0.8955,0.5668,0.6048,0.7111,0.8142,0.7763,0.7423,0.7930,0.8447,7.1279,0.1450,1.0000,0.0255,0.5318,0.0000,0.0000,1.74E-6,5.0000,0.1054,0.3456,0.0247,0.0000,2.039E-10,10.0000,0.2043,0.2630,0.0617,0.0952,1.128E-9,2.7439,0.0652,0.4185,0.0000,0.0000,1.138E-8,21.3476,0.3621,0.1737,0.0988,0.1905,3.504E-10,24.1161,0.3824,0.1598,0.1605,0.1905,9.018E-11,20.2778,0.3508,0.1793,0.0864,0.1905,5.816E-10,18.3876,0.3279,0.1905,0.0864,0.1905,1.559E-9,6.6876,0.1432,0.3096,0.0370,0.0000,2.023E-11,2.7439,0.0652,0.4185,0.0000,0.0000,1.138E-8,7.3286,0.1593,0.2990,0.0370,0.0952,1.176E-8
species_2,82,1.3149,1.6397,500,0.9282,20,0.9466,0.8648,0.0314,4168,0.3647,0.1599,4.5241,28.6648,17.9908,0.8170,22.0063,25.4725,1.1027,0.3180,6.6336,27.0855,9.3852,4.3775,23.9350,27.1623,1.3094,1.3120,1.2506,1.2021,1.2699,1.2954,1.2059,1.2152,0.0070,0.0247,0.2234,0.5837,0.5594,0.1483,0.5166,0.6979,0.9152,0.9718,0.8289,0.8863,0.9595,0.9523,0.8184,0.9741,-0.0024,-0.0342,0.3316,0.3668,0.4335,0.1685,0.5454,0.3275,0.8621,0.8662,0.8520,0.8498,0.8633,0.8632,0.8425,0.8668,0.5328,0.5194,0.7220,0.7383,0.7658,0.6819,0.7594,0.7365,7.0208,0.1304,1.0000,0.0246,0.5065,0.0000,0.0000,1.234E-6,5.0000,0.1057,0.3191,0.0122,0.2000,1.347E-5,10.0000,0.2004,0.2421,0.0732,0.2000,2.401E-7,3.8337,0.0818,0.3500,0.0000,0.2000,5.004E-5,16.8411,0.2892,0.1864,0.0976,0.2500,6.784E-8,22.9449,0.3548,0.1519,0.1463,0.2500,3.798E-9,16.8411,0.2892,0.1864,0.0976,0.2500,6.784E-8,10.9094,0.2163,0.2330,0.0732,0.2500,1.466E-6,26.1598,0.3863,0.1372,0.2073,0.2500,8.991E-10,3.8337,0.0818,0.3500,0.0000,0.2000,5.004E-5,7.8857,0.1580,0.2685,0.0366,0.2000,1.104E-6
species_3,82,1.2277,1.5617,500,0.9249,20,1.4099,0.9074,0.0182,4169,0.8768,0.0432,9.2342,32.0706,15.5431,1.0527,22.0996,19.0799,1.0628,0.0712,11.3241,33.1342,8.7142,5.9509,23.7234,16.0193,1.2197,1.2260,1.1421,1.1166,1.1980,1.2011,1.1109,1.1566,0.0057,0.0158,0.2459,0.5596,0.5532,0.1031,0.4953,0.5966,1.4027,1.4125,1.3444,1.3044,1.3507,1.3507,1.3384,1.2554,0.0077,0.0142,0.2224,0.5048,0.4992,0.2596,0.5842,0.7390,0.9065,0.9085,0.9031,0.8990,0.9015,0.9021,0.8981,0.8946,0.5339,0.5404,0.6651,0.7634,0.7723,0.7217,0.7588,0.8142,7.1072,0.1421,1.0000,0.0250,0.5438,0.0000,0.0000,5.11E-6,5.0000,0.1024,0.3456,0.0122,0.0000,5.924E-10,10.0000,0.2035,0.2612,0.0488,0.0000,2.187E-12,4.9429,0.1015,0.3471,0.0000,0.0000,6.438E-10,13.6913,0.2577,0.2255,0.0976,0.0500,8.038E-12,25.9142,0.3900,0.1499,0.1463,0.3500,5.26E-7,22.4716,0.3544,0.1667,0.1220,0.2500,1.417E-8,20.4894,0.3339,0.1780,0.1220,0.2000,2.361E-9,16.6870,0.2912,0.2027,0.1220,0.0500,1.091E-12,4.9429,0.1015,0.3471,0.0000,0.0000,6.438E-10,7.6724,0.1578,0.2926,0.0488,0.0000,2.121E-11
species_4,82,1.2524,1.6109,500,0.9257,20,1.2163,0.9000,0.0159,4168,2.8412,0.0561,10.4399,27.6057,19.5151,1.1349,22.1879,16.2192,1.6078,0.0283,9.7824,29.1123,6.7683,4.0948,29.2763,19.3299,1.2332,1.2520,1.1708,1.1224,1.2175,1.2235,1.1335,1.1896,0.0234,0.0070,0.2497,0.5551,0.5016,0.1091,0.5036,0.5722,1.2745,1.2302,1.1441,1.1683,1.1557,1.1754,1.1590,1.0490,-0.1192,0.0439,0.2083,0.4942,0.6768,0.3255,0.5908,0.8301,0.9044,0.9014,0.8915,0.8948,0.8945,0.8956,0.8917,0.8851,0.3952,0.5857,0.6447,0.7730,0.8102,0.7384,0.7881,0.8392,7.0804,0.1391,1.0000,0.0241,0.5274,0.0000,0.0000,2.767E-6,5.0000,0.1090,0.3460,0.0122,0.0000,6.036E-10,10.0000,0.1974,0.2661,0.0488,0.0000,3.163E-12,4.0162,0.0953,0.3709,0.0000,0.0000,2.43E-9,16.5094,0.2768,0.2075,0.0976,0.0500,1.7E-12,24.5177,0.3608,0.1586,0.1585,0.2000,4.066E-10,13.6368,0.2478,0.2308,0.0488,0.0500,1.245E-11,17.7690,0.2885,0.1987,0.1220,0.2000,1.247E-8,17.6734,0.2872,0.1991,0.1220,0.0500,7.831E-13,4.0162,0.0953,0.3709,0.0000,0.0000,2.43E-9,8.5061,0.1743,0.2850,0.0366,0.0000,1.252E-11
species (average),81.6000,1.2389,1.5769,484.0000,0.9253,20.4000,1.2931,0.8996,0.0226,4168.0000,1.0912,0.5437,7.6987,28.0251,16.6496,1.0613,23.5095,21.4209,1.2533,0.3287,8.5928,30.9845,9.4130,3.9729,26.8354,18.6194,1.2292,1.2359,1.1674,1.1253,1.1999,1.2130,1.1166,1.1627,0.0086,0.0177,0.2382,0.5267,0.5226,0.1242,0.5052,0.6020,1.2916,1.3213,1.1758,1.1935,1.2656,1.2586,1.2161,1.1854,-0.0188,-0.0099,0.2622,0.6057,0.5930,0.2226,0.5642,0.6983,0.8991,0.9019,0.8881,0.8872,0.8962,0.8965,0.8897,0.8898,0.5014,0.5398,0.6839,0.7959,0.7972,0.6917,0.7762,0.8075,7.0960,0.1409,1.0000,0.0257,0.5256,0.0000,0.0000,0.0000,5.0000,0.1092,0.3399,0.0147,0.0495,0.0000,10.0000,0.2038,0.2597,0.0564,0.0781,0.0000,3.9932,0.0912,0.3686,0.0000,0.0495,0.0000,16.9112,0.2986,0.2012,0.0981,0.1271,0.0000,24.1072,0.3721,0.1586,0.1569,0.2267,0.0000,17.1575,0.2993,0.2008,0.0808,0.1671,0.0000,18.7094,0.3125,0.1917,0.1153,0.1967,0.0000,21.5074,0.3212,0.1905,0.1470,0.1081,0.0000,3.9932,0.0912,0.3686,0.0000,0.0495,0.0000,7.7121,0.1622,0.2898,0.0343,0.0781,0.0000
