Predictor variable,Categorical,Sample average
Forest_Productivity,true,13.0
Forest_Type,true,31.0
bio10_16,false,119.67014625744942
bio12_16,false,904.5515527969752
bio15_16,false,30.05138089106633
moose2015,false,35.729126184414596
red_deer2015,false,1.7783801240416675
roe_deer2015,false,5.2129667065082455
