x,y,species median
1.0,1.0,0.0064202864
2.0,2.0,0.049399104
3.0,3.0,6.452831E-11
4.0,4.0,0.017338436
5.0,5.0,8.4563816E-4
6.0,6.0,0.04183413
7.0,7.0,0.0011631282
8.0,8.0,2.6257396E-5
9.0,9.0,0.02745832
10.0,10.0,0.04351831
11.0,11.0,0.0016618872
12.0,12.0,0.0066640023
13.0,13.0,5.556423E-4
14.0,14.0,0.54912895
15.0,15.0,0.16597404
16.0,16.0,8.902534E-4
17.0,17.0,0.023056863
18.0,18.0,0.56115085
19.0,19.0,0.042090286
20.0,20.0,6.2195346E-4
21.0,21.0,0.0058095357
22.0,22.0,0.0334386
23.0,23.0,0.5949396
24.0,24.0,0.0013219074
25.0,25.0,0.27264595
26.0,26.0,3.1174603E-9
27.0,27.0,0.007063476
28.0,28.0,0.3067594
29.0,29.0,0.5208818
30.0,30.0,0.03805378
31.0,31.0,6.3151063E-4
32.0,32.0,0.13057302
33.0,33.0,0.58744705
34.0,34.0,0.3840463
35.0,35.0,0.005954687
36.0,36.0,0.008407529
37.0,37.0,0.0039447555
38.0,38.0,0.1753933
39.0,39.0,0.75199115
40.0,40.0,0.046479497
41.0,41.0,5.4975844E-4
42.0,42.0,0.024349356
43.0,43.0,0.016314408
44.0,44.0,0.03948807
45.0,45.0,6.918834E-4
46.0,46.0,4.9695466E-4
47.0,47.0,0.0047960216
48.0,48.0,0.0045279893
49.0,49.0,0.36479306
50.0,50.0,0.059304487
51.0,51.0,0.5848789
52.0,52.0,1.0907804E-7
53.0,53.0,0.12854624
54.0,54.0,1.1149035E-9
55.0,55.0,0.061008014
56.0,56.0,0.009562118
57.0,57.0,8.601604E-5
58.0,58.0,0.10610461
59.0,59.0,5.030276E-7
60.0,60.0,0.012509034
61.0,61.0,8.32098E-5
62.0,62.0,0.0055818013
63.0,63.0,0.007764496
64.0,64.0,0.11013611
65.0,65.0,1.5857193E-4
66.0,66.0,0.0011052118
67.0,67.0,5.155664E-5
68.0,68.0,0.12710808
69.0,69.0,0.58669794
70.0,70.0,0.0011060168
71.0,71.0,0.34155974
72.0,72.0,1.5246508E-8
73.0,73.0,0.08715222
74.0,74.0,0.391196
75.0,75.0,0.31480294
76.0,76.0,1.1676159E-12
77.0,77.0,0.31322184
78.0,78.0,0.0019388408
79.0,79.0,0.5801876
80.0,80.0,0.25500953
81.0,81.0,2.9783417E-10
82.0,82.0,0.02680279
83.0,83.0,0.17427444
84.0,84.0,0.011894721
85.0,85.0,0.006644164
86.0,86.0,0.07223554
87.0,87.0,0.33203384
88.0,88.0,0.53288275
89.0,89.0,0.045179315
90.0,90.0,0.45021567
91.0,91.0,0.015764024
92.0,92.0,5.522975E-4
93.0,93.0,0.08959785
94.0,94.0,1.1131751E-4
95.0,95.0,8.9702895E-4
96.0,96.0,3.482405E-9
97.0,97.0,0.0010269054
98.0,98.0,2.407891E-5
99.0,99.0,0.19483374
100.0,100.0,8.847267E-4
101.0,101.0,0.604356
102.0,102.0,0.07658268
103.0,103.0,0.008925738
104.0,104.0,0.014325067
105.0,105.0,9.02915E-4
106.0,106.0,4.941418E-7
107.0,107.0,0.7743423
108.0,108.0,0.017899971
109.0,109.0,0.0072481255
110.0,110.0,0.41728657
111.0,111.0,0.32264015
112.0,112.0,0.025573786
113.0,113.0,2.7192384E-4
114.0,114.0,1.1447359E-5
115.0,115.0,0.022588095
116.0,116.0,7.7602296E-4
117.0,117.0,0.48259708
118.0,118.0,1.3917405E-4
119.0,119.0,0.09272412
120.0,120.0,0.5181619
121.0,121.0,0.5030822
122.0,122.0,5.7259155E-4
123.0,123.0,5.521062E-14
124.0,124.0,0.1485698
125.0,125.0,0.08473073
126.0,126.0,0.0045826053
127.0,127.0,0.043379884
128.0,128.0,1.4588299E-7
129.0,129.0,0.5411819
130.0,130.0,0.02187076
131.0,131.0,0.12964402
132.0,132.0,0.5486461
133.0,133.0,0.00263851
134.0,134.0,0.0023796856
135.0,135.0,0.09369444
136.0,136.0,1.2499213E-7
137.0,137.0,0.58344734
138.0,138.0,0.022497144
139.0,139.0,0.025939388
140.0,140.0,7.256277E-5
141.0,141.0,9.127349E-5
142.0,142.0,0.0016577537
143.0,143.0,0.24665038
144.0,144.0,1.6264274E-4
145.0,145.0,0.042696718
146.0,146.0,0.02104156
147.0,147.0,1.2341047E-7
148.0,148.0,0.57054967
149.0,149.0,0.76846457
150.0,150.0,0.018789819
151.0,151.0,0.008817446
152.0,152.0,0.51145214
153.0,153.0,0.32007307
154.0,154.0,2.7364638E-4
155.0,155.0,0.20305456
156.0,156.0,0.02571201
157.0,157.0,1.5763578E-4
158.0,158.0,0.08297477
159.0,159.0,0.39806455
160.0,160.0,0.04281312
161.0,161.0,0.024638223
162.0,162.0,0.033817608
163.0,163.0,0.3116219
164.0,164.0,0.00950115
165.0,165.0,0.08729695
166.0,166.0,8.29054E-5
167.0,167.0,1.5795561E-4
168.0,168.0,0.13013038
169.0,169.0,0.090318836
170.0,170.0,0.5886072
171.0,171.0,0.6702313
