"","variables","corTest","AUCtest","species","method","repid"
"bio10_161340","bio10_16",0.0445,0.023,"Thelotrema_macrosporum","fda",1
"bio12_161340","bio12_16",1e-04,0,"Thelotrema_macrosporum","fda",1
"Forest_Type1340","Forest_Type",0.0108,0.0018,"Thelotrema_macrosporum","fda",1
"Forest_Productivity1340","Forest_Productivity",0.0097,0.0026,"Thelotrema_macrosporum","fda",1
"SoilpH1340","SoilpH",0.014,8e-04,"Thelotrema_macrosporum","fda",1
"roe_deer20151341","roe_deer2015",0.0226,0.0084,"Thelotrema_macrosporum","fda",2
"red_deer20151341","red_deer2015",0.9352,0.2558,"Thelotrema_macrosporum","fda",2
"moose20151341","moose2015",0.0239,0.0576,"Thelotrema_macrosporum","fda",2
"bio10_161341","bio10_16",0.0779,0.0716,"Thelotrema_macrosporum","fda",2
"bio12_161341","bio12_16",1e-04,0,"Thelotrema_macrosporum","fda",2
"Forest_Type1341","Forest_Type",0.0079,0.0072,"Thelotrema_macrosporum","fda",2
"Forest_Productivity1341","Forest_Productivity",0.0059,0.0276,"Thelotrema_macrosporum","fda",2
"SoilpH1341","SoilpH",0.0124,0.025,"Thelotrema_macrosporum","fda",2
"roe_deer20151342","roe_deer2015",0.0484,0.0128,"Thelotrema_macrosporum","fda",3
"red_deer20151342","red_deer2015",0.9736,0.1392,"Thelotrema_macrosporum","fda",3
"moose20151342","moose2015",0.0557,0.0056,"Thelotrema_macrosporum","fda",3
"bio10_161342","bio10_16",0.1257,0.0212,"Thelotrema_macrosporum","fda",3
"bio12_161342","bio12_16",0.0114,8e-04,"Thelotrema_macrosporum","fda",3
"Forest_Type1342","Forest_Type",0.0165,0.0054,"Thelotrema_macrosporum","fda",3
"Forest_Productivity1342","Forest_Productivity",0.0224,0.0068,"Thelotrema_macrosporum","fda",3
"SoilpH1342","SoilpH",0.0195,0.0052,"Thelotrema_macrosporum","fda",3
"roe_deer20151343","roe_deer2015",0.026,0.0402,"Thelotrema_macrosporum","fda",4
"red_deer20151343","red_deer2015",0.9482,0.3046,"Thelotrema_macrosporum","fda",4
"moose20151343","moose2015",0.0124,0.0572,"Thelotrema_macrosporum","fda",4
"bio10_161343","bio10_16",0.1013,0.2134,"Thelotrema_macrosporum","fda",4
"bio12_161343","bio12_16",1e-04,0.0016,"Thelotrema_macrosporum","fda",4
"Forest_Type1343","Forest_Type",0.0143,0.0468,"Thelotrema_macrosporum","fda",4
"Forest_Productivity1343","Forest_Productivity",0.0474,0.0108,"Thelotrema_macrosporum","fda",4
"SoilpH1343","SoilpH",0.0084,0.0298,"Thelotrema_macrosporum","fda",4
"roe_deer20151344","roe_deer2015",0.0349,0.0012,"Thelotrema_macrosporum","fda",5
"red_deer20151344","red_deer2015",0.9733,0.1364,"Thelotrema_macrosporum","fda",5
"moose20151344","moose2015",0.0119,0,"Thelotrema_macrosporum","fda",5
"bio10_161344","bio10_16",0.0349,0.0024,"Thelotrema_macrosporum","fda",5
"bio12_161344","bio12_16",0.0023,4e-04,"Thelotrema_macrosporum","fda",5
"Forest_Type1344","Forest_Type",0.0128,4e-04,"Thelotrema_macrosporum","fda",5
"Forest_Productivity1344","Forest_Productivity",0.0093,0,"Thelotrema_macrosporum","fda",5
"SoilpH1344","SoilpH",0.0036,0.002,"Thelotrema_macrosporum","fda",5
"roe_deer20151345","roe_deer2015",0.0128,0.0208,"Ulmus_glabra","glm",1
"red_deer20151345","red_deer2015",0.039,0.0264,"Ulmus_glabra","glm",1
"moose20151345","moose2015",0.0218,0.0126,"Ulmus_glabra","glm",1
"bio10_161345","bio10_16",0.4412,0.2638,"Ulmus_glabra","glm",1
"bio12_161345","bio12_16",0.0087,0.0044,"Ulmus_glabra","glm",1
"Forest_Type1345","Forest_Type",0.0043,0.0052,"Ulmus_glabra","glm",1
"Forest_Productivity1345","Forest_Productivity",0.145,0.083,"Ulmus_glabra","glm",1
"SoilpH1345","SoilpH",0.2384,0.1322,"Ulmus_glabra","glm",1
"roe_deer20151346","roe_deer2015",0.0285,0.0208,"Ulmus_glabra","glm",2
"red_deer20151346","red_deer2015",0.0354,0.0212,"Ulmus_glabra","glm",2
"moose20151346","moose2015",0.0117,0.0158,"Ulmus_glabra","glm",2
"bio10_161346","bio10_16",0.3849,0.2466,"Ulmus_glabra","glm",2
"bio12_161346","bio12_16",0.0065,0.0044,"Ulmus_glabra","glm",2
"Forest_Type1346","Forest_Type",0.0089,0.008,"Ulmus_glabra","glm",2
"Forest_Productivity1346","Forest_Productivity",0.1316,0.0802,"Ulmus_glabra","glm",2
"SoilpH1346","SoilpH",0.2307,0.1464,"Ulmus_glabra","glm",2
"roe_deer20151347","roe_deer2015",0.0293,0.0102,"Ulmus_glabra","glm",3
"red_deer20151347","red_deer2015",0.0459,0.0222,"Ulmus_glabra","glm",3
"moose20151347","moose2015",0.0277,0.0112,"Ulmus_glabra","glm",3
"bio10_161347","bio10_16",0.3778,0.2264,"Ulmus_glabra","glm",3
"bio12_161347","bio12_16",0.0062,4e-04,"Ulmus_glabra","glm",3
"Forest_Type1347","Forest_Type",0.008,0.006,"Ulmus_glabra","glm",3
"Forest_Productivity1347","Forest_Productivity",0.1191,0.0742,"Ulmus_glabra","glm",3
"SoilpH1347","SoilpH",0.187,0.1512,"Ulmus_glabra","glm",3
"roe_deer20151348","roe_deer2015",0.0239,0.0254,"Ulmus_glabra","glm",4
"red_deer20151348","red_deer2015",0.0386,0.0252,"Ulmus_glabra","glm",4
"moose20151348","moose2015",0.0292,0.0082,"Ulmus_glabra","glm",4
"bio10_161348","bio10_16",0.3673,0.298,"Ulmus_glabra","glm",4
"bio12_161348","bio12_16",0.005,0.005,"Ulmus_glabra","glm",4
"Forest_Type1348","Forest_Type",0.0072,0.0014,"Ulmus_glabra","glm",4
"Forest_Productivity1348","Forest_Productivity",0.1396,0.0942,"Ulmus_glabra","glm",4
"SoilpH1348","SoilpH",0.2157,0.1196,"Ulmus_glabra","glm",4
"roe_deer20151349","roe_deer2015",0.0299,0.008,"Ulmus_glabra","glm",5
"red_deer20151349","red_deer2015",0.0302,0.0248,"Ulmus_glabra","glm",5
"moose20151349","moose2015",0.0238,0.0196,"Ulmus_glabra","glm",5
"bio10_161349","bio10_16",0.3876,0.2284,"Ulmus_glabra","glm",5
"bio12_161349","bio12_16",0.0115,0.0018,"Ulmus_glabra","glm",5
"Forest_Type1349","Forest_Type",0.0034,0.007,"Ulmus_glabra","glm",5
"Forest_Productivity1349","Forest_Productivity",0.1567,0.0988,"Ulmus_glabra","glm",5
"SoilpH1349","SoilpH",0.2282,0.1742,"Ulmus_glabra","glm",5
"roe_deer20151350","roe_deer2015",0.0771,0.0558,"Ulmus_glabra","gam",1
"red_deer20151350","red_deer2015",0.0541,0.0572,"Ulmus_glabra","gam",1
"moose20151350","moose2015",0.0703,0.045,"Ulmus_glabra","gam",1
"bio10_161350","bio10_16",0.4157,0.2398,"Ulmus_glabra","gam",1
"bio12_161350","bio12_16",0.0399,0.0226,"Ulmus_glabra","gam",1
"Forest_Type1350","Forest_Type",0.0333,0.0312,"Ulmus_glabra","gam",1
"Forest_Productivity1350","Forest_Productivity",0.1125,0.0822,"Ulmus_glabra","gam",1
"SoilpH1350","SoilpH",0.1433,0.0792,"Ulmus_glabra","gam",1
"roe_deer20151351","roe_deer2015",0.0834,0.0418,"Ulmus_glabra","gam",2
"red_deer20151351","red_deer2015",0.057,0.034,"Ulmus_glabra","gam",2
"moose20151351","moose2015",0.0445,0.0436,"Ulmus_glabra","gam",2
"bio10_161351","bio10_16",0.3208,0.2186,"Ulmus_glabra","gam",2
"bio12_161351","bio12_16",0.02,0.0142,"Ulmus_glabra","gam",2
"Forest_Type1351","Forest_Type",0.0278,0.0254,"Ulmus_glabra","gam",2
"Forest_Productivity1351","Forest_Productivity",0.1005,0.0602,"Ulmus_glabra","gam",2
"SoilpH1351","SoilpH",0.11,0.0688,"Ulmus_glabra","gam",2
"roe_deer20151352","roe_deer2015",0.0711,0.0436,"Ulmus_glabra","gam",3
"red_deer20151352","red_deer2015",0.0593,0.04,"Ulmus_glabra","gam",3
"moose20151352","moose2015",0.0504,0.035,"Ulmus_glabra","gam",3
"bio10_161352","bio10_16",0.3079,0.204,"Ulmus_glabra","gam",3
"bio12_161352","bio12_16",0.0354,0.0144,"Ulmus_glabra","gam",3
"Forest_Type1352","Forest_Type",0.0364,0.0182,"Ulmus_glabra","gam",3
"Forest_Productivity1352","Forest_Productivity",0.0848,0.068,"Ulmus_glabra","gam",3
"SoilpH1352","SoilpH",0.0972,0.0934,"Ulmus_glabra","gam",3
"roe_deer20151353","roe_deer2015",0.0732,0.0544,"Ulmus_glabra","gam",4
"red_deer20151353","red_deer2015",0.0561,0.0458,"Ulmus_glabra","gam",4
"moose20151353","moose2015",0.063,0.0376,"Ulmus_glabra","gam",4
"bio10_161353","bio10_16",0.3606,0.2746,"Ulmus_glabra","gam",4
"bio12_161353","bio12_16",0.0289,0.0246,"Ulmus_glabra","gam",4
"Forest_Type1353","Forest_Type",0.0274,0.0224,"Ulmus_glabra","gam",4
"Forest_Productivity1353","Forest_Productivity",0.0984,0.0712,"Ulmus_glabra","gam",4
"SoilpH1353","SoilpH",0.115,0.0748,"Ulmus_glabra","gam",4
"roe_deer20151354","roe_deer2015",0.0741,0.0362,"Ulmus_glabra","gam",5
"red_deer20151354","red_deer2015",0.0596,0.0304,"Ulmus_glabra","gam",5
"moose20151354","moose2015",0.1087,0.061,"Ulmus_glabra","gam",5
"bio10_161354","bio10_16",0.3569,0.2338,"Ulmus_glabra","gam",5
"bio12_161354","bio12_16",0.0293,0.0068,"Ulmus_glabra","gam",5
"Forest_Type1354","Forest_Type",0.0194,0.0242,"Ulmus_glabra","gam",5
"Forest_Productivity1354","Forest_Productivity",0.0988,0.074,"Ulmus_glabra","gam",5
"SoilpH1354","SoilpH",0.1228,0.0976,"Ulmus_glabra","gam",5
"roe_deer20151355","roe_deer2015",0.0843,0.0764,"Ulmus_glabra","rf",1
"red_deer20151355","red_deer2015",0.0956,0.0626,"Ulmus_glabra","rf",1
"moose20151355","moose2015",0.0784,0.067,"Ulmus_glabra","rf",1
"bio10_161355","bio10_16",0.2027,0.1632,"Ulmus_glabra","rf",1
"bio12_161355","bio12_16",0.0922,0.0598,"Ulmus_glabra","rf",1
"Forest_Type1355","Forest_Type",0.0232,0.0244,"Ulmus_glabra","rf",1
"Forest_Productivity1355","Forest_Productivity",0.1315,0.0912,"Ulmus_glabra","rf",1
"SoilpH1355","SoilpH",0.0981,0.0748,"Ulmus_glabra","rf",1
"roe_deer20151356","roe_deer2015",0.0792,0.0728,"Ulmus_glabra","rf",2
"red_deer20151356","red_deer2015",0.0761,0.0626,"Ulmus_glabra","rf",2
"moose20151356","moose2015",0.0644,0.0678,"Ulmus_glabra","rf",2
"bio10_161356","bio10_16",0.1855,0.1198,"Ulmus_glabra","rf",2
"bio12_161356","bio12_16",0.0727,0.0532,"Ulmus_glabra","rf",2
"Forest_Type1356","Forest_Type",0.0193,0.0206,"Ulmus_glabra","rf",2
"Forest_Productivity1356","Forest_Productivity",0.117,0.0682,"Ulmus_glabra","rf",2
"SoilpH1356","SoilpH",0.0816,0.0794,"Ulmus_glabra","rf",2
"roe_deer20151357","roe_deer2015",0.0842,0.055,"Ulmus_glabra","rf",3
"red_deer20151357","red_deer2015",0.0816,0.064,"Ulmus_glabra","rf",3
"moose20151357","moose2015",0.0641,0.077,"Ulmus_glabra","rf",3
"bio10_161357","bio10_16",0.1766,0.1154,"Ulmus_glabra","rf",3
"bio12_161357","bio12_16",0.0759,0.0574,"Ulmus_glabra","rf",3
"Forest_Type1357","Forest_Type",0.0204,0.0222,"Ulmus_glabra","rf",3
"Forest_Productivity1357","Forest_Productivity",0.1213,0.0718,"Ulmus_glabra","rf",3
"SoilpH1357","SoilpH",0.0793,0.0854,"Ulmus_glabra","rf",3
"roe_deer20151358","roe_deer2015",0.0771,0.0342,"Ulmus_glabra","rf",4
"red_deer20151358","red_deer2015",0.0703,0.0376,"Ulmus_glabra","rf",4
"moose20151358","moose2015",0.0847,0.0384,"Ulmus_glabra","rf",4
"bio10_161358","bio10_16",0.1729,0.1388,"Ulmus_glabra","rf",4
"bio12_161358","bio12_16",0.0809,0.0456,"Ulmus_glabra","rf",4
"Forest_Type1358","Forest_Type",0.0167,0.0178,"Ulmus_glabra","rf",4
"Forest_Productivity1358","Forest_Productivity",0.1228,0.0756,"Ulmus_glabra","rf",4
"SoilpH1358","SoilpH",0.0884,0.055,"Ulmus_glabra","rf",4
"roe_deer20151359","roe_deer2015",0.0863,0.0706,"Ulmus_glabra","rf",5
"red_deer20151359","red_deer2015",0.0806,0.0644,"Ulmus_glabra","rf",5
"moose20151359","moose2015",0.0919,0.0936,"Ulmus_glabra","rf",5
"bio10_161359","bio10_16",0.1539,0.1122,"Ulmus_glabra","rf",5
"bio12_161359","bio12_16",0.0891,0.0704,"Ulmus_glabra","rf",5
"Forest_Type1359","Forest_Type",0.0168,0.0208,"Ulmus_glabra","rf",5
"Forest_Productivity1359","Forest_Productivity",0.13,0.087,"Ulmus_glabra","rf",5
"SoilpH1359","SoilpH",0.0983,0.1012,"Ulmus_glabra","rf",5
"roe_deer20151360","roe_deer2015",0,0.0144,"Ulmus_glabra","brt",1
"red_deer20151360","red_deer2015",0.0843,0.0748,"Ulmus_glabra","brt",1
"moose20151360","moose2015",0,0,"Ulmus_glabra","brt",1
"bio10_161360","bio10_16",0.0341,0.03,"Ulmus_glabra","brt",1
"bio12_161360","bio12_16",0.1365,0.0424,"Ulmus_glabra","brt",1
"Forest_Type1360","Forest_Type",0,0,"Ulmus_glabra","brt",1
"Forest_Productivity1360","Forest_Productivity",0.5112,0.2904,"Ulmus_glabra","brt",1
"SoilpH1360","SoilpH",0,0,"Ulmus_glabra","brt",1
"roe_deer20151361","roe_deer2015",3e-04,0.0036,"Ulmus_glabra","brt",2
"red_deer20151361","red_deer2015",0.08,0.0586,"Ulmus_glabra","brt",2
"moose20151361","moose2015",0,0,"Ulmus_glabra","brt",2
"bio10_161361","bio10_16",0.0879,0.0216,"Ulmus_glabra","brt",2
"bio12_161361","bio12_16",0.0354,0.034,"Ulmus_glabra","brt",2
"Forest_Type1361","Forest_Type",0,0,"Ulmus_glabra","brt",2
"Forest_Productivity1361","Forest_Productivity",0.4784,0.279,"Ulmus_glabra","brt",2
"SoilpH1361","SoilpH",0,0,"Ulmus_glabra","brt",2
"roe_deer20151362","roe_deer2015",6e-04,0.013,"Ulmus_glabra","brt",3
"red_deer20151362","red_deer2015",0.108,0.057,"Ulmus_glabra","brt",3
"moose20151362","moose2015",0,0,"Ulmus_glabra","brt",3
"bio10_161362","bio10_16",0.0462,0.0284,"Ulmus_glabra","brt",3
"bio12_161362","bio12_16",0.0733,0.0352,"Ulmus_glabra","brt",3
"Forest_Type1362","Forest_Type",0,0,"Ulmus_glabra","brt",3
"Forest_Productivity1362","Forest_Productivity",0.4142,0.2482,"Ulmus_glabra","brt",3
"SoilpH1362","SoilpH",0,0,"Ulmus_glabra","brt",3
"roe_deer20151363","roe_deer2015",5e-04,0.0062,"Ulmus_glabra","brt",4
"red_deer20151363","red_deer2015",0.1147,0.0678,"Ulmus_glabra","brt",4
"moose20151363","moose2015",0,0,"Ulmus_glabra","brt",4
"bio10_161363","bio10_16",0.0227,0.0276,"Ulmus_glabra","brt",4
"bio12_161363","bio12_16",0.0668,0.0476,"Ulmus_glabra","brt",4
"Forest_Type1363","Forest_Type",0,0,"Ulmus_glabra","brt",4
"Forest_Productivity1363","Forest_Productivity",0.45,0.3092,"Ulmus_glabra","brt",4
"SoilpH1363","SoilpH",0,0,"Ulmus_glabra","brt",4
"roe_deer20151364","roe_deer2015",0.0018,0.005,"Ulmus_glabra","brt",5
"red_deer20151364","red_deer2015",0.0708,0.0582,"Ulmus_glabra","brt",5
"moose20151364","moose2015",0,0,"Ulmus_glabra","brt",5
"bio10_161364","bio10_16",0.053,0.0116,"Ulmus_glabra","brt",5
"bio12_161364","bio12_16",0.089,0.0478,"Ulmus_glabra","brt",5
"Forest_Type1364","Forest_Type",0,0,"Ulmus_glabra","brt",5
"Forest_Productivity1364","Forest_Productivity",0.4978,0.264,"Ulmus_glabra","brt",5
"SoilpH1364","SoilpH",0,0,"Ulmus_glabra","brt",5
"roe_deer20151365","roe_deer2015",0.0169,0.0106,"Ulmus_glabra","mda",1
"red_deer20151365","red_deer2015",0.0694,0.049,"Ulmus_glabra","mda",1
"moose20151365","moose2015",0.0163,0.0066,"Ulmus_glabra","mda",1
"bio10_161365","bio10_16",0.3496,0.2062,"Ulmus_glabra","mda",1
"bio12_161365","bio12_16",0.2321,0.076,"Ulmus_glabra","mda",1
"Forest_Type1365","Forest_Type",0.1325,0.0352,"Ulmus_glabra","mda",1
"Forest_Productivity1365","Forest_Productivity",0.1572,0.0754,"Ulmus_glabra","mda",1
"SoilpH1365","SoilpH",0.165,0.1122,"Ulmus_glabra","mda",1
"roe_deer20151366","roe_deer2015",0.021,0.0146,"Ulmus_glabra","mda",2
"red_deer20151366","red_deer2015",0.0644,0.0482,"Ulmus_glabra","mda",2
"moose20151366","moose2015",0.0105,0.0134,"Ulmus_glabra","mda",2
"bio10_161366","bio10_16",0.3338,0.1894,"Ulmus_glabra","mda",2
"bio12_161366","bio12_16",0.1812,0.0812,"Ulmus_glabra","mda",2
"Forest_Type1366","Forest_Type",0.1232,0.0454,"Ulmus_glabra","mda",2
"Forest_Productivity1366","Forest_Productivity",0.1262,0.0866,"Ulmus_glabra","mda",2
"SoilpH1366","SoilpH",0.1451,0.1422,"Ulmus_glabra","mda",2
"roe_deer20151367","roe_deer2015",0.0162,0.0036,"Ulmus_glabra","mda",3
"red_deer20151367","red_deer2015",0.08,0.0512,"Ulmus_glabra","mda",3
"moose20151367","moose2015",0.0165,0.0178,"Ulmus_glabra","mda",3
"bio10_161367","bio10_16",0.3503,0.1804,"Ulmus_glabra","mda",3
"bio12_161367","bio12_16",0.1619,0.0868,"Ulmus_glabra","mda",3
"Forest_Type1367","Forest_Type",0.1022,0.0564,"Ulmus_glabra","mda",3
"Forest_Productivity1367","Forest_Productivity",0.1322,0.0752,"Ulmus_glabra","mda",3
"SoilpH1367","SoilpH",0.1121,0.1044,"Ulmus_glabra","mda",3
"roe_deer20151368","roe_deer2015",0.0139,0.0164,"Ulmus_glabra","mda",4
"red_deer20151368","red_deer2015",0.076,0.0474,"Ulmus_glabra","mda",4
"moose20151368","moose2015",0.0179,0.0074,"Ulmus_glabra","mda",4
"bio10_161368","bio10_16",0.2995,0.227,"Ulmus_glabra","mda",4
"bio12_161368","bio12_16",0.1944,0.1072,"Ulmus_glabra","mda",4
"Forest_Type1368","Forest_Type",0.1094,0.058,"Ulmus_glabra","mda",4
"Forest_Productivity1368","Forest_Productivity",0.1309,0.0706,"Ulmus_glabra","mda",4
"SoilpH1368","SoilpH",0.1334,0.0752,"Ulmus_glabra","mda",4
"roe_deer20151369","roe_deer2015",0.0173,0.0016,"Ulmus_glabra","mda",5
"red_deer20151369","red_deer2015",0.035,0.0226,"Ulmus_glabra","mda",5
"moose20151369","moose2015",0.0171,0.019,"Ulmus_glabra","mda",5
"bio10_161369","bio10_16",0.3671,0.1902,"Ulmus_glabra","mda",5
"bio12_161369","bio12_16",0.2176,0.1114,"Ulmus_glabra","mda",5
"Forest_Type1369","Forest_Type",0.1069,0.0592,"Ulmus_glabra","mda",5
"Forest_Productivity1369","Forest_Productivity",0.1244,0.0748,"Ulmus_glabra","mda",5
"SoilpH1369","SoilpH",0.1683,0.144,"Ulmus_glabra","mda",5
"roe_deer20151370","roe_deer2015",0.005,0.0086,"Ulmus_glabra","fda",1
"red_deer20151370","red_deer2015",0.0329,0.029,"Ulmus_glabra","fda",1
"moose20151370","moose2015",0.0252,0.0156,"Ulmus_glabra","fda",1
"bio10_161370","bio10_16",0.43,0.246,"Ulmus_glabra","fda",1
"bio12_161370","bio12_16",0.0142,0.0076,"Ulmus_glabra","fda",1
"Forest_Type1370","Forest_Type",0.0031,0.003,"Ulmus_glabra","fda",1
"Forest_Productivity1370","Forest_Productivity",0.1872,0.092,"Ulmus_glabra","fda",1
"SoilpH1370","SoilpH",0.1678,0.1168,"Ulmus_glabra","fda",1
"roe_deer20151371","roe_deer2015",0.0098,0.0112,"Ulmus_glabra","fda",2
"red_deer20151371","red_deer2015",0.0305,0.0214,"Ulmus_glabra","fda",2
"moose20151371","moose2015",0.0159,0.018,"Ulmus_glabra","fda",2
"bio10_161371","bio10_16",0.4278,0.2682,"Ulmus_glabra","fda",2
"bio12_161371","bio12_16",0.0119,0.0062,"Ulmus_glabra","fda",2
"Forest_Type1371","Forest_Type",0.0082,0.0068,"Ulmus_glabra","fda",2
"Forest_Productivity1371","Forest_Productivity",0.1738,0.0928,"Ulmus_glabra","fda",2
"SoilpH1371","SoilpH",0.1677,0.119,"Ulmus_glabra","fda",2
"roe_deer20151372","roe_deer2015",0.0105,0.0062,"Ulmus_glabra","fda",3
"red_deer20151372","red_deer2015",0.0366,0.0166,"Ulmus_glabra","fda",3
"moose20151372","moose2015",0.0341,0.0176,"Ulmus_glabra","fda",3
"bio10_161372","bio10_16",0.431,0.2458,"Ulmus_glabra","fda",3
"bio12_161372","bio12_16",0.0122,0.0022,"Ulmus_glabra","fda",3
"Forest_Type1372","Forest_Type",0.0076,0.0076,"Ulmus_glabra","fda",3
"Forest_Productivity1372","Forest_Productivity",0.1373,0.0838,"Ulmus_glabra","fda",3
"SoilpH1372","SoilpH",0.1435,0.1216,"Ulmus_glabra","fda",3
"roe_deer20151373","roe_deer2015",0.01,0.0144,"Ulmus_glabra","fda",4
"red_deer20151373","red_deer2015",0.0341,0.0302,"Ulmus_glabra","fda",4
"moose20151373","moose2015",0.0357,0.0074,"Ulmus_glabra","fda",4
"bio10_161373","bio10_16",0.3979,0.3326,"Ulmus_glabra","fda",4
"bio12_161373","bio12_16",0.0099,0.0086,"Ulmus_glabra","fda",4
"Forest_Type1373","Forest_Type",0.0056,0.0028,"Ulmus_glabra","fda",4
"Forest_Productivity1373","Forest_Productivity",0.172,0.0974,"Ulmus_glabra","fda",4
"SoilpH1373","SoilpH",0.1498,0.0942,"Ulmus_glabra","fda",4
"roe_deer20151374","roe_deer2015",0.0104,0.0024,"Ulmus_glabra","fda",5
"red_deer20151374","red_deer2015",0.0269,0.0248,"Ulmus_glabra","fda",5
"moose20151374","moose2015",0.0279,0.0282,"Ulmus_glabra","fda",5
"bio10_161374","bio10_16",0.431,0.2312,"Ulmus_glabra","fda",5
"bio12_161374","bio12_16",0.0193,0.0088,"Ulmus_glabra","fda",5
"Forest_Type1374","Forest_Type",0.0027,0.0058,"Ulmus_glabra","fda",5
"Forest_Productivity1374","Forest_Productivity",0.1702,0.0956,"Ulmus_glabra","fda",5
"SoilpH1374","SoilpH",0.1771,0.1586,"Ulmus_glabra","fda",5
"roe_deer20151375","roe_deer2015",0.0079,0.0046,"Vicia_cassubica","glm",1
"red_deer20151375","red_deer2015",0.0254,0.0082,"Vicia_cassubica","glm",1
"moose20151375","moose2015",0.2999,0.1222,"Vicia_cassubica","glm",1
"bio10_161375","bio10_16",0.8525,0.5082,"Vicia_cassubica","glm",1
"bio12_161375","bio12_16",0.0064,0.0012,"Vicia_cassubica","glm",1
"Forest_Type1375","Forest_Type",0.1647,0.3576,"Vicia_cassubica","glm",1
"Forest_Productivity1375","Forest_Productivity",0.1635,0.015,"Vicia_cassubica","glm",1
"SoilpH1375","SoilpH",0.0604,0.017,"Vicia_cassubica","glm",1
"roe_deer20151376","roe_deer2015",0.0341,0.0146,"Vicia_cassubica","glm",2
"red_deer20151376","red_deer2015",0.0228,0.0122,"Vicia_cassubica","glm",2
"moose20151376","moose2015",0.3617,0.1144,"Vicia_cassubica","glm",2
"bio10_161376","bio10_16",0.9102,0.6142,"Vicia_cassubica","glm",2
"bio12_161376","bio12_16",0.0762,0.0108,"Vicia_cassubica","glm",2
"Forest_Type1376","Forest_Type",0.2193,0.2686,"Vicia_cassubica","glm",2
"Forest_Productivity1376","Forest_Productivity",0.0736,0.0306,"Vicia_cassubica","glm",2
"SoilpH1376","SoilpH",0.136,0.0426,"Vicia_cassubica","glm",2
"roe_deer20151377","roe_deer2015",0.0094,0.0048,"Vicia_cassubica","glm",3
"red_deer20151377","red_deer2015",0.0089,0.0054,"Vicia_cassubica","glm",3
"moose20151377","moose2015",0.2314,0.0838,"Vicia_cassubica","glm",3
"bio10_161377","bio10_16",0.8686,0.6016,"Vicia_cassubica","glm",3
"bio12_161377","bio12_16",0.0185,0.0038,"Vicia_cassubica","glm",3
"Forest_Type1377","Forest_Type",0.1384,0.3518,"Vicia_cassubica","glm",3
"Forest_Productivity1377","Forest_Productivity",0.0704,0.0212,"Vicia_cassubica","glm",3
"SoilpH1377","SoilpH",0.1491,0.0112,"Vicia_cassubica","glm",3
"roe_deer20151378","roe_deer2015",0.0082,0.0016,"Vicia_cassubica","glm",4
