Predictor variable,Categorical,Sample average
Forest_Productivity,true,11.0
Forest_Type,true,31.0
bio10_16,false,118.45728055892452
bio12_16,false,921.9263345041583
bio15_16,false,30.77335031570927
moose2015,false,14.022809364141956
red_deer2015,false,15.71198663403911
roe_deer2015,false,5.448767915848763
