Predictor variable,Categorical,Sample average
Forest_Productivity,true,18.0
Forest_Type,true,31.0
bio10_16,false,112.60636432354266
bio12_16,false,2300.36481651893
bio15_16,false,32.46068939795861
moose2015,false,0.19370455008286697
red_deer2015,false,100.6792427943303
roe_deer2015,false,0.7421211095956656
