X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.0013566617478573291,12.754798889758247,0.25698514940143113
3.0,3.0,train,0.015055652007712037,98.44338006779445,0.7933156850201547
4.0,4.0,train,0.013384220024985105,95.54692287518193,0.7733547035396351
5.0,5.0,train,0.007069116596456126,64.65947958035161,0.6431381228245727
6.0,6.0,train,0.008722014070805821,73.57930781578054,0.6897873570292193
7.0,7.0,train,0.006767568171103949,61.18658649825766,0.6330716472278973
8.0,8.0,train,0.008558959889691067,71.84345400433091,0.6857348232182027
9.0,9.0,train,0.006740444140220152,60.50997858063405,0.6321382659867469
10.0,10.0,train,0.009646502288883918,79.9922647524827,0.7109229048871589
11.0,11.0,train,6.221213125238867E-4,5.43852176443228,0.13689230094508625
12.0,12.0,train,0.011188136758945977,88.31919850780126,0.740415488753634
13.0,13.0,train,0.007313610261254066,66.11303886252821,0.6509033191233882
15.0,15.0,train,0.009080911465098354,77.13938545689157,0.6983493145498376
17.0,17.0,train,0.0099403380671462,82.95212088006677,0.7170501710542381
18.0,18.0,train,0.005067693708598666,48.1930833672534,0.5636923489993377
19.0,19.0,train,0.008635313001054315,72.70701827258587,0.6876455983605153
20.0,20.0,train,0.006255018113034717,57.19116391145975,0.6145927347417832
21.0,21.0,train,0.00340702340712552,33.99050510340521,0.46483669095050023
22.0,22.0,train,0.005333576192614656,50.827831834442826,0.5762253894928152
23.0,23.0,train,0.01093953076830896,87.20036903745958,0.7360732598680384
26.0,26.0,train,0.005636572044941299,53.01995129995999,0.5896578837631964
27.0,27.0,train,0.010410503220953014,85.01379780868382,0.7263317785114134
28.0,28.0,train,0.003646365295810121,37.49645378013557,0.48175960916538546
30.0,30.0,train,0.007680772287205519,66.88115199534795,0.6619497921817767
31.0,31.0,train,0.0017285062084212205,18.01597456421032,0.30587676047569323
32.0,32.0,train,0.008752123087308763,74.45445258399909,0.6905242791612999
33.0,33.0,train,0.006701729218816416,59.164428762976144,0.6307977676883784
2.0,2.0,test,0.01641319170169082,100.0,0.8071132190934932
14.0,14.0,test,0.011667148835019025,90.88675031129281,0.7483915666133802
16.0,16.0,test,0.00787132386345191,67.98490670398681,0.6674116419340395
24.0,24.0,test,0.009429486414878015,78.4333855428255,0.7062243980611741
25.0,25.0,test,0.00953283329803142,79.30439026726748,0.7084808142321148
29.0,29.0,test,0.015565562652931986,99.99986783002494,0.7987236430791124
