Predictor variable,Categorical,Sample average
Forest_Productivity,true,18.0
Forest_Type,true,31.0
bio10_16,false,127.16752900272967
bio12_16,false,1070.882086696395
bio15_16,false,28.81681107900229
moose2015,false,22.788285823471575
red_deer2015,false,23.550015104463302
roe_deer2015,false,15.683406212602753
