x,y,species max
1.0,1.0,0.51642084
2.0,2.0,0.8688663
3.0,3.0,0.16280058
4.0,4.0,0.49711305
5.0,5.0,0.09540996
6.0,6.0,0.19168587
7.0,7.0,0.08755218
8.0,8.0,0.07102417
9.0,9.0,0.44608435
10.0,10.0,0.098608546
11.0,11.0,0.10393418
12.0,12.0,0.07552892
13.0,13.0,0.11413727
14.0,14.0,0.19043809
15.0,15.0,0.05745412
16.0,16.0,0.04782272
17.0,17.0,0.23530334
18.0,18.0,0.12788127
19.0,19.0,0.32703796
20.0,20.0,0.07407951
21.0,21.0,0.16384523
22.0,22.0,0.412884
23.0,23.0,0.44410738
24.0,24.0,0.15449488
25.0,25.0,0.38186455
26.0,26.0,0.17327058
27.0,27.0,0.8279488
28.0,28.0,0.2199131
29.0,29.0,0.18995325
30.0,30.0,0.40005293
31.0,31.0,0.07599162
32.0,32.0,0.5222842
33.0,33.0,0.1258837
34.0,34.0,0.22239438
35.0,35.0,0.12147685
36.0,36.0,0.3290187
37.0,37.0,0.445214
38.0,38.0,0.31917065
39.0,39.0,0.19825996
40.0,40.0,0.09313832
41.0,41.0,0.07273765
42.0,42.0,0.31989133
43.0,43.0,0.30675662
44.0,44.0,0.20156676
45.0,45.0,0.057340823
46.0,46.0,0.18109004
47.0,47.0,0.07073652
48.0,48.0,0.39666092
49.0,49.0,0.16432366
50.0,50.0,0.45988297
51.0,51.0,0.088230364
52.0,52.0,0.5223981
53.0,53.0,0.23401739
54.0,54.0,0.18596652
55.0,55.0,0.23282363
56.0,56.0,0.25459513
57.0,57.0,0.3002343
58.0,58.0,0.15017487
59.0,59.0,0.5921387
60.0,60.0,0.39326933
61.0,61.0,0.19355284
62.0,62.0,0.33518746
63.0,63.0,0.51758647
64.0,64.0,0.20014001
65.0,65.0,0.4625227
66.0,66.0,0.5505145
67.0,67.0,0.18249387
68.0,68.0,0.42911756
69.0,69.0,0.10902622
70.0,70.0,0.22508986
71.0,71.0,0.18512318
72.0,72.0,0.044643607
73.0,73.0,0.377124
74.0,74.0,0.12363261
75.0,75.0,0.5634356
76.0,76.0,0.24104561
77.0,77.0,0.39718416
78.0,78.0,0.46766555
79.0,79.0,0.13007261
80.0,80.0,0.26976
81.0,81.0,0.04823576
82.0,82.0,0.60071546
83.0,83.0,0.2130424
84.0,84.0,0.29816362
85.0,85.0,0.48162475
86.0,86.0,0.22912034
87.0,87.0,0.5413511
88.0,88.0,0.5788446
89.0,89.0,0.25922132
90.0,90.0,0.16521558
91.0,91.0,0.26665527
92.0,92.0,0.16398683
93.0,93.0,0.039545115
94.0,94.0,0.48748523
95.0,95.0,0.024778698
96.0,96.0,0.1754707
97.0,97.0,0.0362034
98.0,98.0,0.36439058
99.0,99.0,0.6839212
100.0,100.0,0.020568335
101.0,101.0,0.33674803
102.0,102.0,0.72609216
103.0,103.0,0.26900297
104.0,104.0,0.55535746
105.0,105.0,0.026151475
106.0,106.0,0.5878783
107.0,107.0,0.13321182
108.0,108.0,0.28773662
109.0,109.0,0.23675635
110.0,110.0,0.28778458
111.0,111.0,0.34084457
112.0,112.0,0.47732309
113.0,113.0,0.291128
114.0,114.0,0.08357793
115.0,115.0,0.48149636
116.0,116.0,0.25040022
117.0,117.0,0.05767734
118.0,118.0,0.27590212
119.0,119.0,0.03990845
120.0,120.0,0.30538243
121.0,121.0,0.12617752
122.0,122.0,0.33855355
123.0,123.0,0.32066464
124.0,124.0,0.18083021
125.0,125.0,0.5117888
126.0,126.0,0.3974034
127.0,127.0,0.40510568
128.0,128.0,0.457737
129.0,129.0,0.2042481
130.0,130.0,0.12859836
131.0,131.0,0.4024411
132.0,132.0,0.07151635
133.0,133.0,0.12864666
134.0,134.0,0.45503893
135.0,135.0,0.51440185
136.0,136.0,0.5134588
137.0,137.0,0.24370599
138.0,138.0,0.2347754
139.0,139.0,0.27550194
140.0,140.0,0.22043844
141.0,141.0,0.08308858
142.0,142.0,0.10937695
143.0,143.0,0.32859975
144.0,144.0,0.48374367
145.0,145.0,0.29170406
146.0,146.0,0.2187978
147.0,147.0,0.5283116
148.0,148.0,0.13780685
149.0,149.0,0.12029921
150.0,150.0,0.27165952
151.0,151.0,0.26880023
152.0,152.0,0.8209667
153.0,153.0,0.49931118
154.0,154.0,0.5391782
155.0,155.0,0.17551705
156.0,156.0,0.23712152
157.0,157.0,0.615514
158.0,158.0,0.3858454
159.0,159.0,0.11966146
160.0,160.0,0.29178345
161.0,161.0,0.3124899
162.0,162.0,0.25070342
163.0,163.0,0.28927588
164.0,164.0,0.25927064
165.0,165.0,0.21421713
166.0,166.0,0.31607965
167.0,167.0,0.6245503
168.0,168.0,0.21531245
169.0,169.0,0.37564555
170.0,170.0,0.17165099
171.0,171.0,0.25321478
172.0,172.0,0.32573116
173.0,173.0,0.21595252
174.0,174.0,0.07348989
175.0,175.0,0.07605651
176.0,176.0,0.3585543
177.0,177.0,0.46740088
178.0,178.0,0.27394992
179.0,179.0,0.64055306
180.0,180.0,0.19569437
181.0,181.0,0.35471928
182.0,182.0,0.10044042
183.0,183.0,0.25608063
184.0,184.0,0.44482037
185.0,185.0,0.1047058
186.0,186.0,0.47725567
187.0,187.0,0.23899096
188.0,188.0,0.25935727
189.0,189.0,0.3638696
190.0,190.0,0.34272614
191.0,191.0,0.30784318
192.0,192.0,0.057205528
193.0,193.0,0.45349053
194.0,194.0,0.29495057
195.0,195.0,0.38538694
196.0,196.0,0.4928408
197.0,197.0,0.29580325
198.0,198.0,0.10960766
199.0,199.0,0.3520353
200.0,200.0,0.16718888
201.0,201.0,0.3135252
202.0,202.0,0.4470195
203.0,203.0,0.19125949
204.0,204.0,0.016223775
205.0,205.0,0.23789056
206.0,206.0,0.3298419
207.0,207.0,0.59585506
208.0,208.0,0.4167626
209.0,209.0,0.06926976
210.0,210.0,0.1286911
211.0,211.0,0.42673102
212.0,212.0,0.05810683
213.0,213.0,0.48824793
214.0,214.0,0.62089
215.0,215.0,0.44796768
216.0,216.0,0.09367941
217.0,217.0,0.24252157
218.0,218.0,0.16072094
219.0,219.0,0.08499646
220.0,220.0,0.035814837
221.0,221.0,0.057257846
222.0,222.0,0.15803477
223.0,223.0,0.25355482
224.0,224.0,0.10778332
225.0,225.0,0.11377251
226.0,226.0,0.38998377
227.0,227.0,0.31985244
228.0,228.0,0.4456355
229.0,229.0,0.33367082
230.0,230.0,0.15658772
231.0,231.0,0.0115570985
232.0,232.0,0.25153536
233.0,233.0,0.11359143
234.0,234.0,0.090568125
235.0,235.0,0.066879235
236.0,236.0,0.28829387
