x,y,species min
1.0,1.0,2.1847353E-10
2.0,2.0,1.917287E-13
3.0,3.0,6.334817E-7
4.0,4.0,7.1722985E-4
5.0,5.0,0.0102226455
6.0,6.0,3.041063E-4
7.0,7.0,8.0139877E-4
8.0,8.0,0.0010277224
9.0,9.0,6.120597E-14
10.0,10.0,0.48079172
11.0,11.0,0.0022352603
12.0,12.0,0.11027174
13.0,13.0,1.5678146E-4
14.0,14.0,3.7046525E-4
15.0,15.0,0.008418189
16.0,16.0,0.01482234
17.0,17.0,1.8143233E-5
18.0,18.0,0.024901483
19.0,19.0,3.2538946E-8
20.0,20.0,0.019513503
21.0,21.0,0.0060128737
22.0,22.0,0.003131453
23.0,23.0,0.023468459
24.0,24.0,6.8262893E-9
25.0,25.0,0.0048745726
26.0,26.0,2.4700344E-6
27.0,27.0,6.129582E-21
28.0,28.0,0.009032221
29.0,29.0,0.0010959115
30.0,30.0,0.0010211286
31.0,31.0,0.02182762
32.0,32.0,3.9502117E-4
33.0,33.0,0.17319377
34.0,34.0,4.5376005E-6
35.0,35.0,0.013300613
36.0,36.0,0.016667955
37.0,37.0,8.068066E-14
38.0,38.0,8.736092E-4
39.0,39.0,0.3353815
40.0,40.0,1.4261571E-15
41.0,41.0,0.0561753
42.0,42.0,0.0021976477
43.0,43.0,0.26153666
44.0,44.0,0.06518115
45.0,45.0,0.042397063
46.0,46.0,0.0038358166
47.0,47.0,0.008628972
48.0,48.0,0.001445891
49.0,49.0,0.1519096
50.0,50.0,0.033809617
51.0,51.0,0.040361483
52.0,52.0,0.040871516
53.0,53.0,0.14265276
54.0,54.0,1.2916099E-35
55.0,55.0,0.106300525
56.0,56.0,0.037277352
57.0,57.0,8.504704E-9
58.0,58.0,5.603197E-7
59.0,59.0,7.2355374E-6
60.0,60.0,3.4912156E-12
61.0,61.0,6.3691763E-9
62.0,62.0,1.2690088E-9
63.0,63.0,1.8516517E-17
64.0,64.0,0.05452359
65.0,65.0,6.300179E-5
66.0,66.0,6.970733E-22
67.0,67.0,3.8075974E-5
68.0,68.0,0.027792223
69.0,69.0,0.061729386
70.0,70.0,1.0131129E-5
71.0,71.0,2.028916E-7
